"Código","Unidade Territorial","UF","Referência","Quantidade de pessoas do sexo masculino inscritas no Cadastro Único","Quantidade de pessoas do sexo feminino inscritas no Cadastro Único"
"210005","AÇAILÂNDIA","MA","08/2012","29236","36574"
"210005","AÇAILÂNDIA","MA","09/2012","29727","37212"
"210005","AÇAILÂNDIA","MA","10/2012","29993","37655"
"210005","AÇAILÂNDIA","MA","11/2012","30000","37718"
"210005","AÇAILÂNDIA","MA","12/2012","30105","37845"
"210005","AÇAILÂNDIA","MA","11/2013","31368","39320"
"210005","AÇAILÂNDIA","MA","10/2013","31190","39142"
"210005","AÇAILÂNDIA","MA","12/2013","31419","39420"
"210005","AÇAILÂNDIA","MA","08/2013","30608","38391"
"210005","AÇAILÂNDIA","MA","09/2013","30846","38710"
"210005","AÇAILÂNDIA","MA","07/2013","30431","38149"
"210005","AÇAILÂNDIA","MA","06/2013","30308","38050"
"210005","AÇAILÂNDIA","MA","05/2013","30299","38065"
"210005","AÇAILÂNDIA","MA","04/2013","30260","37909"
"210005","AÇAILÂNDIA","MA","03/2013","30229","37841"
"210005","AÇAILÂNDIA","MA","02/2013","30243","37970"
"210005","AÇAILÂNDIA","MA","01/2013","30176","37911"
"210005","AÇAILÂNDIA","MA","11/2014","32918","40945"
"210005","AÇAILÂNDIA","MA","10/2014","32606","40620"
"210005","AÇAILÂNDIA","MA","12/2014","32998","41070"
"210005","AÇAILÂNDIA","MA","09/2014","32167","40183"
"210005","AÇAILÂNDIA","MA","08/2014","31831","39860"
"210005","AÇAILÂNDIA","MA","07/2014","31751","39720"
"210005","AÇAILÂNDIA","MA","02/2014","31465","39428"
"210005","AÇAILÂNDIA","MA","03/2014","31579","39535"
"210005","AÇAILÂNDIA","MA","06/2014","31705","39655"
"210005","AÇAILÂNDIA","MA","05/2014","31711","39675"
"210005","AÇAILÂNDIA","MA","04/2014","31649","39632"
"210005","AÇAILÂNDIA","MA","01/2014","31456","39457"
"210005","AÇAILÂNDIA","MA","11/2015","29786","37596"
"210005","AÇAILÂNDIA","MA","07/2015","29534","37325"
"210005","AÇAILÂNDIA","MA","08/2015","29659","37423"
"210005","AÇAILÂNDIA","MA","09/2015","29702","37470"
"210005","AÇAILÂNDIA","MA","02/2015","30606","38390"
"210005","AÇAILÂNDIA","MA","03/2015","30672","38538"
"210005","AÇAILÂNDIA","MA","10/2015","29760","37525"
"210005","AÇAILÂNDIA","MA","01/2015","30498","38232"
"210005","AÇAILÂNDIA","MA","04/2015","30721","38636"
"210005","AÇAILÂNDIA","MA","12/2015","29864","37666"
"210005","AÇAILÂNDIA","MA","05/2015","30789","38743"
"210005","AÇAILÂNDIA","MA","06/2015","30813","38780"
"210005","AÇAILÂNDIA","MA","11/2016","30086","38155"
"210005","AÇAILÂNDIA","MA","08/2016","29795","37852"
"210005","AÇAILÂNDIA","MA","12/2016","28421","36360"
"210005","AÇAILÂNDIA","MA","01/2016","29279","37094"
"210005","AÇAILÂNDIA","MA","04/2016","29664","37474"
"210005","AÇAILÂNDIA","MA","09/2016","29943","37993"
"210005","AÇAILÂNDIA","MA","07/2016","29785","37742"
"210005","AÇAILÂNDIA","MA","05/2016","29720","37560"
"210005","AÇAILÂNDIA","MA","06/2016","29715","37619"
"210005","AÇAILÂNDIA","MA","10/2016","30037","38072"
"210005","AÇAILÂNDIA","MA","02/2016","29383","37171"
"210005","AÇAILÂNDIA","MA","03/2016","29501","37312"
"210005","AÇAILÂNDIA","MA","04/2017","28595","36599"
"210005","AÇAILÂNDIA","MA","09/2017","26105","33851"
"210005","AÇAILÂNDIA","MA","05/2017","28685","36688"
"210005","AÇAILÂNDIA","MA","01/2017","28450","36404"
"210005","AÇAILÂNDIA","MA","06/2017","28728","36747"
"210005","AÇAILÂNDIA","MA","11/2017","26433","34124"
"210005","AÇAILÂNDIA","MA","10/2017","26303","34040"
"210005","AÇAILÂNDIA","MA","08/2017","29001","37056"
"210005","AÇAILÂNDIA","MA","12/2017","26582","34288"
"210005","AÇAILÂNDIA","MA","02/2017","28515","36516"
"210005","AÇAILÂNDIA","MA","03/2017","28593","36631"
"210005","AÇAILÂNDIA","MA","07/2017","28813","36853"
"210005","AÇAILÂNDIA","MA","03/2018","25861","33422"
"210005","AÇAILÂNDIA","MA","07/2018","26119","33824"
"210005","AÇAILÂNDIA","MA","01/2018","26684","34391"
"210005","AÇAILÂNDIA","MA","04/2018","26016","33563"
"210005","AÇAILÂNDIA","MA","08/2018","24816","32260"
"210005","AÇAILÂNDIA","MA","02/2018","26886","34613"
"210005","AÇAILÂNDIA","MA","11/2018","25371","32894"
"210005","AÇAILÂNDIA","MA","12/2018","24505","31868"
"210005","AÇAILÂNDIA","MA","05/2018","26015","33593"
"210005","AÇAILÂNDIA","MA","06/2018","26029","33688"
"210005","AÇAILÂNDIA","MA","09/2018","25040","32505"
"210005","AÇAILÂNDIA","MA","10/2018","25252","32741"
"210005","AÇAILÂNDIA","MA","05/2019","24830","32183"
"210005","AÇAILÂNDIA","MA","01/2019","24672","32039"
"210005","AÇAILÂNDIA","MA","09/2019","23689","30776"
"210005","AÇAILÂNDIA","MA","03/2025","26015","34906"
"210005","AÇAILÂNDIA","MA","10/2019","23877","31021"
"210005","AÇAILÂNDIA","MA","11/2019","23937","31122"
"210005","AÇAILÂNDIA","MA","06/2019","24958","32368"
"210005","AÇAILÂNDIA","MA","02/2019","24877","32298"
"210005","AÇAILÂNDIA","MA","12/2019","24107","31309"
"210005","AÇAILÂNDIA","MA","07/2019","25111","32515"
"210005","AÇAILÂNDIA","MA","03/2019","24974","32414"
"210005","AÇAILÂNDIA","MA","08/2019","25287","32648"
"210005","AÇAILÂNDIA","MA","04/2019","24588","31910"
"210005","AÇAILÂNDIA","MA","10/2020","23759","30727"
"210005","AÇAILÂNDIA","MA","12/2020","23028","29708"
"210005","AÇAILÂNDIA","MA","02/2020","23062","29955"
"210005","AÇAILÂNDIA","MA","03/2020","23274","30228"
"210005","AÇAILÂNDIA","MA","01/2020","24130","31302"
"210005","AÇAILÂNDIA","MA","06/2020","23453","30403"
"210005","AÇAILÂNDIA","MA","05/2020","23407","30355"
"210005","AÇAILÂNDIA","MA","09/2020","23574","30525"
"210005","AÇAILÂNDIA","MA","11/2020","22803","29502"
"210005","AÇAILÂNDIA","MA","04/2020","23348","30297"
"210005","AÇAILÂNDIA","MA","07/2020","23515","30488"
"210005","AÇAILÂNDIA","MA","08/2020","23562","30521"
"210005","AÇAILÂNDIA","MA","06/2021","23492","30396"
"210005","AÇAILÂNDIA","MA","07/2021","23500","30425"
"210005","AÇAILÂNDIA","MA","08/2021","23587","30505"
"210005","AÇAILÂNDIA","MA","11/2021","23980","31051"
"210005","AÇAILÂNDIA","MA","12/2021","24190","31281"
"210005","AÇAILÂNDIA","MA","03/2021","23292","30125"
"210005","AÇAILÂNDIA","MA","04/2021","23397","30283"
"210005","AÇAILÂNDIA","MA","02/2021","23201","29987"
"210005","AÇAILÂNDIA","MA","01/2021","23073","29752"
"210005","AÇAILÂNDIA","MA","09/2021","23660","30619"
"210005","AÇAILÂNDIA","MA","10/2021","23740","30747"
"210005","AÇAILÂNDIA","MA","05/2021","23447","30350"
"210005","AÇAILÂNDIA","MA","07/2022","25363","32904"
"210005","AÇAILÂNDIA","MA","03/2022","24544","31749"
"210005","AÇAILÂNDIA","MA","08/2022","25536","33206"
"210005","AÇAILÂNDIA","MA","11/2022","26061","33916"
"210005","AÇAILÂNDIA","MA","12/2022","26259","34175"
"210005","AÇAILÂNDIA","MA","01/2022","24198","31333"
"210005","AÇAILÂNDIA","MA","02/2022","24424","31602"
"210005","AÇAILÂNDIA","MA","09/2022","25755","33489"
"210005","AÇAILÂNDIA","MA","04/2022","24665","31990"
"210005","AÇAILÂNDIA","MA","10/2022","25935","33725"
"210005","AÇAILÂNDIA","MA","05/2022","24944","32305"
"210005","AÇAILÂNDIA","MA","06/2022","25136","32597"
"210005","AÇAILÂNDIA","MA","03/2023","26682","34591"
"210005","AÇAILÂNDIA","MA","04/2023","26346","34158"
"210005","AÇAILÂNDIA","MA","06/2023","26404","34353"
"210005","AÇAILÂNDIA","MA","01/2023","26256","34147"
"210005","AÇAILÂNDIA","MA","05/2023","26236","34182"
"210005","AÇAILÂNDIA","MA","08/2023","26788","34923"
"210005","AÇAILÂNDIA","MA","02/2023","26503","34428"
"210005","AÇAILÂNDIA","MA","09/2023","27066","35243"
"210005","AÇAILÂNDIA","MA","10/2023","27161","35298"
"210005","AÇAILÂNDIA","MA","11/2023","27272","35355"
"210005","AÇAILÂNDIA","MA","12/2023","27301","35462"
"210005","AÇAILÂNDIA","MA","07/2023","26581","34622"
"210005","AÇAILÂNDIA","MA","02/2024","26890","35087"
"210005","AÇAILÂNDIA","MA","03/2024","27288","35733"
"210005","AÇAILÂNDIA","MA","04/2024","27424","36006"
"210005","AÇAILÂNDIA","MA","06/2024","27579","36377"
"210005","AÇAILÂNDIA","MA","07/2024","26593","35350"
"210005","AÇAILÂNDIA","MA","08/2024","26727","35536"
"210005","AÇAILÂNDIA","MA","09/2024","26091","34911"
"210005","AÇAILÂNDIA","MA","01/2024","26882","34933"
"210005","AÇAILÂNDIA","MA","05/2024","27456","36123"
"210005","AÇAILÂNDIA","MA","10/2024","26224","35094"
"210005","AÇAILÂNDIA","MA","11/2024","26378","35273"
"210005","AÇAILÂNDIA","MA","12/2024","26623","35498"
"210005","AÇAILÂNDIA","MA","09/2025","25902","35666"
"210005","AÇAILÂNDIA","MA","12/2025","25965","35804"
"210005","AÇAILÂNDIA","MA","05/2025","26045","35605"
"210005","AÇAILÂNDIA","MA","10/2025","25976","35743"
"210005","AÇAILÂNDIA","MA","11/2025","26055","35889"
"210005","AÇAILÂNDIA","MA","06/2025","26149","35770"
"210005","AÇAILÂNDIA","MA","08/2025","25815","35516"
"210005","AÇAILÂNDIA","MA","07/2025","26222","35921"
"210005","AÇAILÂNDIA","MA","02/2025","25986","34825"
"210005","AÇAILÂNDIA","MA","01/2025","26177","35048"
"210010","AFONSO CUNHA","MA","08/2025","2969","3460"
"210010","AFONSO CUNHA","MA","01/2025","3014","3498"
"210010","AFONSO CUNHA","MA","02/2025","2995","3476"
"210010","AFONSO CUNHA","MA","07/2025","2973","3477"
"210010","AFONSO CUNHA","MA","05/2025","3012","3509"
"210010","AFONSO CUNHA","MA","06/2025","3008","3505"
"210010","AFONSO CUNHA","MA","11/2025","2988","3469"
"210010","AFONSO CUNHA","MA","10/2025","2977","3456"
"210010","AFONSO CUNHA","MA","12/2025","3019","3477"
"210010","AFONSO CUNHA","MA","09/2025","2974","3461"
"210010","AFONSO CUNHA","MA","02/2024","3067","3559"
"210010","AFONSO CUNHA","MA","12/2024","3028","3501"
"210010","AFONSO CUNHA","MA","11/2024","3012","3487"
"210010","AFONSO CUNHA","MA","10/2024","3008","3487"
"210010","AFONSO CUNHA","MA","05/2024","3063","3553"
"210010","AFONSO CUNHA","MA","09/2024","2995","3481"
"210010","AFONSO CUNHA","MA","08/2024","3044","3517"
"210010","AFONSO CUNHA","MA","07/2024","3037","3501"
"210010","AFONSO CUNHA","MA","06/2024","3064","3550"
"210010","AFONSO CUNHA","MA","04/2024","3054","3564"
"210010","AFONSO CUNHA","MA","01/2024","3092","3561"
"210010","AFONSO CUNHA","MA","03/2024","3061","3554"
"210010","AFONSO CUNHA","MA","05/2023","3114","3451"
"210010","AFONSO CUNHA","MA","12/2023","3220","3586"
"210010","AFONSO CUNHA","MA","11/2023","3194","3551"
"210010","AFONSO CUNHA","MA","10/2023","3170","3529"
"210010","AFONSO CUNHA","MA","09/2023","3173","3529"
"210010","AFONSO CUNHA","MA","04/2023","3098","3432"
"210010","AFONSO CUNHA","MA","08/2023","3169","3510"
"210010","AFONSO CUNHA","MA","07/2023","3144","3495"
"210010","AFONSO CUNHA","MA","01/2023","3087","3439"
"210010","AFONSO CUNHA","MA","06/2023","3126","3468"
"210010","AFONSO CUNHA","MA","03/2023","3099","3462"
"210010","AFONSO CUNHA","MA","02/2023","3090","3448"
"210010","AFONSO CUNHA","MA","06/2022","2814","3356"
"210010","AFONSO CUNHA","MA","05/2022","2804","3341"
"210010","AFONSO CUNHA","MA","10/2022","3031","3414"
"210010","AFONSO CUNHA","MA","04/2022","2800","3333"
"210010","AFONSO CUNHA","MA","09/2022","2941","3391"
"210010","AFONSO CUNHA","MA","02/2022","2756","3309"
"210010","AFONSO CUNHA","MA","03/2025","2990","3482"
"210010","AFONSO CUNHA","MA","01/2022","2697","3292"
"210010","AFONSO CUNHA","MA","12/2022","3079","3429"
"210010","AFONSO CUNHA","MA","11/2022","3056","3417"
"210010","AFONSO CUNHA","MA","08/2022","2870","3378"
"210010","AFONSO CUNHA","MA","03/2022","2781","3323"
"210010","AFONSO CUNHA","MA","07/2022","2823","3364"
"210010","AFONSO CUNHA","MA","09/2021","2691","3279"
"210010","AFONSO CUNHA","MA","05/2021","2682","3256"
"210010","AFONSO CUNHA","MA","10/2021","2691","3276"
"210010","AFONSO CUNHA","MA","02/2021","2670","3238"
"210010","AFONSO CUNHA","MA","04/2021","2677","3248"
"210010","AFONSO CUNHA","MA","03/2021","2670","3241"
"210010","AFONSO CUNHA","MA","01/2021","2662","3223"
"210010","AFONSO CUNHA","MA","12/2021","2690","3290"
"210010","AFONSO CUNHA","MA","11/2021","2681","3285"
"210010","AFONSO CUNHA","MA","08/2021","2692","3281"
"210010","AFONSO CUNHA","MA","07/2021","2690","3276"
"210010","AFONSO CUNHA","MA","06/2021","2693","3264"
"210010","AFONSO CUNHA","MA","08/2020","2706","3223"
"210010","AFONSO CUNHA","MA","07/2020","2706","3223"
"210010","AFONSO CUNHA","MA","04/2020","2713","3230"
"210010","AFONSO CUNHA","MA","11/2020","2657","3197"
"210010","AFONSO CUNHA","MA","06/2020","2708","3228"
"210010","AFONSO CUNHA","MA","01/2020","2751","3273"
"210010","AFONSO CUNHA","MA","03/2020","2708","3231"
"210010","AFONSO CUNHA","MA","02/2020","2697","3224"
"210010","AFONSO CUNHA","MA","12/2020","2660","3206"
"210010","AFONSO CUNHA","MA","10/2020","2703","3248"
"210010","AFONSO CUNHA","MA","09/2020","2698","3233"
"210010","AFONSO CUNHA","MA","05/2020","2708","3228"
"210010","AFONSO CUNHA","MA","08/2019","2745","3283"
"210010","AFONSO CUNHA","MA","07/2019","2732","3264"
"210010","AFONSO CUNHA","MA","04/2019","2698","3213"
"210010","AFONSO CUNHA","MA","03/2019","2688","3206"
"210010","AFONSO CUNHA","MA","12/2019","2744","3263"
"210010","AFONSO CUNHA","MA","02/2019","2672","3196"
"210010","AFONSO CUNHA","MA","06/2019","2720","3249"
"210010","AFONSO CUNHA","MA","11/2019","2742","3259"
"210010","AFONSO CUNHA","MA","10/2019","2730","3247"
"210010","AFONSO CUNHA","MA","09/2019","2703","3236"
"210010","AFONSO CUNHA","MA","01/2019","2659","3185"
"210010","AFONSO CUNHA","MA","05/2019","2709","3230"
"210010","AFONSO CUNHA","MA","10/2018","2675","3204"
"210010","AFONSO CUNHA","MA","09/2018","2661","3191"
"210010","AFONSO CUNHA","MA","06/2018","2683","3201"
"210010","AFONSO CUNHA","MA","05/2018","2667","3171"
"210010","AFONSO CUNHA","MA","02/2018","2615","3110"
"210010","AFONSO CUNHA","MA","08/2018","2625","3160"
"210010","AFONSO CUNHA","MA","03/2018","2633","3134"
"210010","AFONSO CUNHA","MA","04/2018","2653","3159"
"210010","AFONSO CUNHA","MA","01/2018","2620","3108"
"210010","AFONSO CUNHA","MA","12/2018","2634","3165"
"210010","AFONSO CUNHA","MA","11/2018","2677","3216"
"210010","AFONSO CUNHA","MA","07/2018","2684","3208"
"210010","AFONSO CUNHA","MA","07/2017","2702","3195"
"210010","AFONSO CUNHA","MA","02/2017","2971","3408"
"210010","AFONSO CUNHA","MA","12/2017","2627","3111"
"210010","AFONSO CUNHA","MA","10/2017","2616","3111"
"210010","AFONSO CUNHA","MA","11/2017","2619","3114"
"210010","AFONSO CUNHA","MA","06/2017","2699","3185"
"210010","AFONSO CUNHA","MA","01/2017","3028","3453"
"210010","AFONSO CUNHA","MA","03/2017","2981","3427"
"210010","AFONSO CUNHA","MA","05/2017","2709","3192"
"210010","AFONSO CUNHA","MA","09/2017","2609","3110"
"210010","AFONSO CUNHA","MA","08/2017","2693","3200"
"210010","AFONSO CUNHA","MA","04/2017","2749","3220"
"210010","AFONSO CUNHA","MA","10/2016","3089","3496"
"210010","AFONSO CUNHA","MA","06/2016","2838","3213"
"210010","AFONSO CUNHA","MA","09/2016","3089","3497"
"210010","AFONSO CUNHA","MA","05/2016","2682","3069"
"210010","AFONSO CUNHA","MA","07/2016","3045","3429"
"210010","AFONSO CUNHA","MA","04/2016","2661","3042"
"210010","AFONSO CUNHA","MA","01/2016","2632","2989"
"210010","AFONSO CUNHA","MA","12/2016","3030","3454"
"210010","AFONSO CUNHA","MA","03/2016","2654","3028"
"210010","AFONSO CUNHA","MA","08/2016","3086","3468"
"210010","AFONSO CUNHA","MA","02/2016","2647","3018"
"210010","AFONSO CUNHA","MA","11/2016","3112","3520"
"210010","AFONSO CUNHA","MA","09/2015","2675","3026"
"210010","AFONSO CUNHA","MA","05/2015","2736","3122"
"210010","AFONSO CUNHA","MA","10/2015","2683","3019"
"210010","AFONSO CUNHA","MA","01/2015","2700","3097"
"210010","AFONSO CUNHA","MA","06/2015","2733","3111"
"210010","AFONSO CUNHA","MA","04/2015","2728","3119"
"210010","AFONSO CUNHA","MA","11/2015","2674","3021"
"210010","AFONSO CUNHA","MA","03/2015","2716","3119"
"210010","AFONSO CUNHA","MA","12/2015","2668","3016"
"210010","AFONSO CUNHA","MA","08/2015","2674","3022"
"210010","AFONSO CUNHA","MA","07/2015","2651","3009"
"210010","AFONSO CUNHA","MA","02/2015","2707","3107"
"210010","AFONSO CUNHA","MA","01/2014","2684","3102"
"210010","AFONSO CUNHA","MA","04/2014","2692","3118"
"210010","AFONSO CUNHA","MA","05/2014","2688","3126"
"210010","AFONSO CUNHA","MA","06/2014","2710","3137"
"210010","AFONSO CUNHA","MA","03/2014","2689","3100"
"210010","AFONSO CUNHA","MA","02/2014","2687","3104"
"210010","AFONSO CUNHA","MA","07/2014","2700","3119"
"210010","AFONSO CUNHA","MA","08/2014","2719","3143"
"210010","AFONSO CUNHA","MA","09/2014","2736","3160"
"210010","AFONSO CUNHA","MA","12/2014","2739","3148"
"210010","AFONSO CUNHA","MA","10/2014","2740","3161"
"210010","AFONSO CUNHA","MA","11/2014","2738","3156"
"210010","AFONSO CUNHA","MA","06/2013","2597","3000"
"210010","AFONSO CUNHA","MA","01/2013","2637","2984"
"210010","AFONSO CUNHA","MA","02/2013","2633","2981"
"210010","AFONSO CUNHA","MA","03/2013","2624","2951"
"210010","AFONSO CUNHA","MA","04/2013","2612","2965"
"210010","AFONSO CUNHA","MA","05/2013","2597","2991"
"210010","AFONSO CUNHA","MA","07/2013","2611","3019"
"210010","AFONSO CUNHA","MA","09/2013","2633","3046"
"210010","AFONSO CUNHA","MA","08/2013","2623","3038"
"210010","AFONSO CUNHA","MA","12/2013","2684","3102"
"210010","AFONSO CUNHA","MA","10/2013","2658","3084"
"210010","AFONSO CUNHA","MA","11/2013","2675","3098"
"210010","AFONSO CUNHA","MA","12/2012","2630","2972"
"210010","AFONSO CUNHA","MA","11/2012","2630","2966"
"210010","AFONSO CUNHA","MA","10/2012","2631","2955"
"210010","AFONSO CUNHA","MA","09/2012","2626","2962"
"210010","AFONSO CUNHA","MA","08/2012","2626","2953"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2019","4374","5538"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2012","4501","5603"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2012","4534","5631"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2012","4544","5651"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2012","4554","5675"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2012","4573","5698"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2013","4923","6000"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2013","4822","5905"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2013","4963","6026"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2013","4730","5856"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2013","4766","5872"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2013","4668","5807"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2013","4576","5746"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2013","4558","5723"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2013","4528","5689"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2013","4451","5634"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2013","4450","5647"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2013","4452","5653"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2014","4972","6020"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2014","4977","6021"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2014","4974","6015"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2014","4961","6011"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2014","4956","6010"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2014","4966","6007"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2014","4970","6005"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2014","4971","6005"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2014","4973","6023"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2014","4955","6011"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2014","4964","6009"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2014","4976","6029"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2015","4732","5658"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2015","4674","5693"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2015","4684","5724"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2015","4692","5743"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2015","4732","5797"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2015","4755","5685"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2015","4718","5781"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2015","4717","5774"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2015","4711","5631"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2015","4805","5733"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2015","4782","5764"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2015","4781","5700"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2016","4798","5926"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2016","4814","5950"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2016","4729","5807"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2016","4814","5941"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2016","4751","5888"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2016","4697","5769"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2016","4778","5876"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2016","4818","5944"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2016","4794","5904"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2016","4818","5954"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2016","4739","5840"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2016","4795","5894"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2017","4778","5943"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2017","4738","6010"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2017","4445","5677"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2017","4765","5969"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2017","4749","5889"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2017","4460","5689"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2017","4493","5719"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2017","4744","5878"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2017","4751","5895"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2017","4729","5990"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2017","4737","6009"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2017","4521","5738"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2018","4469","5716"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2018","4517","5773"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2018","4455","5701"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2018","4423","5652"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2018","4522","5754"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2018","4470","5707"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2018","4424","5651"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2018","4535","5791"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2018","4498","5721"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2018","4520","5753"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2018","4442","5695"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2018","4457","5707"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2019","4447","5651"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2019","4440","5659"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2019","4360","5522"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2019","4394","5558"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2019","4440","5644"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2019","4449","5668"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2019","4417","5583"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2019","4432","5635"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2019","4452","5659"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2019","4456","5675"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2019","4476","5677"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2020","4362","5512"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2020","4368","5526"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2020","4381","5551"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2020","4317","5472"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2020","4348","5500"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2020","4360","5500"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2020","4433","5587"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2020","4360","5508"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2020","4311","5464"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2020","4365","5512"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2020","4355","5507"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2020","4356","5512"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2021","4321","5517"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2021","4316","5522"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2021","4410","5617"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2021","4447","5660"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2021","4442","5661"
