"Código","Unidade Territorial","UF","Referência","Quantidade de pessoas do sexo masculino inscritas no Cadastro Único","Quantidade de pessoas do sexo feminino inscritas no Cadastro Único"
"210275","CAPINZAL DO NORTE","MA","06/2021","3915","4902"
"210275","CAPINZAL DO NORTE","MA","08/2021","3917","4923"
"210275","CAPINZAL DO NORTE","MA","10/2021","3921","4924"
"210275","CAPINZAL DO NORTE","MA","07/2021","3912","4901"
"210275","CAPINZAL DO NORTE","MA","11/2021","3938","4954"
"210275","CAPINZAL DO NORTE","MA","12/2021","3972","4973"
"210275","CAPINZAL DO NORTE","MA","01/2021","3864","4835"
"210275","CAPINZAL DO NORTE","MA","03/2021","3884","4869"
"210275","CAPINZAL DO NORTE","MA","04/2021","3889","4876"
"210275","CAPINZAL DO NORTE","MA","02/2021","3868","4853"
"210275","CAPINZAL DO NORTE","MA","05/2021","3899","4889"
"210275","CAPINZAL DO NORTE","MA","09/2021","3921","4919"
"210275","CAPINZAL DO NORTE","MA","07/2022","4001","5009"
"210275","CAPINZAL DO NORTE","MA","03/2022","4022","5019"
"210275","CAPINZAL DO NORTE","MA","08/2022","4002","5017"
"210275","CAPINZAL DO NORTE","MA","12/2022","4007","5029"
"210275","CAPINZAL DO NORTE","MA","11/2022","3991","5007"
"210275","CAPINZAL DO NORTE","MA","01/2022","3979","4971"
"210275","CAPINZAL DO NORTE","MA","02/2022","4010","5008"
"210275","CAPINZAL DO NORTE","MA","09/2022","4010","5025"
"210275","CAPINZAL DO NORTE","MA","04/2022","4001","5010"
"210275","CAPINZAL DO NORTE","MA","10/2022","4017","5021"
"210275","CAPINZAL DO NORTE","MA","05/2022","4009","5018"
"210275","CAPINZAL DO NORTE","MA","06/2022","4021","5016"
"210275","CAPINZAL DO NORTE","MA","03/2023","4027","5059"
"210275","CAPINZAL DO NORTE","MA","01/2023","4010","5029"
"210275","CAPINZAL DO NORTE","MA","05/2023","3981","5022"
"210275","CAPINZAL DO NORTE","MA","07/2023","4000","5039"
"210275","CAPINZAL DO NORTE","MA","08/2023","3992","5026"
"210275","CAPINZAL DO NORTE","MA","04/2023","3978","5010"
"210275","CAPINZAL DO NORTE","MA","09/2023","4005","5041"
"210275","CAPINZAL DO NORTE","MA","11/2023","4008","5046"
"210275","CAPINZAL DO NORTE","MA","02/2023","4030","5050"
"210275","CAPINZAL DO NORTE","MA","12/2023","4001","5039"
"210275","CAPINZAL DO NORTE","MA","06/2023","4001","5037"
"210275","CAPINZAL DO NORTE","MA","10/2023","4013","5047"
"210275","CAPINZAL DO NORTE","MA","04/2024","3767","4899"
"210275","CAPINZAL DO NORTE","MA","07/2024","3619","4674"
"210275","CAPINZAL DO NORTE","MA","08/2024","3638","4661"
"210275","CAPINZAL DO NORTE","MA","09/2024","3624","4651"
"210275","CAPINZAL DO NORTE","MA","01/2024","3815","4926"
"210275","CAPINZAL DO NORTE","MA","05/2024","3757","4896"
"210275","CAPINZAL DO NORTE","MA","10/2024","3636","4659"
"210275","CAPINZAL DO NORTE","MA","11/2024","3638","4662"
"210275","CAPINZAL DO NORTE","MA","12/2024","3674","4678"
"210275","CAPINZAL DO NORTE","MA","02/2024","3765","4907"
"210275","CAPINZAL DO NORTE","MA","03/2024","3770","4907"
"210275","CAPINZAL DO NORTE","MA","06/2024","3747","4871"
"210275","CAPINZAL DO NORTE","MA","05/2025","3612","4626"
"210275","CAPINZAL DO NORTE","MA","09/2025","3584","4581"
"210275","CAPINZAL DO NORTE","MA","12/2025","3521","4539"
"210275","CAPINZAL DO NORTE","MA","10/2025","3572","4573"
"210275","CAPINZAL DO NORTE","MA","06/2025","3608","4625"
"210275","CAPINZAL DO NORTE","MA","11/2025","3557","4555"
"210275","CAPINZAL DO NORTE","MA","07/2025","3604","4606"
"210275","CAPINZAL DO NORTE","MA","02/2025","3594","4569"
"210275","CAPINZAL DO NORTE","MA","01/2025","3623","4611"
"210275","CAPINZAL DO NORTE","MA","08/2025","3580","4567"
"210280","CAROLINA","MA","08/2012","7529","9170"
"210280","CAROLINA","MA","03/2025","6947","8615"
"210280","CAROLINA","MA","08/2025","6950","8705"
"210280","CAROLINA","MA","01/2025","6962","8614"
"210280","CAROLINA","MA","02/2025","6915","8575"
"210280","CAROLINA","MA","07/2025","7023","8759"
"210280","CAROLINA","MA","12/2025","7049","8783"
"210280","CAROLINA","MA","06/2025","7048","8774"
"210280","CAROLINA","MA","11/2025","7047","8758"
"210280","CAROLINA","MA","10/2025","7022","8729"
"210280","CAROLINA","MA","09/2025","6991","8733"
"210280","CAROLINA","MA","05/2025","7012","8732"
"210280","CAROLINA","MA","03/2024","7552","9019"
"210280","CAROLINA","MA","12/2024","7075","8714"
"210280","CAROLINA","MA","11/2024","7023","8637"
"210280","CAROLINA","MA","10/2024","7004","8598"
"210280","CAROLINA","MA","05/2024","7325","8878"
"210280","CAROLINA","MA","09/2024","6971","8559"
"210280","CAROLINA","MA","08/2024","7076","8680"
"210280","CAROLINA","MA","07/2024","7101","8702"
"210280","CAROLINA","MA","06/2024","7324","8927"
"210280","CAROLINA","MA","04/2024","7536","9006"
"210280","CAROLINA","MA","01/2024","7664","9169"
"210280","CAROLINA","MA","02/2024","7600","9103"
"210280","CAROLINA","MA","10/2023","7888","9315"
"210280","CAROLINA","MA","12/2023","7882","9299"
"210280","CAROLINA","MA","02/2023","7963","9360"
"210280","CAROLINA","MA","11/2023","7924","9337"
"210280","CAROLINA","MA","09/2023","7883","9304"
"210280","CAROLINA","MA","03/2023","7970","9373"
"210280","CAROLINA","MA","08/2023","7873","9297"
"210280","CAROLINA","MA","07/2023","7890","9312"
"210280","CAROLINA","MA","05/2023","7839","9249"
"210280","CAROLINA","MA","06/2023","7868","9279"
"210280","CAROLINA","MA","04/2023","7863","9274"
"210280","CAROLINA","MA","01/2023","7951","9318"
"210280","CAROLINA","MA","06/2022","7606","9076"
"210280","CAROLINA","MA","05/2022","7545","9051"
"210280","CAROLINA","MA","10/2022","7867","9231"
"210280","CAROLINA","MA","04/2022","7529","9043"
"210280","CAROLINA","MA","09/2022","7705","9173"
"210280","CAROLINA","MA","02/2022","7488","8998"
"210280","CAROLINA","MA","01/2022","7405","8898"
"210280","CAROLINA","MA","12/2022","7961","9322"
"210280","CAROLINA","MA","11/2022","7897","9261"
"210280","CAROLINA","MA","08/2022","7590","9095"
"210280","CAROLINA","MA","03/2022","7518","9041"
"210280","CAROLINA","MA","07/2022","7607","9091"
"210280","CAROLINA","MA","09/2021","7280","8769"
"210280","CAROLINA","MA","05/2021","7201","8665"
"210280","CAROLINA","MA","07/2021","7261","8734"
"210280","CAROLINA","MA","02/2021","7168","8585"
"210280","CAROLINA","MA","04/2021","7152","8590"
"210280","CAROLINA","MA","03/2021","7145","8576"
"210280","CAROLINA","MA","01/2021","7189","8585"
"210280","CAROLINA","MA","12/2021","7411","8907"
"210280","CAROLINA","MA","11/2021","7359","8845"
"210280","CAROLINA","MA","10/2021","7297","8789"
"210280","CAROLINA","MA","08/2021","7268","8741"
"210280","CAROLINA","MA","06/2021","7229","8696"
"210280","CAROLINA","MA","08/2020","7216","8550"
"210280","CAROLINA","MA","07/2020","7224","8558"
"210280","CAROLINA","MA","11/2020","7079","8434"
"210280","CAROLINA","MA","01/2020","7329","8703"
"210280","CAROLINA","MA","04/2020","7225","8568"
"210280","CAROLINA","MA","06/2020","7230","8562"
"210280","CAROLINA","MA","03/2020","7229","8568"
"210280","CAROLINA","MA","02/2020","7193","8542"
"210280","CAROLINA","MA","12/2020","7122","8500"
"210280","CAROLINA","MA","10/2020","7223","8590"
"210280","CAROLINA","MA","09/2020","7198","8554"
"210280","CAROLINA","MA","05/2020","7230","8562"
"210280","CAROLINA","MA","08/2019","7438","8799"
"210280","CAROLINA","MA","03/2019","7349","8718"
"210280","CAROLINA","MA","07/2019","7396","8767"
"210280","CAROLINA","MA","04/2019","7311","8669"
"210280","CAROLINA","MA","12/2019","7298","8679"
"210280","CAROLINA","MA","02/2019","7334","8696"
"210280","CAROLINA","MA","06/2019","7384","8745"
"210280","CAROLINA","MA","11/2019","7277","8639"
"210280","CAROLINA","MA","10/2019","7236","8578"
"210280","CAROLINA","MA","09/2019","7169","8525"
"210280","CAROLINA","MA","01/2019","7346","8714"
"210280","CAROLINA","MA","05/2019","7349","8704"
"210280","CAROLINA","MA","10/2018","7396","8782"
"210280","CAROLINA","MA","09/2018","7344","8722"
"210280","CAROLINA","MA","06/2018","7598","9003"
"210280","CAROLINA","MA","05/2018","7559","8991"
"210280","CAROLINA","MA","02/2018","7559","9026"
"210280","CAROLINA","MA","08/2018","7332","8708"
"210280","CAROLINA","MA","04/2018","7492","8926"
"210280","CAROLINA","MA","01/2018","7552","9019"
"210280","CAROLINA","MA","11/2018","7417","8812"
"210280","CAROLINA","MA","07/2018","7599","9029"
"210280","CAROLINA","MA","03/2018","7453","8907"
"210280","CAROLINA","MA","12/2018","7323","8691"
"210280","CAROLINA","MA","11/2017","7451","8959"
"210280","CAROLINA","MA","02/2017","7570","9154"
"210280","CAROLINA","MA","12/2017","7534","9009"
"210280","CAROLINA","MA","10/2017","7396","8922"
"210280","CAROLINA","MA","07/2017","7734","9252"
"210280","CAROLINA","MA","06/2017","7717","9260"
"210280","CAROLINA","MA","05/2017","7695","9242"
"210280","CAROLINA","MA","01/2017","7528","9123"
"210280","CAROLINA","MA","03/2017","7601","9179"
"210280","CAROLINA","MA","09/2017","7347","8884"
"210280","CAROLINA","MA","08/2017","7752","9304"
"210280","CAROLINA","MA","04/2017","7647","9199"
"210280","CAROLINA","MA","06/2016","7690","9184"
"210280","CAROLINA","MA","10/2016","7725","9265"
"210280","CAROLINA","MA","05/2016","7674","9166"
"210280","CAROLINA","MA","04/2016","7642","9154"
"210280","CAROLINA","MA","09/2016","7705","9247"
"210280","CAROLINA","MA","01/2016","7562","9042"
"210280","CAROLINA","MA","12/2016","7516","9086"
"210280","CAROLINA","MA","03/2016","7615","9119"
"210280","CAROLINA","MA","11/2016","7759","9325"
"210280","CAROLINA","MA","08/2016","7701","9222"
"210280","CAROLINA","MA","02/2016","7576","9069"
"210280","CAROLINA","MA","07/2016","7693","9185"
"210280","CAROLINA","MA","06/2015","7768","9232"
"210280","CAROLINA","MA","04/2015","7766","9230"
"210280","CAROLINA","MA","05/2015","7780","9246"
"210280","CAROLINA","MA","10/2015","7625","9089"
"210280","CAROLINA","MA","01/2015","7683","9148"
"210280","CAROLINA","MA","03/2015","7755","9222"
"210280","CAROLINA","MA","12/2015","7665","9136"
"210280","CAROLINA","MA","09/2015","7603","9081"
"210280","CAROLINA","MA","08/2015","7580","9047"
"210280","CAROLINA","MA","07/2015","7569","9022"
"210280","CAROLINA","MA","02/2015","7722","9187"
"210280","CAROLINA","MA","11/2015","7639","9111"
"210280","CAROLINA","MA","01/2014","7947","9593"
"210280","CAROLINA","MA","04/2014","7958","9606"
"210280","CAROLINA","MA","05/2014","7979","9627"
"210280","CAROLINA","MA","06/2014","8018","9646"
"210280","CAROLINA","MA","03/2014","7959","9611"
"210280","CAROLINA","MA","02/2014","7961","9619"
"210280","CAROLINA","MA","07/2014","8029","9681"
"210280","CAROLINA","MA","08/2014","8072","9717"
"210280","CAROLINA","MA","09/2014","8110","9760"
"210280","CAROLINA","MA","12/2014","8244","9889"
"210280","CAROLINA","MA","10/2014","8155","9816"
"210280","CAROLINA","MA","11/2014","8195","9847"
"210280","CAROLINA","MA","01/2013","7632","9302"
"210280","CAROLINA","MA","02/2013","7650","9314"
"210280","CAROLINA","MA","03/2013","7667","9332"
"210280","CAROLINA","MA","04/2013","7740","9391"
"210280","CAROLINA","MA","05/2013","7751","9421"
"210280","CAROLINA","MA","06/2013","7825","9471"
"210280","CAROLINA","MA","07/2013","7833","9504"
"210280","CAROLINA","MA","09/2013","7869","9507"
"210280","CAROLINA","MA","08/2013","7846","9499"
"210280","CAROLINA","MA","12/2013","7923","9565"
"210280","CAROLINA","MA","10/2013","7896","9550"
"210280","CAROLINA","MA","11/2013","7903","9554"
"210280","CAROLINA","MA","12/2012","7605","9262"
"210280","CAROLINA","MA","11/2012","7597","9258"
"210280","CAROLINA","MA","10/2012","7594","9259"
"210280","CAROLINA","MA","09/2012","7545","9188"
"210290","CARUTAPERA","MA","07/2024","9776","11026"
"210290","CARUTAPERA","MA","09/2012","8427","9760"
"210290","CARUTAPERA","MA","10/2012","8458","9791"
"210290","CARUTAPERA","MA","11/2012","8533","9856"
"210290","CARUTAPERA","MA","12/2012","8556","9897"
"210290","CARUTAPERA","MA","11/2013","8720","10047"
"210290","CARUTAPERA","MA","10/2013","8708","10026"
"210290","CARUTAPERA","MA","12/2013","8698","10010"
"210290","CARUTAPERA","MA","08/2013","8678","10016"
"210290","CARUTAPERA","MA","09/2013","8681","10012"
"210290","CARUTAPERA","MA","07/2013","8677","10013"
"210290","CARUTAPERA","MA","06/2013","8684","10026"
"210290","CARUTAPERA","MA","05/2013","8672","10003"
"210290","CARUTAPERA","MA","04/2013","8659","9965"
"210290","CARUTAPERA","MA","03/2013","8643","9963"
"210290","CARUTAPERA","MA","02/2013","8635","9979"
"210290","CARUTAPERA","MA","01/2013","8590","9940"
"210290","CARUTAPERA","MA","11/2014","8868","10171"
"210290","CARUTAPERA","MA","10/2014","8860","10162"
"210290","CARUTAPERA","MA","12/2014","8853","10169"
"210290","CARUTAPERA","MA","09/2014","8807","10114"
"210290","CARUTAPERA","MA","08/2014","8783","10083"
"210290","CARUTAPERA","MA","07/2014","8753","10058"
"210290","CARUTAPERA","MA","02/2014","8681","10017"
"210290","CARUTAPERA","MA","03/2014","8679","10025"
"210290","CARUTAPERA","MA","06/2014","8730","10044"
"210290","CARUTAPERA","MA","05/2014","8702","10032"
"210290","CARUTAPERA","MA","04/2014","8685","10024"
"210290","CARUTAPERA","MA","01/2014","8687","10009"
"210290","CARUTAPERA","MA","11/2015","8732","9898"
"210290","CARUTAPERA","MA","07/2015","8387","9596"
"210290","CARUTAPERA","MA","02/2015","8577","9833"
"210290","CARUTAPERA","MA","12/2015","8746","9911"
"210290","CARUTAPERA","MA","01/2015","8565","9829"
"210290","CARUTAPERA","MA","10/2015","8721","9896"
"210290","CARUTAPERA","MA","04/2015","8618","9841"
"210290","CARUTAPERA","MA","08/2015","8622","9790"
"210290","CARUTAPERA","MA","05/2015","8646","9864"
"210290","CARUTAPERA","MA","09/2015","8689","9866"
"210290","CARUTAPERA","MA","06/2015","8644","9863"
"210290","CARUTAPERA","MA","03/2015","8607","9838"
"210290","CARUTAPERA","MA","11/2016","8879","10167"
"210290","CARUTAPERA","MA","02/2016","8598","9791"
"210290","CARUTAPERA","MA","04/2016","8713","9934"
"210290","CARUTAPERA","MA","08/2016","8764","10025"
"210290","CARUTAPERA","MA","05/2016","8777","9994"
"210290","CARUTAPERA","MA","03/2016","8644","9856"
"210290","CARUTAPERA","MA","09/2016","8828","10109"
"210290","CARUTAPERA","MA","07/2016","8743","9982"
"210290","CARUTAPERA","MA","06/2016","8749","9979"
"210290","CARUTAPERA","MA","12/2016","8515","9766"
"210290","CARUTAPERA","MA","10/2016","8849","10144"
"210290","CARUTAPERA","MA","01/2016","8600","9788"
"210290","CARUTAPERA","MA","04/2017","8718","10004"
"210290","CARUTAPERA","MA","08/2017","8792","10099"
"210290","CARUTAPERA","MA","09/2017","8483","9819"
"210290","CARUTAPERA","MA","11/2017","8694","10063"
"210290","CARUTAPERA","MA","05/2017","8761","10050"
"210290","CARUTAPERA","MA","02/2017","8548","9790"
"210290","CARUTAPERA","MA","01/2017","8512","9764"
"210290","CARUTAPERA","MA","10/2017","8592","9951"
"210290","CARUTAPERA","MA","03/2017","8680","9962"
"210290","CARUTAPERA","MA","06/2017","8762","10059"
"210290","CARUTAPERA","MA","07/2017","8769","10075"
"210290","CARUTAPERA","MA","12/2017","8763","10155"
"210290","CARUTAPERA","MA","05/2018","8975","10315"
"210290","CARUTAPERA","MA","03/2018","8820","10196"
"210290","CARUTAPERA","MA","06/2018","8989","10332"
"210290","CARUTAPERA","MA","11/2018","8999","10403"
"210290","CARUTAPERA","MA","07/2018","9031","10370"
"210290","CARUTAPERA","MA","10/2018","8895","10313"
"210290","CARUTAPERA","MA","01/2018","8859","10229"
"210290","CARUTAPERA","MA","08/2018","8790","10136"
"210290","CARUTAPERA","MA","02/2018","8896","10256"
"210290","CARUTAPERA","MA","12/2018","8881","10259"
"210290","CARUTAPERA","MA","04/2018","8929","10281"
"210290","CARUTAPERA","MA","09/2018","8812","10184"
"210290","CARUTAPERA","MA","01/2019","8936","10317"
"210290","CARUTAPERA","MA","05/2019","9080","10429"
"210290","CARUTAPERA","MA","11/2019","9109","10479"
"210290","CARUTAPERA","MA","07/2019","9091","10484"
"210290","CARUTAPERA","MA","09/2019","9031","10374"
"210290","CARUTAPERA","MA","10/2019","9085","10457"
"210290","CARUTAPERA","MA","02/2019","8974","10354"
"210290","CARUTAPERA","MA","06/2019","9163","10505"
"210290","CARUTAPERA","MA","12/2019","9140","10497"
"210290","CARUTAPERA","MA","03/2019","8998","10388"
"210290","CARUTAPERA","MA","08/2019","9123","10518"
"210290","CARUTAPERA","MA","04/2019","9024","10404"
"210290","CARUTAPERA","MA","05/2020","9066","10370"
"210290","CARUTAPERA","MA","09/2020","9040","10373"
"210290","CARUTAPERA","MA","12/2020","8935","10301"
"210290","CARUTAPERA","MA","02/2020","9019","10333"
"210290","CARUTAPERA","MA","10/2020","9016","10385"
"210290","CARUTAPERA","MA","06/2020","9062","10373"
"210290","CARUTAPERA","MA","11/2020","8915","10268"
"210290","CARUTAPERA","MA","04/2020","9066","10376"
"210290","CARUTAPERA","MA","01/2020","9199","10531"
"210290","CARUTAPERA","MA","07/2020","9057","10373"
"210290","CARUTAPERA","MA","03/2020","9071","10389"
"210290","CARUTAPERA","MA","08/2020","9053","10383"
"210290","CARUTAPERA","MA","04/2021","9030","10398"
"210290","CARUTAPERA","MA","05/2021","9020","10407"
"210290","CARUTAPERA","MA","08/2021","9076","10488"
"210290","CARUTAPERA","MA","06/2021","9022","10413"
"210290","CARUTAPERA","MA","10/2021","9157","10534"
"210290","CARUTAPERA","MA","07/2021","9042","10440"
"210290","CARUTAPERA","MA","11/2021","9288","10667"
"210290","CARUTAPERA","MA","12/2021","9365","10704"
"210290","CARUTAPERA","MA","02/2021","8933","10293"
"210290","CARUTAPERA","MA","09/2021","9119","10507"
"210290","CARUTAPERA","MA","01/2021","8935","10300"
"210290","CARUTAPERA","MA","03/2021","8989","10326"
"210290","CARUTAPERA","MA","04/2022","9785","10868"
"210290","CARUTAPERA","MA","07/2022","9901","11022"
"210290","CARUTAPERA","MA","05/2022","9824","10912"
"210290","CARUTAPERA","MA","06/2022","9847","10954"
"210290","CARUTAPERA","MA","08/2022","10041","11128"
"210290","CARUTAPERA","MA","11/2022","10245","11249"
"210290","CARUTAPERA","MA","09/2022","10180","11224"
"210290","CARUTAPERA","MA","12/2022","10232","11268"
"210290","CARUTAPERA","MA","10/2022","10267","11255"
"210290","CARUTAPERA","MA","01/2022","9444","10768"
"210290","CARUTAPERA","MA","02/2022","9662","10848"
"210290","CARUTAPERA","MA","03/2022","9684","10862"
"210290","CARUTAPERA","MA","03/2023","10287","11357"
"210290","CARUTAPERA","MA","04/2023","10213","11259"
"210290","CARUTAPERA","MA","06/2023","10247","11282"
"210290","CARUTAPERA","MA","01/2023","10251","11303"
"210290","CARUTAPERA","MA","07/2023","10279","11308"
"210290","CARUTAPERA","MA","08/2023","10276","11321"
"210290","CARUTAPERA","MA","09/2023","10315","11352"
"210290","CARUTAPERA","MA","10/2023","10311","11371"
"210290","CARUTAPERA","MA","11/2023","10315","11363"
"210290","CARUTAPERA","MA","12/2023","10336","11363"
"210290","CARUTAPERA","MA","02/2023","10263","11321"
"210290","CARUTAPERA","MA","05/2023","10234","11259"
"210290","CARUTAPERA","MA","11/2024","9808","11003"
"210290","CARUTAPERA","MA","12/2024","9837","11026"
"210290","CARUTAPERA","MA","03/2024","10006","11223"
"210290","CARUTAPERA","MA","08/2024","9816","11049"
"210290","CARUTAPERA","MA","05/2024","9947","11191"
"210290","CARUTAPERA","MA","10/2024","9783","11012"
"210290","CARUTAPERA","MA","06/2024","9927","11160"
"210290","CARUTAPERA","MA","01/2024","10023","11244"
"210290","CARUTAPERA","MA","02/2024","9987","11225"
"210290","CARUTAPERA","MA","04/2024","9959","11211"
"210290","CARUTAPERA","MA","09/2024","9762","10979"
"210290","CARUTAPERA","MA","05/2025","9724","10907"
"210290","CARUTAPERA","MA","09/2025","9519","10722"
"210290","CARUTAPERA","MA","12/2025","9467","10653"
"210290","CARUTAPERA","MA","10/2025","9492","10704"
"210290","CARUTAPERA","MA","11/2025","9503","10713"
"210290","CARUTAPERA","MA","06/2025","9727","10912"
"210290","CARUTAPERA","MA","07/2025","9622","10820"
"210290","CARUTAPERA","MA","02/2025","9717","10902"
"210290","CARUTAPERA","MA","01/2025","9736","10937"
"210290","CARUTAPERA","MA","03/2025","9707","10904"
"210290","CARUTAPERA","MA","08/2025","9534","10754"
"210290","CARUTAPERA","MA","08/2012","8395","9724"
"210300","CAXIAS","MA","12/2012","48263","60582"
"210300","CAXIAS","MA","10/2012","48153","60244"
"210300","CAXIAS","MA","11/2013","48839","62573"
"210300","CAXIAS","MA","10/2013","48676","62201"
"210300","CAXIAS","MA","12/2013","48573","62492"
"210300","CAXIAS","MA","08/2013","48545","61652"
"210300","CAXIAS","MA","09/2013","48575","61871"
"210300","CAXIAS","MA","07/2013","48715","61721"
"210300","CAXIAS","MA","06/2013","48688","61571"
"210300","CAXIAS","MA","05/2013","48357","61105"
"210300","CAXIAS","MA","04/2013","48311","60906"
"210300","CAXIAS","MA","03/2013","48293","60708"
"210300","CAXIAS","MA","02/2013","48482","60953"
"210300","CAXIAS","MA","01/2013","48331","60726"
"210300","CAXIAS","MA","11/2014","49159","64489"
"210300","CAXIAS","MA","10/2014","49114","64354"
"210300","CAXIAS","MA","12/2014","49213","64531"
"210300","CAXIAS","MA","09/2014","49075","64222"
"210300","CAXIAS","MA","08/2014","49104","64157"
"210300","CAXIAS","MA","07/2014","49019","64025"
"210300","CAXIAS","MA","02/2014","48540","62707"
"210300","CAXIAS","MA","03/2014","48903","63357"
"210300","CAXIAS","MA","06/2014","48952","63814"
"210300","CAXIAS","MA","05/2014","48847","63452"
"210300","CAXIAS","MA","04/2014","48889","63422"
"210300","CAXIAS","MA","01/2014","48612","62618"
"210300","CAXIAS","MA","11/2015","44421","60369"
"210300","CAXIAS","MA","07/2015","44214","59560"
"210300","CAXIAS","MA","03/2015","45253","60425"
"210300","CAXIAS","MA","08/2015","44212","59745"
"210300","CAXIAS","MA","09/2015","44285","60012"
"210300","CAXIAS","MA","12/2015","44551","60701"
"210300","CAXIAS","MA","02/2015","45056","60097"
"210300","CAXIAS","MA","10/2015","44334","60167"
"210300","CAXIAS","MA","05/2015","45384","60744"
"210300","CAXIAS","MA","06/2015","45425","60916"
"210300","CAXIAS","MA","01/2015","44762","59715"
"210300","CAXIAS","MA","04/2015","45327","60651"
"210300","CAXIAS","MA","07/2016","44348","61365"
"210300","CAXIAS","MA","11/2016","44562","61780"
"210300","CAXIAS","MA","02/2016","43890","60230"
"210300","CAXIAS","MA","08/2016","44404","61467"
"210300","CAXIAS","MA","03/2016","44043","60483"
"210300","CAXIAS","MA","12/2016","42128","58873"
"210300","CAXIAS","MA","01/2016","43747","59990"
"210300","CAXIAS","MA","09/2016","44463","61631"
"210300","CAXIAS","MA","04/2016","44123","60695"
"210300","CAXIAS","MA","05/2016","44272","60992"
"210300","CAXIAS","MA","06/2016","44310","61223"
"210300","CAXIAS","MA","10/2016","44500","61706"
"210300","CAXIAS","MA","04/2017","42611","59553"
"210300","CAXIAS","MA","08/2017","43009","60226"
"210300","CAXIAS","MA","03/2017","42379","59225"
"210300","CAXIAS","MA","09/2017","39664","56017"
"210300","CAXIAS","MA","05/2017","42776","59814"
"210300","CAXIAS","MA","01/2017","42073","58779"
"210300","CAXIAS","MA","10/2017","39795","56178"
"210300","CAXIAS","MA","07/2017","42872","59980"
"210300","CAXIAS","MA","02/2017","42258","59018"
"210300","CAXIAS","MA","06/2017","42765","59845"
"210300","CAXIAS","MA","11/2017","39986","56444"
"210300","CAXIAS","MA","12/2017","40262","56797"
"210300","CAXIAS","MA","07/2018","40073","56403"
"210300","CAXIAS","MA","11/2018","38426","54172"
"210300","CAXIAS","MA","04/2018","39442","55547"
"210300","CAXIAS","MA","08/2018","37769","53633"
"210300","CAXIAS","MA","12/2018","37686","52953"
"210300","CAXIAS","MA","01/2018","40614","57209"
"210300","CAXIAS","MA","05/2018","39713","55904"
"210300","CAXIAS","MA","02/2018","40724","57363"
"210300","CAXIAS","MA","06/2018","39959","56212"
"210300","CAXIAS","MA","03/2018","39304","55375"
"210300","CAXIAS","MA","09/2018","37962","53785"
"210300","CAXIAS","MA","10/2018","38335","54089"
"210300","CAXIAS","MA","12/2019","38061","52591"
"210300","CAXIAS","MA","01/2019","37988","53254"
"210300","CAXIAS","MA","09/2019","37169","51643"
"210300","CAXIAS","MA","10/2019","37498","51914"
"210300","CAXIAS","MA","07/2019","38689","53667"
"210300","CAXIAS","MA","11/2019","37780","52266"
"210300","CAXIAS","MA","06/2019","38467","53472"
"210300","CAXIAS","MA","05/2019","38261","53199"
"210300","CAXIAS","MA","03/2019","38579","53916"
"210300","CAXIAS","MA","04/2019","37997","52908"
"210300","CAXIAS","MA","02/2019","38349","53651"
"210300","CAXIAS","MA","08/2019","38928","53949"
"210300","CAXIAS","MA","04/2020","38002","52069"
"210300","CAXIAS","MA","05/2020","37989","52034"
"210300","CAXIAS","MA","09/2020","38096","52145"
"210300","CAXIAS","MA","10/2020","38162","52187"
"210300","CAXIAS","MA","02/2020","37679","51695"
"210300","CAXIAS","MA","12/2020","36954","50512"
"210300","CAXIAS","MA","01/2020","38431","52930"
"210300","CAXIAS","MA","06/2020","37986","52034"
"210300","CAXIAS","MA","11/2020","36852","50396"
"210300","CAXIAS","MA","07/2020","38001","52043"
"210300","CAXIAS","MA","03/2020","37951","52007"
"210300","CAXIAS","MA","08/2020","38035","52063"
"210300","CAXIAS","MA","06/2021","37485","51180"
"210300","CAXIAS","MA","07/2021","37577","51280"
"210300","CAXIAS","MA","08/2021","37641","51399"
"210300","CAXIAS","MA","11/2021","38174","52073"
"210300","CAXIAS","MA","09/2021","37803","51678"
"210300","CAXIAS","MA","12/2021","38371","52334"
"210300","CAXIAS","MA","01/2021","37098","50631"
"210300","CAXIAS","MA","03/2021","37339","50925"
"210300","CAXIAS","MA","04/2021","37389","51041"
"210300","CAXIAS","MA","02/2021","37266","50811"
"210300","CAXIAS","MA","05/2021","37435","51080"
"210300","CAXIAS","MA","10/2021","37995","51896"
"210300","CAXIAS","MA","04/2022","39371","53637"
"210300","CAXIAS","MA","07/2022","40049","54515"
"210300","CAXIAS","MA","03/2022","39134","53331"
"210300","CAXIAS","MA","08/2022","40172","54701"
"210300","CAXIAS","MA","06/2022","39734","54125"
"210300","CAXIAS","MA","11/2022","40972","55702"
"210300","CAXIAS","MA","12/2022","41285","56096"
"210300","CAXIAS","MA","10/2022","40840","55507"
"210300","CAXIAS","MA","01/2022","38620","52649"
"210300","CAXIAS","MA","09/2022","40477","55127"
"210300","CAXIAS","MA","05/2022","39579","53890"
"210300","CAXIAS","MA","02/2022","39022","53171"
"210300","CAXIAS","MA","01/2023","41350","56136"
"210300","CAXIAS","MA","06/2023","40842","55107"
"210300","CAXIAS","MA","05/2023","40621","54889"
"210300","CAXIAS","MA","07/2023","40990","55218"
"210300","CAXIAS","MA","08/2023","41127","55316"
"210300","CAXIAS","MA","04/2023","40557","54798"
"210300","CAXIAS","MA","09/2023","41392","55598"
