"Código","Unidade Territorial","UF","Referência","Quantidade total de famílias inscritas no Cadastro Único"
"210005","AÇAILÂNDIA","MA","08/2012","18788"
"210005","AÇAILÂNDIA","MA","09/2012","19305"
"210005","AÇAILÂNDIA","MA","10/2012","19620"
"210005","AÇAILÂNDIA","MA","11/2012","19667"
"210005","AÇAILÂNDIA","MA","12/2012","19782"
"210005","AÇAILÂNDIA","MA","11/2013","21411"
"210005","AÇAILÂNDIA","MA","10/2013","21209"
"210005","AÇAILÂNDIA","MA","12/2013","21496"
"210005","AÇAILÂNDIA","MA","08/2013","20522"
"210005","AÇAILÂNDIA","MA","09/2013","20836"
"210005","AÇAILÂNDIA","MA","07/2013","20308"
"210005","AÇAILÂNDIA","MA","06/2013","20165"
"210005","AÇAILÂNDIA","MA","05/2013","20125"
"210005","AÇAILÂNDIA","MA","04/2013","20018"
"210005","AÇAILÂNDIA","MA","03/2013","19918"
"210005","AÇAILÂNDIA","MA","02/2013","19915"
"210005","AÇAILÂNDIA","MA","01/2013","19843"
"210005","AÇAILÂNDIA","MA","11/2014","23356"
"210005","AÇAILÂNDIA","MA","10/2014","22978"
"210005","AÇAILÂNDIA","MA","12/2014","23510"
"210005","AÇAILÂNDIA","MA","09/2014","22507"
"210005","AÇAILÂNDIA","MA","08/2014","22102"
"210005","AÇAILÂNDIA","MA","07/2014","21975"
"210005","AÇAILÂNDIA","MA","02/2014","21572"
"210005","AÇAILÂNDIA","MA","03/2014","21682"
"210005","AÇAILÂNDIA","MA","06/2014","21904"
"210005","AÇAILÂNDIA","MA","05/2014","21851"
"210005","AÇAILÂNDIA","MA","04/2014","21762"
"210005","AÇAILÂNDIA","MA","01/2014","21538"
"210005","AÇAILÂNDIA","MA","11/2015","21740"
"210005","AÇAILÂNDIA","MA","07/2015","21464"
"210005","AÇAILÂNDIA","MA","08/2015","21558"
"210005","AÇAILÂNDIA","MA","09/2015","21619"
"210005","AÇAILÂNDIA","MA","02/2015","21980"
"210005","AÇAILÂNDIA","MA","03/2015","22078"
"210005","AÇAILÂNDIA","MA","10/2015","21681"
"210005","AÇAILÂNDIA","MA","01/2015","21831"
"210005","AÇAILÂNDIA","MA","04/2015","22150"
"210005","AÇAILÂNDIA","MA","12/2015","21816"
"210005","AÇAILÂNDIA","MA","05/2015","22234"
"210005","AÇAILÂNDIA","MA","06/2015","22284"
"210005","AÇAILÂNDIA","MA","11/2016","22176"
"210005","AÇAILÂNDIA","MA","08/2016","21867"
"210005","AÇAILÂNDIA","MA","12/2016","20930"
"210005","AÇAILÂNDIA","MA","01/2016","21198"
"210005","AÇAILÂNDIA","MA","04/2016","21562"
"210005","AÇAILÂNDIA","MA","09/2016","22005"
"210005","AÇAILÂNDIA","MA","07/2016","21776"
"210005","AÇAILÂNDIA","MA","05/2016","21612"
"210005","AÇAILÂNDIA","MA","06/2016","21659"
"210005","AÇAILÂNDIA","MA","10/2016","22097"
"210005","AÇAILÂNDIA","MA","02/2016","21280"
"210005","AÇAILÂNDIA","MA","03/2016","21416"
"210005","AÇAILÂNDIA","MA","04/2017","21249"
"210005","AÇAILÂNDIA","MA","09/2017","19578"
"210005","AÇAILÂNDIA","MA","05/2017","21391"
"210005","AÇAILÂNDIA","MA","01/2017","20976"
"210005","AÇAILÂNDIA","MA","06/2017","21482"
"210005","AÇAILÂNDIA","MA","11/2017","19865"
"210005","AÇAILÂNDIA","MA","10/2017","19751"
"210005","AÇAILÂNDIA","MA","08/2017","21774"
"210005","AÇAILÂNDIA","MA","12/2017","20054"
"210005","AÇAILÂNDIA","MA","02/2017","21080"
"210005","AÇAILÂNDIA","MA","03/2017","21181"
"210005","AÇAILÂNDIA","MA","07/2017","21588"
"210005","AÇAILÂNDIA","MA","03/2018","19510"
"210005","AÇAILÂNDIA","MA","07/2018","20026"
"210005","AÇAILÂNDIA","MA","01/2018","20156"
"210005","AÇAILÂNDIA","MA","04/2018","19682"
"210005","AÇAILÂNDIA","MA","08/2018","19015"
"210005","AÇAILÂNDIA","MA","02/2018","20334"
"210005","AÇAILÂNDIA","MA","11/2018","19624"
"210005","AÇAILÂNDIA","MA","12/2018","18950"
"210005","AÇAILÂNDIA","MA","05/2018","19734"
"210005","AÇAILÂNDIA","MA","06/2018","19868"
"210005","AÇAILÂNDIA","MA","09/2018","19245"
"210005","AÇAILÂNDIA","MA","10/2018","19482"
"210005","AÇAILÂNDIA","MA","05/2019","19324"
"210005","AÇAILÂNDIA","MA","01/2019","19113"
"210005","AÇAILÂNDIA","MA","09/2019","18753"
"210005","AÇAILÂNDIA","MA","03/2025","24536"
"210005","AÇAILÂNDIA","MA","10/2019","18955"
"210005","AÇAILÂNDIA","MA","11/2019","19071"
"210005","AÇAILÂNDIA","MA","06/2019","19486"
"210005","AÇAILÂNDIA","MA","02/2019","19326"
"210005","AÇAILÂNDIA","MA","12/2019","19212"
"210005","AÇAILÂNDIA","MA","07/2019","19648"
"210005","AÇAILÂNDIA","MA","03/2019","19442"
"210005","AÇAILÂNDIA","MA","08/2019","19816"
"210005","AÇAILÂNDIA","MA","04/2019","19103"
"210005","AÇAILÂNDIA","MA","10/2020","19032"
"210005","AÇAILÂNDIA","MA","12/2020","18505"
"210005","AÇAILÂNDIA","MA","02/2020","18383"
"210005","AÇAILÂNDIA","MA","03/2020","18562"
"210005","AÇAILÂNDIA","MA","01/2020","19221"
"210005","AÇAILÂNDIA","MA","06/2020","18711"
"210005","AÇAILÂNDIA","MA","05/2020","18666"
"210005","AÇAILÂNDIA","MA","09/2020","18856"
"210005","AÇAILÂNDIA","MA","11/2020","18274"
"210005","AÇAILÂNDIA","MA","04/2020","18613"
"210005","AÇAILÂNDIA","MA","07/2020","18783"
"210005","AÇAILÂNDIA","MA","08/2020","18836"
"210005","AÇAILÂNDIA","MA","06/2021","19250"
"210005","AÇAILÂNDIA","MA","07/2021","19329"
"210005","AÇAILÂNDIA","MA","08/2021","19450"
"210005","AÇAILÂNDIA","MA","11/2021","19981"
"210005","AÇAILÂNDIA","MA","12/2021","20193"
"210005","AÇAILÂNDIA","MA","03/2021","18922"
"210005","AÇAILÂNDIA","MA","04/2021","19092"
"210005","AÇAILÂNDIA","MA","02/2021","18771"
"210005","AÇAILÂNDIA","MA","01/2021","18563"
"210005","AÇAILÂNDIA","MA","09/2021","19576"
"210005","AÇAILÂNDIA","MA","10/2021","19704"
"210005","AÇAILÂNDIA","MA","05/2021","19185"
"210005","AÇAILÂNDIA","MA","07/2022","21916"
"210005","AÇAILÂNDIA","MA","03/2022","20685"
"210005","AÇAILÂNDIA","MA","08/2022","22206"
"210005","AÇAILÂNDIA","MA","11/2022","22982"
"210005","AÇAILÂNDIA","MA","12/2022","23272"
"210005","AÇAILÂNDIA","MA","01/2022","20235"
"210005","AÇAILÂNDIA","MA","02/2022","20517"
"210005","AÇAILÂNDIA","MA","09/2022","22512"
"210005","AÇAILÂNDIA","MA","04/2022","20943"
"210005","AÇAILÂNDIA","MA","10/2022","22762"
"210005","AÇAILÂNDIA","MA","05/2022","21280"
"210005","AÇAILÂNDIA","MA","06/2022","21561"
"210005","AÇAILÂNDIA","MA","03/2023","23863"
"210005","AÇAILÂNDIA","MA","04/2023","23555"
"210005","AÇAILÂNDIA","MA","06/2023","23787"
"210005","AÇAILÂNDIA","MA","01/2023","23271"
"210005","AÇAILÂNDIA","MA","05/2023","23593"
"210005","AÇAILÂNDIA","MA","08/2023","24337"
"210005","AÇAILÂNDIA","MA","02/2023","23630"
"210005","AÇAILÂNDIA","MA","09/2023","24662"
"210005","AÇAILÂNDIA","MA","10/2023","24781"
"210005","AÇAILÂNDIA","MA","11/2023","24920"
"210005","AÇAILÂNDIA","MA","12/2023","25086"
"210005","AÇAILÂNDIA","MA","07/2023","24036"
"210005","AÇAILÂNDIA","MA","02/2024","24395"
"210005","AÇAILÂNDIA","MA","03/2024","25097"
"210005","AÇAILÂNDIA","MA","04/2024","25338"
"210005","AÇAILÂNDIA","MA","06/2024","25584"
"210005","AÇAILÂNDIA","MA","07/2024","24671"
"210005","AÇAILÂNDIA","MA","08/2024","24919"
"210005","AÇAILÂNDIA","MA","09/2024","24470"
"210005","AÇAILÂNDIA","MA","01/2024","24344"
"210005","AÇAILÂNDIA","MA","05/2024","25394"
"210005","AÇAILÂNDIA","MA","10/2024","24637"
"210005","AÇAILÂNDIA","MA","11/2024","24808"
"210005","AÇAILÂNDIA","MA","12/2024","25090"
"210005","AÇAILÂNDIA","MA","09/2025","24888"
"210005","AÇAILÂNDIA","MA","12/2025","25014"
"210005","AÇAILÂNDIA","MA","05/2025","24874"
"210005","AÇAILÂNDIA","MA","10/2025","24954"
"210005","AÇAILÂNDIA","MA","11/2025","25052"
"210005","AÇAILÂNDIA","MA","06/2025","25028"
"210005","AÇAILÂNDIA","MA","08/2025","24766"
"210005","AÇAILÂNDIA","MA","07/2025","25131"
"210005","AÇAILÂNDIA","MA","02/2025","24460"
"210005","AÇAILÂNDIA","MA","01/2025","24616"
"210010","AFONSO CUNHA","MA","08/2025","2488"
"210010","AFONSO CUNHA","MA","01/2025","2525"
"210010","AFONSO CUNHA","MA","02/2025","2507"
"210010","AFONSO CUNHA","MA","07/2025","2500"
"210010","AFONSO CUNHA","MA","05/2025","2527"
"210010","AFONSO CUNHA","MA","06/2025","2527"
"210010","AFONSO CUNHA","MA","11/2025","2496"
"210010","AFONSO CUNHA","MA","10/2025","2489"
"210010","AFONSO CUNHA","MA","12/2025","2532"
"210010","AFONSO CUNHA","MA","09/2025","2492"
"210010","AFONSO CUNHA","MA","02/2024","2570"
"210010","AFONSO CUNHA","MA","12/2024","2534"
"210010","AFONSO CUNHA","MA","11/2024","2516"
"210010","AFONSO CUNHA","MA","10/2024","2514"
"210010","AFONSO CUNHA","MA","05/2024","2579"
"210010","AFONSO CUNHA","MA","09/2024","2507"
"210010","AFONSO CUNHA","MA","08/2024","2550"
"210010","AFONSO CUNHA","MA","07/2024","2533"
"210010","AFONSO CUNHA","MA","06/2024","2581"
"210010","AFONSO CUNHA","MA","04/2024","2583"
"210010","AFONSO CUNHA","MA","01/2024","2577"
"210010","AFONSO CUNHA","MA","03/2024","2578"
"210010","AFONSO CUNHA","MA","05/2023","2641"
"210010","AFONSO CUNHA","MA","12/2023","2734"
"210010","AFONSO CUNHA","MA","11/2023","2702"
"210010","AFONSO CUNHA","MA","10/2023","2685"
"210010","AFONSO CUNHA","MA","09/2023","2684"
"210010","AFONSO CUNHA","MA","04/2023","2643"
"210010","AFONSO CUNHA","MA","08/2023","2674"
"210010","AFONSO CUNHA","MA","07/2023","2662"
"210010","AFONSO CUNHA","MA","01/2023","2655"
"210010","AFONSO CUNHA","MA","06/2023","2648"
"210010","AFONSO CUNHA","MA","03/2023","2678"
"210010","AFONSO CUNHA","MA","02/2023","2663"
"210010","AFONSO CUNHA","MA","06/2022","2240"
"210010","AFONSO CUNHA","MA","05/2022","2216"
"210010","AFONSO CUNHA","MA","10/2022","2601"
"210010","AFONSO CUNHA","MA","04/2022","2185"
"210010","AFONSO CUNHA","MA","09/2022","2471"
"210010","AFONSO CUNHA","MA","02/2022","2103"
"210010","AFONSO CUNHA","MA","03/2025","2508"
"210010","AFONSO CUNHA","MA","01/2022","2015"
"210010","AFONSO CUNHA","MA","12/2022","2643"
"210010","AFONSO CUNHA","MA","11/2022","2630"
"210010","AFONSO CUNHA","MA","08/2022","2371"
"210010","AFONSO CUNHA","MA","03/2022","2147"
"210010","AFONSO CUNHA","MA","07/2022","2277"
"210010","AFONSO CUNHA","MA","09/2021","1958"
"210010","AFONSO CUNHA","MA","05/2021","1949"
"210010","AFONSO CUNHA","MA","10/2021","1959"
"210010","AFONSO CUNHA","MA","02/2021","1928"
"210010","AFONSO CUNHA","MA","04/2021","1938"
"210010","AFONSO CUNHA","MA","03/2021","1931"
"210010","AFONSO CUNHA","MA","01/2021","1922"
"210010","AFONSO CUNHA","MA","12/2021","2011"
"210010","AFONSO CUNHA","MA","11/2021","1993"
"210010","AFONSO CUNHA","MA","08/2021","1958"
"210010","AFONSO CUNHA","MA","07/2021","1957"
"210010","AFONSO CUNHA","MA","06/2021","1953"
"210010","AFONSO CUNHA","MA","08/2020","1921"
"210010","AFONSO CUNHA","MA","07/2020","1921"
"210010","AFONSO CUNHA","MA","04/2020","1924"
"210010","AFONSO CUNHA","MA","11/2020","1908"
"210010","AFONSO CUNHA","MA","06/2020","1923"
"210010","AFONSO CUNHA","MA","01/2020","1957"
"210010","AFONSO CUNHA","MA","03/2020","1922"
"210010","AFONSO CUNHA","MA","02/2020","1915"
"210010","AFONSO CUNHA","MA","12/2020","1912"
"210010","AFONSO CUNHA","MA","10/2020","1947"
"210010","AFONSO CUNHA","MA","09/2020","1937"
"210010","AFONSO CUNHA","MA","05/2020","1923"
"210010","AFONSO CUNHA","MA","08/2019","1953"
"210010","AFONSO CUNHA","MA","07/2019","1934"
"210010","AFONSO CUNHA","MA","04/2019","1878"
"210010","AFONSO CUNHA","MA","03/2019","1869"
"210010","AFONSO CUNHA","MA","12/2019","1948"
"210010","AFONSO CUNHA","MA","02/2019","1847"
"210010","AFONSO CUNHA","MA","06/2019","1920"
"210010","AFONSO CUNHA","MA","11/2019","1943"
"210010","AFONSO CUNHA","MA","10/2019","1930"
"210010","AFONSO CUNHA","MA","09/2019","1920"
"210010","AFONSO CUNHA","MA","01/2019","1835"
"210010","AFONSO CUNHA","MA","05/2019","1893"
"210010","AFONSO CUNHA","MA","10/2018","1790"
"210010","AFONSO CUNHA","MA","09/2018","1774"
"210010","AFONSO CUNHA","MA","06/2018","1787"
"210010","AFONSO CUNHA","MA","05/2018","1763"
"210010","AFONSO CUNHA","MA","02/2018","1691"
"210010","AFONSO CUNHA","MA","08/2018","1754"
"210010","AFONSO CUNHA","MA","03/2018","1715"
"210010","AFONSO CUNHA","MA","04/2018","1744"
"210010","AFONSO CUNHA","MA","01/2018","1691"
"210010","AFONSO CUNHA","MA","12/2018","1811"
"210010","AFONSO CUNHA","MA","11/2018","1816"
"210010","AFONSO CUNHA","MA","07/2018","1801"
"210010","AFONSO CUNHA","MA","07/2017","1717"
"210010","AFONSO CUNHA","MA","02/2017","1723"
"210010","AFONSO CUNHA","MA","12/2017","1685"
"210010","AFONSO CUNHA","MA","10/2017","1665"
"210010","AFONSO CUNHA","MA","11/2017","1670"
"210010","AFONSO CUNHA","MA","06/2017","1711"
"210010","AFONSO CUNHA","MA","01/2017","1726"
"210010","AFONSO CUNHA","MA","03/2017","1744"
"210010","AFONSO CUNHA","MA","05/2017","1702"
"210010","AFONSO CUNHA","MA","09/2017","1657"
"210010","AFONSO CUNHA","MA","08/2017","1729"
"210010","AFONSO CUNHA","MA","04/2017","1705"
"210010","AFONSO CUNHA","MA","10/2016","1780"
"210010","AFONSO CUNHA","MA","06/2016","1658"
"210010","AFONSO CUNHA","MA","09/2016","1779"
"210010","AFONSO CUNHA","MA","05/2016","1605"
"210010","AFONSO CUNHA","MA","07/2016","1727"
"210010","AFONSO CUNHA","MA","04/2016","1591"
"210010","AFONSO CUNHA","MA","01/2016","1532"
"210010","AFONSO CUNHA","MA","12/2016","1727"
"210010","AFONSO CUNHA","MA","03/2016","1579"
"210010","AFONSO CUNHA","MA","08/2016","1752"
"210010","AFONSO CUNHA","MA","02/2016","1563"
"210010","AFONSO CUNHA","MA","11/2016","1787"
"210010","AFONSO CUNHA","MA","09/2015","1572"
"210010","AFONSO CUNHA","MA","05/2015","1638"
"210010","AFONSO CUNHA","MA","10/2015","1574"
"210010","AFONSO CUNHA","MA","01/2015","1619"
"210010","AFONSO CUNHA","MA","06/2015","1638"
"210010","AFONSO CUNHA","MA","04/2015","1637"
"210010","AFONSO CUNHA","MA","11/2015","1573"
"210010","AFONSO CUNHA","MA","03/2015","1632"
"210010","AFONSO CUNHA","MA","12/2015","1571"
"210010","AFONSO CUNHA","MA","08/2015","1565"
"210010","AFONSO CUNHA","MA","07/2015","1553"
"210010","AFONSO CUNHA","MA","02/2015","1627"
"210010","AFONSO CUNHA","MA","01/2014","1623"
"210010","AFONSO CUNHA","MA","04/2014","1626"
"210010","AFONSO CUNHA","MA","05/2014","1631"
"210010","AFONSO CUNHA","MA","06/2014","1638"
"210010","AFONSO CUNHA","MA","03/2014","1618"
"210010","AFONSO CUNHA","MA","02/2014","1622"
"210010","AFONSO CUNHA","MA","07/2014","1630"
"210010","AFONSO CUNHA","MA","08/2014","1651"
"210010","AFONSO CUNHA","MA","09/2014","1663"
"210010","AFONSO CUNHA","MA","12/2014","1661"
"210010","AFONSO CUNHA","MA","10/2014","1664"
"210010","AFONSO CUNHA","MA","11/2014","1664"
"210010","AFONSO CUNHA","MA","06/2013","1576"
"210010","AFONSO CUNHA","MA","01/2013","1547"
"210010","AFONSO CUNHA","MA","02/2013","1546"
"210010","AFONSO CUNHA","MA","03/2013","1537"
"210010","AFONSO CUNHA","MA","04/2013","1554"
"210010","AFONSO CUNHA","MA","05/2013","1570"
"210010","AFONSO CUNHA","MA","07/2013","1588"
"210010","AFONSO CUNHA","MA","09/2013","1596"
"210010","AFONSO CUNHA","MA","08/2013","1595"
"210010","AFONSO CUNHA","MA","12/2013","1623"
"210010","AFONSO CUNHA","MA","10/2013","1616"
"210010","AFONSO CUNHA","MA","11/2013","1620"
"210010","AFONSO CUNHA","MA","12/2012","1537"
"210010","AFONSO CUNHA","MA","11/2012","1529"
"210010","AFONSO CUNHA","MA","10/2012","1522"
"210010","AFONSO CUNHA","MA","09/2012","1520"
"210010","AFONSO CUNHA","MA","08/2012","1513"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2019","3292"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2012","3171"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2012","3192"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2012","3210"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2012","3224"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2012","3231"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2013","3472"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2013","3427"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2013","3497"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2013","3392"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2013","3406"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2013","3365"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2013","3324"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2013","3296"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2013","3269"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2013","3209"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2013","3207"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2013","3209"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2014","3550"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2014","3554"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2014","3549"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2014","3546"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2014","3542"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2014","3540"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2014","3501"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2014","3511"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2014","3538"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2014","3523"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2014","3521"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2014","3506"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2015","3227"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2015","3266"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2015","3281"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2015","3293"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2015","3318"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2015","3252"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2015","3302"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2015","3303"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2015","3212"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2015","3296"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2015","3324"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2015","3269"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2016","3418"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2016","3445"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2016","3297"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2016","3435"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2016","3388"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2016","3269"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2016","3371"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2016","3442"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2016","3405"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2016","3447"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2016","3334"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2016","3386"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2017","3441"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2017","3507"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2017","3204"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2017","3463"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2017","3390"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2017","3222"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2017","3247"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2017","3385"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2017","3394"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2017","3476"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2017","3498"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2017","3276"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2018","3299"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2018","3388"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2018","3376"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2018","3346"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2018","3301"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2018","3303"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2018","3294"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2018","3346"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2018","3328"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2018","3358"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2018","3338"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2018","3361"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2019","3350"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2019","3356"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2019","3271"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2019","3325"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2019","3355"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2019","3364"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2019","3348"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2019","3337"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2019","3361"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2019","3373"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2019","3387"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2020","3299"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2020","3317"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2020","3335"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2020","3270"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2020","3278"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2020","3284"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2020","3354"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2020","3300"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2020","3257"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2020","3298"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2020","3298"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2020","3303"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2021","3337"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2021","3342"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2021","3426"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2021","3473"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2021","3495"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2021","3507"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2021","3278"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2021","3315"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2021","3328"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2021","3292"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2021","3336"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2021","3458"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2022","3608"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2022","3584"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2022","3607"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2022","3699"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2022","3727"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2022","3516"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2022","3566"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2022","3620"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2022","3592"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2022","3681"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2022","3597"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2022","3598"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2023","3743"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2023","3722"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2023","3763"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2023","3736"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2023","3840"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2023","3867"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2023","3879"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2023","3788"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2023","3889"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2023","3795"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2023","3808"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2023","3871"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2024","3788"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2024","3796"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2024","3831"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2024","3747"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2024","3729"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2024","3783"
