"Código","Unidade Territorial","UF","Referência","Quantidade de famílias do Cadastro Único em situação de trabalho infantil","Quantidade de pessoas do Cadastro Único em situação de trabalho infantil"
"210020","ALCÂNTARA","MA","05/2019","0",""
"210020","ALCÂNTARA","MA","01/2019","0",""
"210020","ALCÂNTARA","MA","09/2019","0",""
"210020","ALCÂNTARA","MA","10/2019","1","1"
"210020","ALCÂNTARA","MA","11/2019","1","1"
"210020","ALCÂNTARA","MA","06/2019","0",""
"210020","ALCÂNTARA","MA","02/2019","0",""
"210020","ALCÂNTARA","MA","12/2019","1","1"
"210020","ALCÂNTARA","MA","03/2019","0",""
"210020","ALCÂNTARA","MA","04/2019","0",""
"210020","ALCÂNTARA","MA","07/2019","0",""
"210020","ALCÂNTARA","MA","08/2019","0",""
"210020","ALCÂNTARA","MA","05/2020","0",""
"210020","ALCÂNTARA","MA","09/2020","1","1"
"210020","ALCÂNTARA","MA","10/2020","1","1"
"210020","ALCÂNTARA","MA","12/2020","2","2"
"210020","ALCÂNTARA","MA","02/2020","0",""
"210020","ALCÂNTARA","MA","03/2020","0",""
"210020","ALCÂNTARA","MA","06/2020","0",""
"210020","ALCÂNTARA","MA","01/2020","1","1"
"210020","ALCÂNTARA","MA","11/2020","2","2"
"210020","ALCÂNTARA","MA","04/2020","0",""
"210020","ALCÂNTARA","MA","07/2020","1","1"
"210020","ALCÂNTARA","MA","08/2020","1","1"
"210020","ALCÂNTARA","MA","06/2021","2","2"
"210020","ALCÂNTARA","MA","07/2021","2","2"
"210020","ALCÂNTARA","MA","08/2021","3","3"
"210020","ALCÂNTARA","MA","12/2021","0",""
"210020","ALCÂNTARA","MA","01/2021","2","2"
"210020","ALCÂNTARA","MA","04/2021","2","2"
"210020","ALCÂNTARA","MA","02/2021","2","2"
"210020","ALCÂNTARA","MA","03/2021","2","2"
"210020","ALCÂNTARA","MA","10/2021","3","3"
"210020","ALCÂNTARA","MA","11/2021","3","3"
"210020","ALCÂNTARA","MA","05/2021","2","2"
"210020","ALCÂNTARA","MA","09/2021","3","3"
"210020","ALCÂNTARA","MA","07/2022","1","1"
"210020","ALCÂNTARA","MA","03/2022","0",""
"210020","ALCÂNTARA","MA","08/2022","1","1"
"210020","ALCÂNTARA","MA","11/2022","1","1"
"210020","ALCÂNTARA","MA","12/2022","1","1"
"210020","ALCÂNTARA","MA","01/2022","0",""
"210020","ALCÂNTARA","MA","02/2022","0",""
"210020","ALCÂNTARA","MA","09/2022","1","1"
"210020","ALCÂNTARA","MA","04/2022","0",""
"210020","ALCÂNTARA","MA","10/2022","1","1"
"210020","ALCÂNTARA","MA","05/2022","1","1"
"210020","ALCÂNTARA","MA","06/2022","1","1"
"210020","ALCÂNTARA","MA","03/2023","0",""
"210020","ALCÂNTARA","MA","04/2023","0",""
"210020","ALCÂNTARA","MA","01/2023","1","1"
"210020","ALCÂNTARA","MA","05/2023","0",""
"210020","ALCÂNTARA","MA","02/2023","0",""
"210020","ALCÂNTARA","MA","12/2012","237","332"
"210020","ALCÂNTARA","MA","11/2013","120","175"
"210020","ALCÂNTARA","MA","10/2013","133","193"
"210020","ALCÂNTARA","MA","12/2013","113","163"
"210020","ALCÂNTARA","MA","08/2013","149","214"
"210020","ALCÂNTARA","MA","09/2013","137","197"
"210020","ALCÂNTARA","MA","06/2013","169","240"
"210020","ALCÂNTARA","MA","07/2013","159","226"
"210020","ALCÂNTARA","MA","05/2013","188","264"
"210020","ALCÂNTARA","MA","04/2013","197","276"
"210020","ALCÂNTARA","MA","03/2013","209","294"
"210020","ALCÂNTARA","MA","02/2013","225","317"
"210020","ALCÂNTARA","MA","01/2013","229","321"
"210020","ALCÂNTARA","MA","11/2014","43","62"
"210020","ALCÂNTARA","MA","10/2014","45","64"
"210020","ALCÂNTARA","MA","12/2014","43","62"
"210020","ALCÂNTARA","MA","09/2014","46","65"
"210020","ALCÂNTARA","MA","08/2014","51","70"
"210020","ALCÂNTARA","MA","07/2014","56","77"
"210020","ALCÂNTARA","MA","02/2014","83","115"
"210020","ALCÂNTARA","MA","03/2014","71","99"
"210020","ALCÂNTARA","MA","06/2014","56","79"
"210020","ALCÂNTARA","MA","05/2014","60","84"
"210020","ALCÂNTARA","MA","04/2014","63","88"
"210020","ALCÂNTARA","MA","01/2014","100","142"
"210020","ALCÂNTARA","MA","11/2015","16","21"
"210020","ALCÂNTARA","MA","02/2015","36","50"
"210020","ALCÂNTARA","MA","09/2015","22","29"
"210020","ALCÂNTARA","MA","12/2015","11","13"
"210020","ALCÂNTARA","MA","03/2015","34","48"
"210020","ALCÂNTARA","MA","10/2015","20","27"
"210020","ALCÂNTARA","MA","01/2015","38","54"
"210020","ALCÂNTARA","MA","07/2015","26","34"
"210020","ALCÂNTARA","MA","04/2015","34","48"
"210020","ALCÂNTARA","MA","06/2015","32","46"
"210020","ALCÂNTARA","MA","05/2015","33","47"
"210020","ALCÂNTARA","MA","08/2015","24","31"
"210020","ALCÂNTARA","MA","08/2016","8","8"
"210020","ALCÂNTARA","MA","07/2016","9","9"
"210020","ALCÂNTARA","MA","11/2016","7","7"
"210020","ALCÂNTARA","MA","02/2016","10","10"
"210020","ALCÂNTARA","MA","03/2016","9","9"
"210020","ALCÂNTARA","MA","12/2016","5","5"
"210020","ALCÂNTARA","MA","01/2016","11","12"
"210020","ALCÂNTARA","MA","02/2025","1","1"
"210020","ALCÂNTARA","MA","01/2025","1","1"
"210020","ALCÂNTARA","MA","12/2024","1","1"
"210020","ALCÂNTARA","MA","11/2024","1","1"
"210020","ALCÂNTARA","MA","10/2024","1","1"
"210020","ALCÂNTARA","MA","05/2024","1","1"
"210030","ALDEIAS ALTAS","MA","04/2022","1","1"
"210030","ALDEIAS ALTAS","MA","10/2022","1","1"
"210030","ALDEIAS ALTAS","MA","05/2022","1","1"
"210030","ALDEIAS ALTAS","MA","04/2014","235","373"
"210030","ALDEIAS ALTAS","MA","05/2014","235","369"
"210030","ALDEIAS ALTAS","MA","06/2014","230","363"
"210030","ALDEIAS ALTAS","MA","03/2014","237","377"
"210030","ALDEIAS ALTAS","MA","02/2014","239","378"
"210030","ALDEIAS ALTAS","MA","07/2014","227","355"
"210030","ALDEIAS ALTAS","MA","08/2014","223","349"
"210030","ALDEIAS ALTAS","MA","09/2014","219","341"
"210030","ALDEIAS ALTAS","MA","12/2014","202","318"
"210030","ALDEIAS ALTAS","MA","10/2014","213","333"
"210030","ALDEIAS ALTAS","MA","11/2014","204","320"
"210030","ALDEIAS ALTAS","MA","01/2013","251","424"
"210030","ALDEIAS ALTAS","MA","02/2013","250","415"
"210030","ALDEIAS ALTAS","MA","03/2013","249","413"
"210030","ALDEIAS ALTAS","MA","04/2013","243","401"
"210030","ALDEIAS ALTAS","MA","05/2013","243","401"
"210030","ALDEIAS ALTAS","MA","06/2013","239","397"
"210030","ALDEIAS ALTAS","MA","07/2013","240","395"
"210030","ALDEIAS ALTAS","MA","09/2013","256","415"
"210030","ALDEIAS ALTAS","MA","08/2013","242","392"
"210030","ALDEIAS ALTAS","MA","12/2013","249","394"
"210030","ALDEIAS ALTAS","MA","10/2013","257","413"
"210030","ALDEIAS ALTAS","MA","11/2013","254","405"
"210030","ALDEIAS ALTAS","MA","12/2012","252","433"
"210030","ALDEIAS ALTAS","MA","10/2023","1","1"
"210030","ALDEIAS ALTAS","MA","09/2017","96","122"
"210030","ALDEIAS ALTAS","MA","04/2017","109","142"
"210030","ALDEIAS ALTAS","MA","10/2016","125","169"
"210030","ALDEIAS ALTAS","MA","06/2016","139","192"
"210030","ALDEIAS ALTAS","MA","04/2016","145","201"
"210030","ALDEIAS ALTAS","MA","05/2016","142","197"
"210030","ALDEIAS ALTAS","MA","09/2016","129","175"
"210030","ALDEIAS ALTAS","MA","01/2016","157","223"
"210030","ALDEIAS ALTAS","MA","12/2016","121","163"
"210030","ALDEIAS ALTAS","MA","03/2016","150","209"
"210030","ALDEIAS ALTAS","MA","08/2016","132","182"
"210030","ALDEIAS ALTAS","MA","02/2016","155","218"
"210030","ALDEIAS ALTAS","MA","11/2016","123","165"
"210030","ALDEIAS ALTAS","MA","07/2016","135","186"
"210030","ALDEIAS ALTAS","MA","12/2015","161","229"
"210030","ALDEIAS ALTAS","MA","06/2015","183","279"
"210030","ALDEIAS ALTAS","MA","05/2015","185","286"
"210030","ALDEIAS ALTAS","MA","01/2015","198","310"
"210030","ALDEIAS ALTAS","MA","04/2015","187","289"
"210030","ALDEIAS ALTAS","MA","10/2015","168","246"
"210030","ALDEIAS ALTAS","MA","03/2015","190","298"
"210030","ALDEIAS ALTAS","MA","09/2015","174","259"
"210030","ALDEIAS ALTAS","MA","08/2015","177","265"
"210030","ALDEIAS ALTAS","MA","07/2015","180","273"
"210030","ALDEIAS ALTAS","MA","02/2015","194","305"
"210030","ALDEIAS ALTAS","MA","11/2015","165","238"
"210030","ALDEIAS ALTAS","MA","01/2014","243","383"
"210030","ALDEIAS ALTAS","MA","08/2021","0",""
"210030","ALDEIAS ALTAS","MA","10/2021","0",""
"210030","ALDEIAS ALTAS","MA","11/2021","0",""
"210030","ALDEIAS ALTAS","MA","12/2021","0",""
"210030","ALDEIAS ALTAS","MA","01/2021","0",""
"210030","ALDEIAS ALTAS","MA","03/2021","0",""
"210030","ALDEIAS ALTAS","MA","04/2021","0",""
"210030","ALDEIAS ALTAS","MA","02/2021","0",""
"210030","ALDEIAS ALTAS","MA","05/2021","0",""
"210030","ALDEIAS ALTAS","MA","09/2021","0",""
"210030","ALDEIAS ALTAS","MA","09/2022","0",""
"210030","ALDEIAS ALTAS","MA","07/2022","1","1"
"210030","ALDEIAS ALTAS","MA","03/2022","1","1"
"210030","ALDEIAS ALTAS","MA","08/2022","0",""
"210030","ALDEIAS ALTAS","MA","11/2022","1","1"
"210030","ALDEIAS ALTAS","MA","12/2022","1","1"
"210030","ALDEIAS ALTAS","MA","01/2022","0",""
"210030","ALDEIAS ALTAS","MA","02/2022","1","1"
"210030","ALDEIAS ALTAS","MA","07/2021","0",""
"210030","ALDEIAS ALTAS","MA","06/2021","0",""
"210030","ALDEIAS ALTAS","MA","08/2020","0",""
"210030","ALDEIAS ALTAS","MA","07/2020","0",""
"210030","ALDEIAS ALTAS","MA","04/2020","1","1"
"210030","ALDEIAS ALTAS","MA","11/2020","0",""
"210030","ALDEIAS ALTAS","MA","01/2020","2","2"
"210030","ALDEIAS ALTAS","MA","02/2020","1","1"
"210030","ALDEIAS ALTAS","MA","06/2020","1","1"
"210030","ALDEIAS ALTAS","MA","03/2020","1","1"
"210030","ALDEIAS ALTAS","MA","12/2020","0",""
"210030","ALDEIAS ALTAS","MA","10/2020","0",""
"210030","ALDEIAS ALTAS","MA","09/2020","0",""
"210030","ALDEIAS ALTAS","MA","05/2020","1","1"
"210030","ALDEIAS ALTAS","MA","08/2019","3","3"
"210030","ALDEIAS ALTAS","MA","07/2019","4","4"
"210030","ALDEIAS ALTAS","MA","04/2019","4","4"
"210030","ALDEIAS ALTAS","MA","03/2019","5","5"
"210030","ALDEIAS ALTAS","MA","12/2019","2","2"
"210030","ALDEIAS ALTAS","MA","02/2019","5","5"
"210030","ALDEIAS ALTAS","MA","06/2019","4","4"
"210030","ALDEIAS ALTAS","MA","11/2019","2","2"
"210030","ALDEIAS ALTAS","MA","06/2022","1","1"
"210030","ALDEIAS ALTAS","MA","10/2019","2","2"
"210030","ALDEIAS ALTAS","MA","09/2019","2","2"
"210030","ALDEIAS ALTAS","MA","01/2019","5","5"
"210030","ALDEIAS ALTAS","MA","05/2019","4","4"
"210030","ALDEIAS ALTAS","MA","10/2018","22","26"
"210030","ALDEIAS ALTAS","MA","09/2018","31","36"
"210030","ALDEIAS ALTAS","MA","06/2018","36","41"
"210030","ALDEIAS ALTAS","MA","05/2018","39","45"
"210030","ALDEIAS ALTAS","MA","12/2018","5","5"
"210030","ALDEIAS ALTAS","MA","02/2018","47","56"
"210030","ALDEIAS ALTAS","MA","08/2018","34","39"
"210030","ALDEIAS ALTAS","MA","03/2018","46","55"
"210030","ALDEIAS ALTAS","MA","04/2018","44","51"
"210030","ALDEIAS ALTAS","MA","01/2018","47","58"
"210030","ALDEIAS ALTAS","MA","11/2018","18","20"
"210030","ALDEIAS ALTAS","MA","07/2018","36","41"
"210030","ALDEIAS ALTAS","MA","12/2017","48","59"
"210030","ALDEIAS ALTAS","MA","07/2017","105","134"
"210030","ALDEIAS ALTAS","MA","03/2017","111","147"
"210030","ALDEIAS ALTAS","MA","08/2017","102","130"
"210030","ALDEIAS ALTAS","MA","11/2017","52","63"
"210030","ALDEIAS ALTAS","MA","06/2017","107","136"
"210030","ALDEIAS ALTAS","MA","05/2017","111","142"
"210030","ALDEIAS ALTAS","MA","10/2017","92","113"
"210030","ALDEIAS ALTAS","MA","01/2017","115","156"
"210030","ALDEIAS ALTAS","MA","02/2017","114","152"
"210030","ALDEIAS ALTAS","MA","01/2023","1","1"
"210030","ALDEIAS ALTAS","MA","03/2023","1","1"
"210030","ALDEIAS ALTAS","MA","04/2023","1","1"
"210030","ALDEIAS ALTAS","MA","06/2023","1","1"
"210030","ALDEIAS ALTAS","MA","05/2023","1","1"
"210030","ALDEIAS ALTAS","MA","07/2023","1","1"
"210030","ALDEIAS ALTAS","MA","08/2023","2","2"
"210030","ALDEIAS ALTAS","MA","09/2023","1","1"
"210030","ALDEIAS ALTAS","MA","02/2023","1","1"
"210040","ALTAMIRA DO MARANHÃO","MA","06/2015","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","02/2023","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2023","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2023","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","01/2023","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","03/2023","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","06/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","10/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","09/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","02/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","01/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","11/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","12/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","08/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","03/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","07/2022","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","09/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","02/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","03/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","01/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","12/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","11/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","10/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","08/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","07/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","06/2021","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","08/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","07/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","11/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","01/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","06/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","03/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","02/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","12/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","10/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","09/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2020","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","08/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","03/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","02/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","07/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","12/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","06/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","11/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","10/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","09/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","01/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2019","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","10/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","09/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","06/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","02/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","08/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","01/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","11/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","12/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","07/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","03/2018","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","12/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","07/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","06/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","02/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","11/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","10/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","01/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","09/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","08/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2017","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","06/2016","1","1"
"210040","ALTAMIRA DO MARANHÃO","MA","10/2016","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","05/2016","1","1"
"210040","ALTAMIRA DO MARANHÃO","MA","09/2016","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","04/2016","1","1"
"210040","ALTAMIRA DO MARANHÃO","MA","01/2016","2","3"
"210040","ALTAMIRA DO MARANHÃO","MA","12/2016","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","03/2016","1","1"
"210040","ALTAMIRA DO MARANHÃO","MA","08/2016","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","02/2016","2","3"
"210040","ALTAMIRA DO MARANHÃO","MA","11/2016","0",""
"210040","ALTAMIRA DO MARANHÃO","MA","07/2016","1","1"
"210040","ALTAMIRA DO MARANHÃO","MA","08/2015","3","4"
"210040","ALTAMIRA DO MARANHÃO","MA","04/2015","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","09/2015","2","3"
"210040","ALTAMIRA DO MARANHÃO","MA","05/2015","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","12/2015","2","3"
"210040","ALTAMIRA DO MARANHÃO","MA","01/2015","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","10/2015","2","3"
"210040","ALTAMIRA DO MARANHÃO","MA","03/2015","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","07/2015","3","4"
"210040","ALTAMIRA DO MARANHÃO","MA","02/2015","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","11/2015","2","3"
"210040","ALTAMIRA DO MARANHÃO","MA","08/2014","12","14"
"210040","ALTAMIRA DO MARANHÃO","MA","01/2014","19","23"
"210040","ALTAMIRA DO MARANHÃO","MA","04/2014","16","19"
"210040","ALTAMIRA DO MARANHÃO","MA","11/2014","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","05/2014","14","17"
"210040","ALTAMIRA DO MARANHÃO","MA","06/2014","13","15"
"210040","ALTAMIRA DO MARANHÃO","MA","03/2014","18","21"
"210040","ALTAMIRA DO MARANHÃO","MA","02/2014","18","22"
"210040","ALTAMIRA DO MARANHÃO","MA","07/2014","12","14"
"210040","ALTAMIRA DO MARANHÃO","MA","09/2014","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","12/2014","6","7"
"210040","ALTAMIRA DO MARANHÃO","MA","10/2014","7","8"
"210040","ALTAMIRA DO MARANHÃO","MA","01/2013","38","45"
"210040","ALTAMIRA DO MARANHÃO","MA","02/2013","37","44"
"210040","ALTAMIRA DO MARANHÃO","MA","03/2013","37","44"
"210040","ALTAMIRA DO MARANHÃO","MA","04/2013","36","44"
"210040","ALTAMIRA DO MARANHÃO","MA","08/2013","30","36"
"210040","ALTAMIRA DO MARANHÃO","MA","05/2013","37","45"
"210040","ALTAMIRA DO MARANHÃO","MA","06/2013","36","44"
"210040","ALTAMIRA DO MARANHÃO","MA","07/2013","33","41"
"210040","ALTAMIRA DO MARANHÃO","MA","09/2013","29","34"
"210040","ALTAMIRA DO MARANHÃO","MA","12/2013","20","24"
"210040","ALTAMIRA DO MARANHÃO","MA","10/2013","29","34"
"210040","ALTAMIRA DO MARANHÃO","MA","11/2013","29","34"
"210040","ALTAMIRA DO MARANHÃO","MA","12/2012","40","47"
"210043","ALTO ALEGRE DO MARANHÃO","MA","05/2024","1","1"
"210043","ALTO ALEGRE DO MARANHÃO","MA","06/2024","1","1"
"210043","ALTO ALEGRE DO MARANHÃO","MA","04/2024","1","1"
"210043","ALTO ALEGRE DO MARANHÃO","MA","02/2023","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","05/2023","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","04/2023","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","03/2023","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","01/2023","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","06/2022","3","3"
"210043","ALTO ALEGRE DO MARANHÃO","MA","05/2022","4","4"
"210043","ALTO ALEGRE DO MARANHÃO","MA","10/2022","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","04/2022","4","4"
"210043","ALTO ALEGRE DO MARANHÃO","MA","09/2022","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","02/2022","4","4"
"210043","ALTO ALEGRE DO MARANHÃO","MA","01/2022","4","4"
"210043","ALTO ALEGRE DO MARANHÃO","MA","12/2022","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","11/2022","0",""
"210043","ALTO ALEGRE DO MARANHÃO","MA","08/2022","2","2"
"210043","ALTO ALEGRE DO MARANHÃO","MA","03/2022","4","4"
"210043","ALTO ALEGRE DO MARANHÃO","MA","07/2022","2","2"
"210043","ALTO ALEGRE DO MARANHÃO","MA","09/2021","8","8"
"210043","ALTO ALEGRE DO MARANHÃO","MA","05/2021","12","12"
"210043","ALTO ALEGRE DO MARANHÃO","MA","02/2021","17","17"
"210043","ALTO ALEGRE DO MARANHÃO","MA","04/2021","12","12"
"210043","ALTO ALEGRE DO MARANHÃO","MA","03/2021","13","13"
"210043","ALTO ALEGRE DO MARANHÃO","MA","01/2021","17","17"
"210043","ALTO ALEGRE DO MARANHÃO","MA","12/2021","4","4"
"210043","ALTO ALEGRE DO MARANHÃO","MA","11/2021","4","4"
"210043","ALTO ALEGRE DO MARANHÃO","MA","10/2021","7","7"
"210043","ALTO ALEGRE DO MARANHÃO","MA","08/2021","10","10"
"210043","ALTO ALEGRE DO MARANHÃO","MA","07/2021","10","10"
"210043","ALTO ALEGRE DO MARANHÃO","MA","06/2021","11","11"
"210043","ALTO ALEGRE DO MARANHÃO","MA","08/2020","18","19"
"210043","ALTO ALEGRE DO MARANHÃO","MA","07/2020","20","21"
"210043","ALTO ALEGRE DO MARANHÃO","MA","04/2020","21","22"
"210043","ALTO ALEGRE DO MARANHÃO","MA","11/2020","17","18"
"210043","ALTO ALEGRE DO MARANHÃO","MA","01/2020","24","26"
"210043","ALTO ALEGRE DO MARANHÃO","MA","06/2020","20","21"
"210043","ALTO ALEGRE DO MARANHÃO","MA","03/2020","21","22"
"210043","ALTO ALEGRE DO MARANHÃO","MA","02/2020","22","23"
"210043","ALTO ALEGRE DO MARANHÃO","MA","12/2020","17","18"
"210043","ALTO ALEGRE DO MARANHÃO","MA","10/2020","17","18"
"210043","ALTO ALEGRE DO MARANHÃO","MA","09/2020","18","19"
"210043","ALTO ALEGRE DO MARANHÃO","MA","05/2020","20","21"
"210043","ALTO ALEGRE DO MARANHÃO","MA","08/2019","29","33"
"210043","ALTO ALEGRE DO MARANHÃO","MA","03/2019","32","36"
"210043","ALTO ALEGRE DO MARANHÃO","MA","07/2019","30","34"
"210043","ALTO ALEGRE DO MARANHÃO","MA","04/2019","30","34"
"210043","ALTO ALEGRE DO MARANHÃO","MA","12/2019","26","28"
"210043","ALTO ALEGRE DO MARANHÃO","MA","02/2019","32","36"
"210043","ALTO ALEGRE DO MARANHÃO","MA","06/2019","30","34"
"210043","ALTO ALEGRE DO MARANHÃO","MA","11/2019","26","28"
"210043","ALTO ALEGRE DO MARANHÃO","MA","10/2019","27","29"
"210043","ALTO ALEGRE DO MARANHÃO","MA","09/2019","27","31"
"210043","ALTO ALEGRE DO MARANHÃO","MA","01/2019","34","38"
"210043","ALTO ALEGRE DO MARANHÃO","MA","05/2019","30","34"
"210043","ALTO ALEGRE DO MARANHÃO","MA","10/2018","41","45"
