"Código","Unidade Territorial","UF","Referência","Número de pessoas com deficiência cadastradas no Cadastro Único"
"210005","AÇAILÂNDIA","MA","08/2012","912"
"210005","AÇAILÂNDIA","MA","09/2012","1008"
"210005","AÇAILÂNDIA","MA","10/2012","1037"
"210005","AÇAILÂNDIA","MA","11/2012","1043"
"210005","AÇAILÂNDIA","MA","12/2012","1053"
"210005","AÇAILÂNDIA","MA","11/2013","1284"
"210005","AÇAILÂNDIA","MA","10/2013","1261"
"210005","AÇAILÂNDIA","MA","12/2013","1294"
"210005","AÇAILÂNDIA","MA","08/2013","1214"
"210005","AÇAILÂNDIA","MA","09/2013","1235"
"210005","AÇAILÂNDIA","MA","07/2013","1202"
"210005","AÇAILÂNDIA","MA","06/2013","1179"
"210005","AÇAILÂNDIA","MA","05/2013","1157"
"210005","AÇAILÂNDIA","MA","04/2013","1142"
"210005","AÇAILÂNDIA","MA","03/2013","1114"
"210005","AÇAILÂNDIA","MA","02/2013","1101"
"210005","AÇAILÂNDIA","MA","01/2013","1067"
"210005","AÇAILÂNDIA","MA","11/2014","1506"
"210005","AÇAILÂNDIA","MA","10/2014","1489"
"210005","AÇAILÂNDIA","MA","12/2014","1508"
"210005","AÇAILÂNDIA","MA","09/2014","1451"
"210005","AÇAILÂNDIA","MA","07/2014","1372"
"210005","AÇAILÂNDIA","MA","02/2014","1307"
"210005","AÇAILÂNDIA","MA","03/2014","1321"
"210005","AÇAILÂNDIA","MA","06/2014","1363"
"210005","AÇAILÂNDIA","MA","05/2014","1345"
"210005","AÇAILÂNDIA","MA","04/2014","1329"
"210005","AÇAILÂNDIA","MA","01/2014","1299"
"210005","AÇAILÂNDIA","MA","11/2015","1605"
"210005","AÇAILÂNDIA","MA","07/2015","1572"
"210005","AÇAILÂNDIA","MA","08/2015","1590"
"210005","AÇAILÂNDIA","MA","09/2015","1591"
"210005","AÇAILÂNDIA","MA","02/2015","1523"
"210005","AÇAILÂNDIA","MA","03/2015","1524"
"210005","AÇAILÂNDIA","MA","10/2015","1608"
"210005","AÇAILÂNDIA","MA","01/2015","1513"
"210005","AÇAILÂNDIA","MA","04/2015","1539"
"210005","AÇAILÂNDIA","MA","12/2015","1608"
"210005","AÇAILÂNDIA","MA","05/2015","1550"
"210005","AÇAILÂNDIA","MA","06/2015","1556"
"210005","AÇAILÂNDIA","MA","11/2016","1754"
"210005","AÇAILÂNDIA","MA","08/2016","1691"
"210005","AÇAILÂNDIA","MA","12/2016","1629"
"210005","AÇAILÂNDIA","MA","01/2016","1597"
"210005","AÇAILÂNDIA","MA","04/2016","1638"
"210005","AÇAILÂNDIA","MA","09/2016","1720"
"210005","AÇAILÂNDIA","MA","07/2016","1675"
"210005","AÇAILÂNDIA","MA","05/2016","1647"
"210005","AÇAILÂNDIA","MA","06/2016","1661"
"210005","AÇAILÂNDIA","MA","10/2016","1737"
"210005","AÇAILÂNDIA","MA","02/2016","1601"
"210005","AÇAILÂNDIA","MA","03/2016","1615"
"210005","AÇAILÂNDIA","MA","04/2017","1670"
"210005","AÇAILÂNDIA","MA","09/2017","1611"
"210005","AÇAILÂNDIA","MA","05/2017","1693"
"210005","AÇAILÂNDIA","MA","01/2017","1638"
"210005","AÇAILÂNDIA","MA","06/2017","1714"
"210005","AÇAILÂNDIA","MA","11/2017","1658"
"210005","AÇAILÂNDIA","MA","10/2017","1626"
"210005","AÇAILÂNDIA","MA","08/2017","1759"
"210005","AÇAILÂNDIA","MA","12/2017","1768"
"210005","AÇAILÂNDIA","MA","02/2017","1646"
"210005","AÇAILÂNDIA","MA","03/2017","1650"
"210005","AÇAILÂNDIA","MA","07/2017","1744"
"210005","AÇAILÂNDIA","MA","03/2018","1823"
"210005","AÇAILÂNDIA","MA","07/2018","1951"
"210005","AÇAILÂNDIA","MA","01/2018","1797"
"210005","AÇAILÂNDIA","MA","04/2018","1854"
"210005","AÇAILÂNDIA","MA","08/2018","1808"
"210005","AÇAILÂNDIA","MA","02/2018","1830"
"210005","AÇAILÂNDIA","MA","11/2018","1910"
"210005","AÇAILÂNDIA","MA","12/2018","2010"
"210005","AÇAILÂNDIA","MA","05/2018","1888"
"210005","AÇAILÂNDIA","MA","06/2018","1927"
"210005","AÇAILÂNDIA","MA","09/2018","1847"
"210005","AÇAILÂNDIA","MA","10/2018","1870"
"210005","AÇAILÂNDIA","MA","05/2019","2198"
"210005","AÇAILÂNDIA","MA","01/2019","2104"
"210005","AÇAILÂNDIA","MA","09/2019","2365"
"210005","AÇAILÂNDIA","MA","03/2025","3806"
"210005","AÇAILÂNDIA","MA","10/2019","2429"
"210005","AÇAILÂNDIA","MA","11/2019","2487"
"210005","AÇAILÂNDIA","MA","06/2019","2238"
"210005","AÇAILÂNDIA","MA","02/2019","2152"
"210005","AÇAILÂNDIA","MA","12/2019","2548"
"210005","AÇAILÂNDIA","MA","07/2019","2319"
"210005","AÇAILÂNDIA","MA","03/2019","2165"
"210005","AÇAILÂNDIA","MA","08/2019","2383"
"210005","AÇAILÂNDIA","MA","04/2019","2169"
"210005","AÇAILÂNDIA","MA","10/2020","2679"
"210005","AÇAILÂNDIA","MA","12/2020","2662"
"210005","AÇAILÂNDIA","MA","02/2020","2548"
"210005","AÇAILÂNDIA","MA","03/2020","2609"
"210005","AÇAILÂNDIA","MA","01/2020","2559"
"210005","AÇAILÂNDIA","MA","06/2020","2641"
"210005","AÇAILÂNDIA","MA","05/2020","2634"
"210005","AÇAILÂNDIA","MA","09/2020","2661"
"210005","AÇAILÂNDIA","MA","11/2020","2632"
"210005","AÇAILÂNDIA","MA","04/2020","2623"
"210005","AÇAILÂNDIA","MA","07/2020","2655"
"210005","AÇAILÂNDIA","MA","08/2020","2663"
"210005","AÇAILÂNDIA","MA","06/2021","2758"
"210005","AÇAILÂNDIA","MA","07/2021","2774"
"210005","AÇAILÂNDIA","MA","08/2021","2802"
"210005","AÇAILÂNDIA","MA","11/2021","2855"
"210005","AÇAILÂNDIA","MA","12/2021","2877"
"210005","AÇAILÂNDIA","MA","03/2021","2717"
"210005","AÇAILÂNDIA","MA","04/2021","2730"
"210005","AÇAILÂNDIA","MA","02/2021","2696"
"210005","AÇAILÂNDIA","MA","01/2021","2670"
"210005","AÇAILÂNDIA","MA","09/2021","2805"
"210005","AÇAILÂNDIA","MA","10/2021","2827"
"210005","AÇAILÂNDIA","MA","05/2021","2749"
"210005","AÇAILÂNDIA","MA","07/2022","3198"
"210005","AÇAILÂNDIA","MA","03/2022","2990"
"210005","AÇAILÂNDIA","MA","08/2022","3225"
"210005","AÇAILÂNDIA","MA","11/2022","3300"
"210005","AÇAILÂNDIA","MA","12/2022","3355"
"210005","AÇAILÂNDIA","MA","01/2022","2890"
"210005","AÇAILÂNDIA","MA","02/2022","2943"
"210005","AÇAILÂNDIA","MA","09/2022","3253"
"210005","AÇAILÂNDIA","MA","04/2022","3021"
"210005","AÇAILÂNDIA","MA","10/2022","3278"
"210005","AÇAILÂNDIA","MA","05/2022","3119"
"210005","AÇAILÂNDIA","MA","06/2022","3165"
"210005","AÇAILÂNDIA","MA","03/2023","3408"
"210005","AÇAILÂNDIA","MA","04/2023","3389"
"210005","AÇAILÂNDIA","MA","06/2023","3383"
"210005","AÇAILÂNDIA","MA","01/2023","3358"
"210005","AÇAILÂNDIA","MA","05/2023","3338"
"210005","AÇAILÂNDIA","MA","08/2023","3450"
"210005","AÇAILÂNDIA","MA","02/2023","3390"
"210005","AÇAILÂNDIA","MA","09/2023","3521"
"210005","AÇAILÂNDIA","MA","10/2023","3549"
"210005","AÇAILÂNDIA","MA","11/2023","3584"
"210005","AÇAILÂNDIA","MA","12/2023","3627"
"210005","AÇAILÂNDIA","MA","07/2023","3416"
"210005","AÇAILÂNDIA","MA","02/2024","3564"
"210005","AÇAILÂNDIA","MA","03/2024","3590"
"210005","AÇAILÂNDIA","MA","04/2024","3636"
"210005","AÇAILÂNDIA","MA","06/2024","3687"
"210005","AÇAILÂNDIA","MA","07/2024","3598"
"210005","AÇAILÂNDIA","MA","08/2024","3680"
"210005","AÇAILÂNDIA","MA","09/2024","3561"
"210005","AÇAILÂNDIA","MA","01/2024","3545"
"210005","AÇAILÂNDIA","MA","05/2024","3651"
"210005","AÇAILÂNDIA","MA","10/2024","3607"
"210005","AÇAILÂNDIA","MA","11/2024","3677"
"210005","AÇAILÂNDIA","MA","12/2024","3826"
"210005","AÇAILÂNDIA","MA","09/2025","4090"
"210005","AÇAILÂNDIA","MA","12/2025","4183"
"210005","AÇAILÂNDIA","MA","10/2025","4129"
"210005","AÇAILÂNDIA","MA","11/2025","4172"
"210005","AÇAILÂNDIA","MA","06/2025","3963"
"210005","AÇAILÂNDIA","MA","08/2025","4002"
"210005","AÇAILÂNDIA","MA","07/2025","4022"
"210005","AÇAILÂNDIA","MA","02/2025","3798"
"210005","AÇAILÂNDIA","MA","01/2025","3793"
"210010","AFONSO CUNHA","MA","08/2025","306"
"210010","AFONSO CUNHA","MA","01/2025","284"
"210010","AFONSO CUNHA","MA","02/2025","280"
"210010","AFONSO CUNHA","MA","07/2025","304"
"210010","AFONSO CUNHA","MA","06/2025","299"
"210010","AFONSO CUNHA","MA","11/2025","311"
"210010","AFONSO CUNHA","MA","10/2025","312"
"210010","AFONSO CUNHA","MA","12/2025","312"
"210010","AFONSO CUNHA","MA","09/2025","310"
"210010","AFONSO CUNHA","MA","02/2024","260"
"210010","AFONSO CUNHA","MA","12/2024","282"
"210010","AFONSO CUNHA","MA","11/2024","267"
"210010","AFONSO CUNHA","MA","10/2024","264"
"210010","AFONSO CUNHA","MA","05/2024","271"
"210010","AFONSO CUNHA","MA","09/2024","258"
"210010","AFONSO CUNHA","MA","08/2024","273"
"210010","AFONSO CUNHA","MA","07/2024","272"
"210010","AFONSO CUNHA","MA","06/2024","272"
"210010","AFONSO CUNHA","MA","04/2024","270"
"210010","AFONSO CUNHA","MA","01/2024","265"
"210010","AFONSO CUNHA","MA","03/2024","269"
"210010","AFONSO CUNHA","MA","05/2023","248"
"210010","AFONSO CUNHA","MA","12/2023","268"
"210010","AFONSO CUNHA","MA","11/2023","264"
"210010","AFONSO CUNHA","MA","10/2023","262"
"210010","AFONSO CUNHA","MA","09/2023","258"
"210010","AFONSO CUNHA","MA","04/2023","249"
"210010","AFONSO CUNHA","MA","08/2023","256"
"210010","AFONSO CUNHA","MA","07/2023","250"
"210010","AFONSO CUNHA","MA","01/2023","245"
"210010","AFONSO CUNHA","MA","06/2023","250"
"210010","AFONSO CUNHA","MA","03/2023","246"
"210010","AFONSO CUNHA","MA","02/2023","246"
"210010","AFONSO CUNHA","MA","06/2022","232"
"210010","AFONSO CUNHA","MA","05/2022","227"
"210010","AFONSO CUNHA","MA","10/2022","242"
"210010","AFONSO CUNHA","MA","04/2022","227"
"210010","AFONSO CUNHA","MA","09/2022","240"
"210010","AFONSO CUNHA","MA","02/2022","219"
"210010","AFONSO CUNHA","MA","03/2025","282"
"210010","AFONSO CUNHA","MA","01/2022","214"
"210010","AFONSO CUNHA","MA","12/2022","245"
"210010","AFONSO CUNHA","MA","11/2022","245"
"210010","AFONSO CUNHA","MA","08/2022","238"
"210010","AFONSO CUNHA","MA","03/2022","221"
"210010","AFONSO CUNHA","MA","07/2022","234"
"210010","AFONSO CUNHA","MA","09/2021","204"
"210010","AFONSO CUNHA","MA","05/2021","202"
"210010","AFONSO CUNHA","MA","10/2021","208"
"210010","AFONSO CUNHA","MA","02/2021","203"
"210010","AFONSO CUNHA","MA","04/2021","202"
"210010","AFONSO CUNHA","MA","03/2021","202"
"210010","AFONSO CUNHA","MA","01/2021","203"
"210010","AFONSO CUNHA","MA","12/2021","215"
"210010","AFONSO CUNHA","MA","11/2021","213"
"210010","AFONSO CUNHA","MA","08/2021","204"
"210010","AFONSO CUNHA","MA","07/2021","205"
"210010","AFONSO CUNHA","MA","06/2021","204"
"210010","AFONSO CUNHA","MA","08/2020","205"
"210010","AFONSO CUNHA","MA","07/2020","205"
"210010","AFONSO CUNHA","MA","04/2020","205"
"210010","AFONSO CUNHA","MA","11/2020","204"
"210010","AFONSO CUNHA","MA","06/2020","205"
"210010","AFONSO CUNHA","MA","01/2020","206"
"210010","AFONSO CUNHA","MA","03/2020","203"
"210010","AFONSO CUNHA","MA","02/2020","201"
"210010","AFONSO CUNHA","MA","12/2020","204"
"210010","AFONSO CUNHA","MA","10/2020","208"
"210010","AFONSO CUNHA","MA","09/2020","207"
"210010","AFONSO CUNHA","MA","05/2020","205"
"210010","AFONSO CUNHA","MA","08/2019","202"
"210010","AFONSO CUNHA","MA","07/2019","196"
"210010","AFONSO CUNHA","MA","04/2019","196"
"210010","AFONSO CUNHA","MA","03/2019","195"
"210010","AFONSO CUNHA","MA","12/2019","203"
"210010","AFONSO CUNHA","MA","02/2019","190"
"210010","AFONSO CUNHA","MA","06/2019","195"
"210010","AFONSO CUNHA","MA","11/2019","202"
"210010","AFONSO CUNHA","MA","10/2019","199"
"210010","AFONSO CUNHA","MA","09/2019","198"
"210010","AFONSO CUNHA","MA","01/2019","188"
"210010","AFONSO CUNHA","MA","05/2019","195"
"210010","AFONSO CUNHA","MA","10/2018","132"
"210010","AFONSO CUNHA","MA","09/2018","127"
"210010","AFONSO CUNHA","MA","06/2018","115"
"210010","AFONSO CUNHA","MA","05/2018","114"
"210010","AFONSO CUNHA","MA","02/2018","98"
"210010","AFONSO CUNHA","MA","08/2018","121"
"210010","AFONSO CUNHA","MA","03/2018","111"
"210010","AFONSO CUNHA","MA","04/2018","117"
"210010","AFONSO CUNHA","MA","01/2018","98"
"210010","AFONSO CUNHA","MA","12/2018","181"
"210010","AFONSO CUNHA","MA","11/2018","155"
"210010","AFONSO CUNHA","MA","07/2018","115"
"210010","AFONSO CUNHA","MA","07/2017","93"
"210010","AFONSO CUNHA","MA","02/2017","94"
"210010","AFONSO CUNHA","MA","12/2017","97"
"210010","AFONSO CUNHA","MA","10/2017","97"
"210010","AFONSO CUNHA","MA","11/2017","97"
"210010","AFONSO CUNHA","MA","06/2017","94"
"210010","AFONSO CUNHA","MA","01/2017","90"
"210010","AFONSO CUNHA","MA","03/2017","95"
"210010","AFONSO CUNHA","MA","05/2017","92"
"210010","AFONSO CUNHA","MA","09/2017","95"
"210010","AFONSO CUNHA","MA","08/2017","99"
"210010","AFONSO CUNHA","MA","04/2017","92"
"210010","AFONSO CUNHA","MA","10/2016","94"
"210010","AFONSO CUNHA","MA","06/2016","96"
"210010","AFONSO CUNHA","MA","09/2016","94"
"210010","AFONSO CUNHA","MA","05/2016","99"
"210010","AFONSO CUNHA","MA","07/2016","94"
"210010","AFONSO CUNHA","MA","04/2016","98"
"210010","AFONSO CUNHA","MA","01/2016","97"
"210010","AFONSO CUNHA","MA","12/2016","90"
"210010","AFONSO CUNHA","MA","03/2016","96"
"210010","AFONSO CUNHA","MA","08/2016","94"
"210010","AFONSO CUNHA","MA","02/2016","98"
"210010","AFONSO CUNHA","MA","11/2016","94"
"210010","AFONSO CUNHA","MA","09/2015","98"
"210010","AFONSO CUNHA","MA","05/2015","83"
"210010","AFONSO CUNHA","MA","10/2015","99"
"210010","AFONSO CUNHA","MA","01/2015","82"
"210010","AFONSO CUNHA","MA","06/2015","93"
"210010","AFONSO CUNHA","MA","04/2015","83"
"210010","AFONSO CUNHA","MA","11/2015","98"
"210010","AFONSO CUNHA","MA","03/2015","82"
"210010","AFONSO CUNHA","MA","12/2015","98"
"210010","AFONSO CUNHA","MA","08/2015","95"
"210010","AFONSO CUNHA","MA","07/2015","95"
"210010","AFONSO CUNHA","MA","02/2015","82"
"210010","AFONSO CUNHA","MA","01/2014","65"
"210010","AFONSO CUNHA","MA","04/2014","67"
"210010","AFONSO CUNHA","MA","05/2014","70"
"210010","AFONSO CUNHA","MA","06/2014","73"
"210010","AFONSO CUNHA","MA","03/2014","65"
"210010","AFONSO CUNHA","MA","02/2014","65"
"210010","AFONSO CUNHA","MA","07/2014","74"
"210010","AFONSO CUNHA","MA","09/2014","80"
"210010","AFONSO CUNHA","MA","12/2014","81"
"210010","AFONSO CUNHA","MA","10/2014","80"
"210010","AFONSO CUNHA","MA","11/2014","80"
"210010","AFONSO CUNHA","MA","06/2013","56"
"210010","AFONSO CUNHA","MA","01/2013","51"
"210010","AFONSO CUNHA","MA","02/2013","51"
"210010","AFONSO CUNHA","MA","03/2013","51"
"210010","AFONSO CUNHA","MA","04/2013","54"
"210010","AFONSO CUNHA","MA","05/2013","56"
"210010","AFONSO CUNHA","MA","07/2013","56"
"210010","AFONSO CUNHA","MA","09/2013","57"
"210010","AFONSO CUNHA","MA","08/2013","56"
"210010","AFONSO CUNHA","MA","12/2013","65"
"210010","AFONSO CUNHA","MA","10/2013","60"
"210010","AFONSO CUNHA","MA","11/2013","63"
"210010","AFONSO CUNHA","MA","12/2012","48"
"210010","AFONSO CUNHA","MA","11/2012","48"
"210010","AFONSO CUNHA","MA","10/2012","47"
"210010","AFONSO CUNHA","MA","09/2012","48"
"210010","AFONSO CUNHA","MA","08/2012","48"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2019","273"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2012","44"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2012","51"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2012","52"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2012","55"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2012","57"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2013","124"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2013","121"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2013","124"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2013","112"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2013","114"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2013","105"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2013","93"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2013","88"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2013","83"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2013","57"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2013","57"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2013","57"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2014","133"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2014","133"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2014","133"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2014","133"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2014","133"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2014","124"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2014","129"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2014","133"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2014","134"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2014","134"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2014","123"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2015","136"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2015","144"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2015","143"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2015","145"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2015","146"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2015","138"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2015","145"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2015","145"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2015","133"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2015","141"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2015","142"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2015","140"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2016","156"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2016","155"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2016","149"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2016","156"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2016","153"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2016","148"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2016","153"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2016","154"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2016","156"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2016","155"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2016","150"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2016","153"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2017","148"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2017","163"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2017","152"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2017","152"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2017","153"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2017","156"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2017","172"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2017","153"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2017","151"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2017","157"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2017","161"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2017","203"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2018","219"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2018","236"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2018","244"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2018","258"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2018","214"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2018","220"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2018","231"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2018","216"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2018","229"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2018","235"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2018","236"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2018","235"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2019","267"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2019","264"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2019","269"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2019","279"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2019","269"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2019","264"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2019","283"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2019","264"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2019","270"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2019","264"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2019","272"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2020","281"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2020","280"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2020","284"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2020","278"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2020","277"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2020","280"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2020","285"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2020","281"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2020","279"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2020","280"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2020","280"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2020","279"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2021","286"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2021","285"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2021","287"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2021","290"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2021","292"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2021","293"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2021","279"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2021","282"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2021","283"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2021","278"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2021","284"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2021","290"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2022","309"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2022","295"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2022","308"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2022","306"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2022","305"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2022","294"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2022","295"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2022","306"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2022","295"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2022","306"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2022","302"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2022","304"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2023","307"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2023","303"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2023","307"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2023","303"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2023","310"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2023","313"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2023","313"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2023","311"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2023","313"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2023","313"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2023","309"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2023","314"
"210015","ÁGUA DOCE DO MARANHÃO","MA","02/2024","299"
"210015","ÁGUA DOCE DO MARANHÃO","MA","04/2024","297"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2024","292"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2024","282"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2024","268"
"210015","ÁGUA DOCE DO MARANHÃO","MA","01/2024","300"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2024","269"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2024","272"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2024","288"
"210015","ÁGUA DOCE DO MARANHÃO","MA","03/2024","297"
"210015","ÁGUA DOCE DO MARANHÃO","MA","05/2024","291"
"210015","ÁGUA DOCE DO MARANHÃO","MA","08/2024","283"
"210015","ÁGUA DOCE DO MARANHÃO","MA","09/2025","294"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2025","296"
"210015","ÁGUA DOCE DO MARANHÃO","MA","10/2025","297"
"210015","ÁGUA DOCE DO MARANHÃO","MA","06/2025","292"
"210015","ÁGUA DOCE DO MARANHÃO","MA","11/2025","296"
"210015","ÁGUA DOCE DO MARANHÃO","MA","07/2025","295"
