"Código","Unidade Territorial","UF","Referência","Número de pessoas com deficiência cadastradas no Cadastro Único"
"210317","CENTRO NOVO DO MARANHÃO","MA","11/2024","455"
"210317","CENTRO NOVO DO MARANHÃO","MA","12/2024","473"
"210317","CENTRO NOVO DO MARANHÃO","MA","02/2024","494"
"210317","CENTRO NOVO DO MARANHÃO","MA","04/2024","486"
"210317","CENTRO NOVO DO MARANHÃO","MA","05/2024","479"
"210317","CENTRO NOVO DO MARANHÃO","MA","09/2025","481"
"210317","CENTRO NOVO DO MARANHÃO","MA","12/2025","479"
"210317","CENTRO NOVO DO MARANHÃO","MA","10/2025","484"
"210317","CENTRO NOVO DO MARANHÃO","MA","11/2025","483"
"210317","CENTRO NOVO DO MARANHÃO","MA","06/2025","479"
"210317","CENTRO NOVO DO MARANHÃO","MA","07/2025","479"
"210317","CENTRO NOVO DO MARANHÃO","MA","02/2025","467"
"210317","CENTRO NOVO DO MARANHÃO","MA","01/2025","473"
"210317","CENTRO NOVO DO MARANHÃO","MA","08/2025","479"
"210320","CHAPADINHA","MA","09/2012","54"
"210320","CHAPADINHA","MA","01/2025","3049"
"210320","CHAPADINHA","MA","08/2012","45"
"210320","CHAPADINHA","MA","02/2025","3049"
"210320","CHAPADINHA","MA","07/2025","3216"
"210320","CHAPADINHA","MA","06/2025","3193"
"210320","CHAPADINHA","MA","11/2025","3370"
"210320","CHAPADINHA","MA","10/2025","3323"
"210320","CHAPADINHA","MA","12/2025","3382"
"210320","CHAPADINHA","MA","09/2025","3298"
"210320","CHAPADINHA","MA","05/2024","2909"
"210320","CHAPADINHA","MA","12/2024","3061"
"210320","CHAPADINHA","MA","11/2024","2838"
"210320","CHAPADINHA","MA","10/2024","2756"
"210320","CHAPADINHA","MA","01/2024","2877"
"210320","CHAPADINHA","MA","09/2024","2718"
"210320","CHAPADINHA","MA","08/2024","2858"
"210320","CHAPADINHA","MA","07/2024","2841"
"210320","CHAPADINHA","MA","06/2024","2901"
"210320","CHAPADINHA","MA","04/2024","2922"
"210320","CHAPADINHA","MA","03/2024","2918"
"210320","CHAPADINHA","MA","02/2024","2892"
"210320","CHAPADINHA","MA","02/2023","2903"
"210320","CHAPADINHA","MA","12/2023","2983"
"210320","CHAPADINHA","MA","11/2023","2956"
"210320","CHAPADINHA","MA","10/2023","2953"
"210320","CHAPADINHA","MA","09/2023","2936"
"210320","CHAPADINHA","MA","03/2023","2912"
"210320","CHAPADINHA","MA","08/2023","2931"
"210320","CHAPADINHA","MA","01/2023","2890"
"210320","CHAPADINHA","MA","07/2023","2920"
"210320","CHAPADINHA","MA","05/2023","2895"
"210320","CHAPADINHA","MA","06/2023","2907"
"210320","CHAPADINHA","MA","04/2023","2918"
"210320","CHAPADINHA","MA","06/2022","2708"
"210320","CHAPADINHA","MA","10/2022","2803"
"210320","CHAPADINHA","MA","05/2022","2692"
"210320","CHAPADINHA","MA","04/2022","2593"
"210320","CHAPADINHA","MA","09/2022","2789"
"210320","CHAPADINHA","MA","02/2022","2510"
"210320","CHAPADINHA","MA","01/2022","2453"
"210320","CHAPADINHA","MA","12/2022","2880"
"210320","CHAPADINHA","MA","11/2022","2837"
"210320","CHAPADINHA","MA","08/2022","2774"
"210320","CHAPADINHA","MA","03/2022","2548"
"210320","CHAPADINHA","MA","07/2022","2746"
"210320","CHAPADINHA","MA","05/2021","2322"
"210320","CHAPADINHA","MA","09/2021","2365"
"210320","CHAPADINHA","MA","02/2021","2306"
"210320","CHAPADINHA","MA","03/2021","2312"
"210320","CHAPADINHA","MA","01/2021","2297"
"210320","CHAPADINHA","MA","12/2021","2444"
"210320","CHAPADINHA","MA","11/2021","2410"
"210320","CHAPADINHA","MA","10/2021","2368"
"210320","CHAPADINHA","MA","08/2021","2349"
"210320","CHAPADINHA","MA","07/2021","2337"
"210320","CHAPADINHA","MA","06/2021","2322"
"210320","CHAPADINHA","MA","04/2021","2315"
"210320","CHAPADINHA","MA","08/2020","2284"
"210320","CHAPADINHA","MA","07/2020","2270"
"210320","CHAPADINHA","MA","04/2020","2218"
"210320","CHAPADINHA","MA","11/2020","2271"
"210320","CHAPADINHA","MA","01/2020","2214"
"210320","CHAPADINHA","MA","02/2020","2169"
"210320","CHAPADINHA","MA","06/2020","2244"
"210320","CHAPADINHA","MA","03/2020","2207"
"210320","CHAPADINHA","MA","12/2020","2285"
"210320","CHAPADINHA","MA","10/2020","2312"
"210320","CHAPADINHA","MA","09/2020","2295"
"210320","CHAPADINHA","MA","05/2020","2233"
"210320","CHAPADINHA","MA","08/2019","2079"
"210320","CHAPADINHA","MA","03/2019","1920"
"210320","CHAPADINHA","MA","07/2019","2031"
"210320","CHAPADINHA","MA","04/2019","1932"
"210320","CHAPADINHA","MA","12/2019","2208"
"210320","CHAPADINHA","MA","02/2019","1884"
"210320","CHAPADINHA","MA","06/2019","1992"
"210320","CHAPADINHA","MA","11/2019","2173"
"210320","CHAPADINHA","MA","10/2019","2139"
"210320","CHAPADINHA","MA","09/2019","2078"
"210320","CHAPADINHA","MA","01/2019","1842"
"210320","CHAPADINHA","MA","05/2019","1955"
"210320","CHAPADINHA","MA","10/2018","1020"
"210320","CHAPADINHA","MA","09/2018","963"
"210320","CHAPADINHA","MA","06/2018","942"
"210320","CHAPADINHA","MA","05/2018","916"
"210320","CHAPADINHA","MA","02/2018","837"
"210320","CHAPADINHA","MA","08/2018","941"
"210320","CHAPADINHA","MA","04/2018","888"
"210320","CHAPADINHA","MA","01/2018","805"
"210320","CHAPADINHA","MA","12/2018","1468"
"210320","CHAPADINHA","MA","11/2018","1051"
"210320","CHAPADINHA","MA","07/2018","964"
"210320","CHAPADINHA","MA","03/2018","862"
"210320","CHAPADINHA","MA","12/2017","737"
"210320","CHAPADINHA","MA","11/2017","676"
"210320","CHAPADINHA","MA","02/2017","583"
"210320","CHAPADINHA","MA","10/2017","642"
"210320","CHAPADINHA","MA","07/2017","619"
"210320","CHAPADINHA","MA","06/2017","605"
"210320","CHAPADINHA","MA","01/2017","589"
"210320","CHAPADINHA","MA","05/2017","593"
"210320","CHAPADINHA","MA","09/2017","622"
"210320","CHAPADINHA","MA","03/2017","577"
"210320","CHAPADINHA","MA","08/2017","635"
"210320","CHAPADINHA","MA","04/2017","583"
"210320","CHAPADINHA","MA","10/2016","584"
"210320","CHAPADINHA","MA","08/2016","567"
"210320","CHAPADINHA","MA","06/2016","562"
"210320","CHAPADINHA","MA","05/2016","550"
"210320","CHAPADINHA","MA","04/2016","548"
"210320","CHAPADINHA","MA","09/2016","570"
"210320","CHAPADINHA","MA","01/2016","540"
"210320","CHAPADINHA","MA","12/2016","590"
"210320","CHAPADINHA","MA","03/2016","542"
"210320","CHAPADINHA","MA","02/2016","539"
"210320","CHAPADINHA","MA","11/2016","595"
"210320","CHAPADINHA","MA","07/2016","567"
"210320","CHAPADINHA","MA","03/2025","3071"
"210320","CHAPADINHA","MA","06/2015","418"
"210320","CHAPADINHA","MA","05/2015","366"
"210320","CHAPADINHA","MA","04/2015","361"
"210320","CHAPADINHA","MA","10/2015","511"
"210320","CHAPADINHA","MA","03/2015","355"
"210320","CHAPADINHA","MA","12/2015","540"
"210320","CHAPADINHA","MA","09/2015","500"
"210320","CHAPADINHA","MA","08/2015","486"
"210320","CHAPADINHA","MA","01/2015","348"
"210320","CHAPADINHA","MA","07/2015","459"
"210320","CHAPADINHA","MA","02/2015","349"
"210320","CHAPADINHA","MA","11/2015","535"
"210320","CHAPADINHA","MA","01/2014","301"
"210320","CHAPADINHA","MA","04/2014","319"
"210320","CHAPADINHA","MA","05/2014","325"
"210320","CHAPADINHA","MA","06/2014","329"
"210320","CHAPADINHA","MA","03/2014","317"
"210320","CHAPADINHA","MA","02/2014","306"
"210320","CHAPADINHA","MA","07/2014","332"
"210320","CHAPADINHA","MA","09/2014","335"
"210320","CHAPADINHA","MA","12/2014","347"
"210320","CHAPADINHA","MA","10/2014","338"
"210320","CHAPADINHA","MA","11/2014","340"
"210320","CHAPADINHA","MA","01/2013","61"
"210320","CHAPADINHA","MA","02/2013","69"
"210320","CHAPADINHA","MA","03/2013","84"
"210320","CHAPADINHA","MA","04/2013","155"
"210320","CHAPADINHA","MA","05/2013","172"
"210320","CHAPADINHA","MA","06/2013","205"
"210320","CHAPADINHA","MA","07/2013","215"
"210320","CHAPADINHA","MA","09/2013","270"
"210320","CHAPADINHA","MA","08/2013","260"
"210320","CHAPADINHA","MA","12/2013","297"
"210320","CHAPADINHA","MA","10/2013","275"
"210320","CHAPADINHA","MA","11/2013","278"
"210320","CHAPADINHA","MA","12/2012","59"
"210320","CHAPADINHA","MA","11/2012","58"
"210320","CHAPADINHA","MA","10/2012","56"
"210320","CHAPADINHA","MA","08/2025","3225"
"210325","CIDELÂNDIA","MA","11/2016","89"
"210325","CIDELÂNDIA","MA","03/2025","418"
"210325","CIDELÂNDIA","MA","08/2012","22"
"210325","CIDELÂNDIA","MA","09/2012","22"
"210325","CIDELÂNDIA","MA","10/2012","23"
"210325","CIDELÂNDIA","MA","11/2012","24"
"210325","CIDELÂNDIA","MA","12/2012","25"
"210325","CIDELÂNDIA","MA","11/2013","56"
"210325","CIDELÂNDIA","MA","10/2013","53"
"210325","CIDELÂNDIA","MA","12/2013","57"
"210325","CIDELÂNDIA","MA","08/2013","50"
"210325","CIDELÂNDIA","MA","09/2013","50"
"210325","CIDELÂNDIA","MA","07/2013","48"
"210325","CIDELÂNDIA","MA","06/2013","44"
"210325","CIDELÂNDIA","MA","05/2013","40"
"210325","CIDELÂNDIA","MA","04/2013","38"
"210325","CIDELÂNDIA","MA","03/2013","29"
"210325","CIDELÂNDIA","MA","02/2013","25"
"210325","CIDELÂNDIA","MA","01/2013","25"
"210325","CIDELÂNDIA","MA","11/2014","68"
"210325","CIDELÂNDIA","MA","10/2014","67"
"210325","CIDELÂNDIA","MA","07/2014","62"
"210325","CIDELÂNDIA","MA","02/2014","56"
"210325","CIDELÂNDIA","MA","03/2014","57"
"210325","CIDELÂNDIA","MA","06/2014","59"
"210325","CIDELÂNDIA","MA","05/2014","58"
"210325","CIDELÂNDIA","MA","04/2014","58"
"210325","CIDELÂNDIA","MA","12/2014","68"
"210325","CIDELÂNDIA","MA","01/2014","56"
"210325","CIDELÂNDIA","MA","09/2014","63"
"210325","CIDELÂNDIA","MA","09/2015","85"
"210325","CIDELÂNDIA","MA","02/2015","70"
"210325","CIDELÂNDIA","MA","07/2015","81"
"210325","CIDELÂNDIA","MA","08/2015","84"
"210325","CIDELÂNDIA","MA","03/2015","69"
"210325","CIDELÂNDIA","MA","10/2015","87"
"210325","CIDELÂNDIA","MA","04/2015","68"
"210325","CIDELÂNDIA","MA","05/2015","69"
"210325","CIDELÂNDIA","MA","06/2015","69"
"210325","CIDELÂNDIA","MA","01/2015","69"
"210325","CIDELÂNDIA","MA","12/2015","87"
"210325","CIDELÂNDIA","MA","11/2015","89"
"210325","CIDELÂNDIA","MA","07/2016","89"
"210325","CIDELÂNDIA","MA","08/2016","89"
"210325","CIDELÂNDIA","MA","03/2016","89"
"210325","CIDELÂNDIA","MA","12/2016","87"
"210325","CIDELÂNDIA","MA","01/2016","87"
"210325","CIDELÂNDIA","MA","09/2016","88"
"210325","CIDELÂNDIA","MA","05/2016","88"
"210325","CIDELÂNDIA","MA","04/2016","88"
"210325","CIDELÂNDIA","MA","10/2016","88"
"210325","CIDELÂNDIA","MA","06/2016","88"
"210325","CIDELÂNDIA","MA","02/2016","88"
"210325","CIDELÂNDIA","MA","04/2017","89"
"210325","CIDELÂNDIA","MA","08/2017","93"
"210325","CIDELÂNDIA","MA","03/2017","87"
"210325","CIDELÂNDIA","MA","09/2017","87"
"210325","CIDELÂNDIA","MA","05/2017","90"
"210325","CIDELÂNDIA","MA","01/2017","86"
"210325","CIDELÂNDIA","MA","06/2017","92"
"210325","CIDELÂNDIA","MA","07/2017","93"
"210325","CIDELÂNDIA","MA","10/2017","91"
"210325","CIDELÂNDIA","MA","02/2017","87"
"210325","CIDELÂNDIA","MA","11/2017","98"
"210325","CIDELÂNDIA","MA","12/2017","107"
"210325","CIDELÂNDIA","MA","05/2018","117"
"210325","CIDELÂNDIA","MA","03/2018","112"
"210325","CIDELÂNDIA","MA","07/2018","129"
"210325","CIDELÂNDIA","MA","11/2018","136"
"210325","CIDELÂNDIA","MA","12/2018","154"
"210325","CIDELÂNDIA","MA","01/2018","109"
"210325","CIDELÂNDIA","MA","04/2018","112"
"210325","CIDELÂNDIA","MA","08/2018","123"
"210325","CIDELÂNDIA","MA","02/2018","114"
"210325","CIDELÂNDIA","MA","06/2018","124"
"210325","CIDELÂNDIA","MA","09/2018","124"
"210325","CIDELÂNDIA","MA","10/2018","127"
"210325","CIDELÂNDIA","MA","05/2019","179"
"210325","CIDELÂNDIA","MA","01/2019","168"
"210325","CIDELÂNDIA","MA","09/2019","207"
"210325","CIDELÂNDIA","MA","10/2019","217"
"210325","CIDELÂNDIA","MA","11/2019","219"
"210325","CIDELÂNDIA","MA","06/2019","184"
"210325","CIDELÂNDIA","MA","02/2019","170"
"210325","CIDELÂNDIA","MA","12/2019","229"
"210325","CIDELÂNDIA","MA","03/2019","173"
"210325","CIDELÂNDIA","MA","04/2019","177"
"210325","CIDELÂNDIA","MA","07/2019","195"
"210325","CIDELÂNDIA","MA","08/2019","211"
"210325","CIDELÂNDIA","MA","05/2020","242"
"210325","CIDELÂNDIA","MA","09/2020","242"
"210325","CIDELÂNDIA","MA","12/2020","243"
"210325","CIDELÂNDIA","MA","10/2020","245"
"210325","CIDELÂNDIA","MA","02/2020","233"
"210325","CIDELÂNDIA","MA","03/2020","241"
"210325","CIDELÂNDIA","MA","06/2020","242"
"210325","CIDELÂNDIA","MA","01/2020","232"
"210325","CIDELÂNDIA","MA","11/2020","242"
"210325","CIDELÂNDIA","MA","04/2020","241"
"210325","CIDELÂNDIA","MA","07/2020","241"
"210325","CIDELÂNDIA","MA","08/2020","242"
"210325","CIDELÂNDIA","MA","06/2021","250"
"210325","CIDELÂNDIA","MA","07/2021","251"
"210325","CIDELÂNDIA","MA","08/2021","252"
"210325","CIDELÂNDIA","MA","10/2021","257"
"210325","CIDELÂNDIA","MA","11/2021","259"
"210325","CIDELÂNDIA","MA","01/2021","247"
"210325","CIDELÂNDIA","MA","03/2021","244"
"210325","CIDELÂNDIA","MA","04/2021","247"
"210325","CIDELÂNDIA","MA","02/2021","244"
"210325","CIDELÂNDIA","MA","12/2021","262"
"210325","CIDELÂNDIA","MA","05/2021","248"
"210325","CIDELÂNDIA","MA","09/2021","254"
"210325","CIDELÂNDIA","MA","07/2022","309"
"210325","CIDELÂNDIA","MA","03/2022","279"
"210325","CIDELÂNDIA","MA","08/2022","312"
"210325","CIDELÂNDIA","MA","11/2022","322"
"210325","CIDELÂNDIA","MA","12/2022","322"
"210325","CIDELÂNDIA","MA","01/2022","265"
"210325","CIDELÂNDIA","MA","02/2022","272"
"210325","CIDELÂNDIA","MA","09/2022","311"
"210325","CIDELÂNDIA","MA","04/2022","285"
"210325","CIDELÂNDIA","MA","10/2022","321"
"210325","CIDELÂNDIA","MA","05/2022","300"
"210325","CIDELÂNDIA","MA","06/2022","305"
"210325","CIDELÂNDIA","MA","01/2023","322"
"210325","CIDELÂNDIA","MA","03/2023","332"
"210325","CIDELÂNDIA","MA","04/2023","346"
"210325","CIDELÂNDIA","MA","06/2023","352"
"210325","CIDELÂNDIA","MA","09/2023","362"
"210325","CIDELÂNDIA","MA","02/2023","325"
"210325","CIDELÂNDIA","MA","10/2023","367"
"210325","CIDELÂNDIA","MA","11/2023","367"
"210325","CIDELÂNDIA","MA","12/2023","370"
"210325","CIDELÂNDIA","MA","05/2023","345"
"210325","CIDELÂNDIA","MA","07/2023","355"
"210325","CIDELÂNDIA","MA","08/2023","356"
"210325","CIDELÂNDIA","MA","02/2024","369"
"210325","CIDELÂNDIA","MA","03/2024","381"
"210325","CIDELÂNDIA","MA","01/2024","365"
"210325","CIDELÂNDIA","MA","06/2024","391"
"210325","CIDELÂNDIA","MA","07/2024","391"
"210325","CIDELÂNDIA","MA","08/2024","400"
"210325","CIDELÂNDIA","MA","09/2024","379"
"210325","CIDELÂNDIA","MA","05/2024","392"
"210325","CIDELÂNDIA","MA","10/2024","380"
"210325","CIDELÂNDIA","MA","11/2024","390"
"210325","CIDELÂNDIA","MA","12/2024","419"
"210325","CIDELÂNDIA","MA","04/2024","388"
"210325","CIDELÂNDIA","MA","09/2025","466"
"210325","CIDELÂNDIA","MA","12/2025","482"
"210325","CIDELÂNDIA","MA","10/2025","478"
"210325","CIDELÂNDIA","MA","11/2025","488"
"210325","CIDELÂNDIA","MA","07/2025","455"
"210325","CIDELÂNDIA","MA","02/2025","413"
"210325","CIDELÂNDIA","MA","01/2025","412"
"210325","CIDELÂNDIA","MA","06/2025","447"
"210325","CIDELÂNDIA","MA","08/2025","456"
"210330","CODÓ","MA","09/2012","379"
"210330","CODÓ","MA","03/2025","4435"
"210330","CODÓ","MA","08/2012","348"
"210330","CODÓ","MA","11/2012","462"
"210330","CODÓ","MA","12/2012","491"
"210330","CODÓ","MA","11/2013","687"
"210330","CODÓ","MA","10/2013","673"
"210330","CODÓ","MA","12/2013","697"
"210330","CODÓ","MA","08/2013","605"
"210330","CODÓ","MA","09/2013","635"
"210330","CODÓ","MA","07/2013","576"
"210330","CODÓ","MA","06/2013","563"
"210330","CODÓ","MA","05/2013","547"
"210330","CODÓ","MA","04/2013","539"
"210330","CODÓ","MA","03/2013","516"
"210330","CODÓ","MA","02/2013","504"
"210330","CODÓ","MA","01/2013","495"
"210330","CODÓ","MA","11/2014","793"
"210330","CODÓ","MA","10/2014","793"
"210330","CODÓ","MA","12/2014","799"
"210330","CODÓ","MA","09/2014","791"
"210330","CODÓ","MA","07/2014","747"
"210330","CODÓ","MA","02/2014","712"
"210330","CODÓ","MA","03/2014","716"
"210330","CODÓ","MA","06/2014","719"
"210330","CODÓ","MA","05/2014","718"
"210330","CODÓ","MA","04/2014","717"
"210330","CODÓ","MA","01/2014","700"
"210330","CODÓ","MA","11/2015","932"
"210330","CODÓ","MA","02/2015","816"
"210330","CODÓ","MA","07/2015","854"
"210330","CODÓ","MA","08/2015","868"
"210330","CODÓ","MA","09/2015","893"
"210330","CODÓ","MA","03/2015","834"
"210330","CODÓ","MA","10/2015","922"
"210330","CODÓ","MA","01/2015","803"
"210330","CODÓ","MA","04/2015","835"
"210330","CODÓ","MA","05/2015","840"
"210330","CODÓ","MA","12/2015","944"
"210330","CODÓ","MA","06/2015","850"
"210330","CODÓ","MA","07/2016","964"
"210330","CODÓ","MA","11/2016","976"
"210330","CODÓ","MA","02/2016","948"
"210330","CODÓ","MA","08/2016","972"
"210330","CODÓ","MA","12/2016","920"
"210330","CODÓ","MA","01/2016","944"
"210330","CODÓ","MA","03/2016","954"
"210330","CODÓ","MA","09/2016","975"
"210330","CODÓ","MA","04/2016","955"
"210330","CODÓ","MA","05/2016","957"
"210330","CODÓ","MA","06/2016","957"
"210330","CODÓ","MA","10/2016","981"
"210330","CODÓ","MA","04/2017","926"
"210330","CODÓ","MA","08/2017","1000"
"210330","CODÓ","MA","09/2017","946"
"210330","CODÓ","MA","05/2017","943"
"210330","CODÓ","MA","01/2017","922"
"210330","CODÓ","MA","02/2017","921"
"210330","CODÓ","MA","10/2017","1042"
"210330","CODÓ","MA","07/2017","984"
"210330","CODÓ","MA","03/2017","920"
"210330","CODÓ","MA","06/2017","952"
"210330","CODÓ","MA","11/2017","1156"
"210330","CODÓ","MA","12/2017","1309"
"210330","CODÓ","MA","05/2018","1529"
"210330","CODÓ","MA","03/2018","1445"
"210330","CODÓ","MA","07/2018","1596"
"210330","CODÓ","MA","11/2018","1782"
"210330","CODÓ","MA","01/2018","1382"
"210330","CODÓ","MA","04/2018","1477"
"210330","CODÓ","MA","08/2018","1513"
"210330","CODÓ","MA","02/2018","1436"
"210330","CODÓ","MA","12/2018","1879"
"210330","CODÓ","MA","06/2018","1560"
"210330","CODÓ","MA","09/2018","1591"
"210330","CODÓ","MA","10/2018","1703"
"210330","CODÓ","MA","01/2019","2207"
"210330","CODÓ","MA","09/2019","2594"
"210330","CODÓ","MA","10/2019","2813"
"210330","CODÓ","MA","11/2019","2939"
"210330","CODÓ","MA","06/2019","2412"
"210330","CODÓ","MA","05/2019","2338"
"210330","CODÓ","MA","12/2019","3036"
"210330","CODÓ","MA","03/2019","2314"
"210330","CODÓ","MA","04/2019","2303"
"210330","CODÓ","MA","07/2019","2461"
"210330","CODÓ","MA","02/2019","2285"
"210330","CODÓ","MA","08/2019","2510"
"210330","CODÓ","MA","05/2020","3300"
"210330","CODÓ","MA","09/2020","3394"
"210330","CODÓ","MA","10/2020","3415"
"210330","CODÓ","MA","12/2020","3378"
"210330","CODÓ","MA","02/2020","3163"
"210330","CODÓ","MA","03/2020","3265"
"210330","CODÓ","MA","06/2020","3328"
"210330","CODÓ","MA","01/2020","3115"
"210330","CODÓ","MA","11/2020","3368"
"210330","CODÓ","MA","04/2020","3289"
"210330","CODÓ","MA","07/2020","3349"
"210330","CODÓ","MA","08/2020","3369"
"210330","CODÓ","MA","06/2021","3433"
"210330","CODÓ","MA","07/2021","3458"
"210330","CODÓ","MA","08/2021","3474"
"210330","CODÓ","MA","10/2021","3545"
"210330","CODÓ","MA","11/2021","3555"
"210330","CODÓ","MA","12/2021","3562"
"210330","CODÓ","MA","01/2021","3390"
"210330","CODÓ","MA","03/2021","3389"
"210330","CODÓ","MA","04/2021","3410"
"210330","CODÓ","MA","02/2021","3384"
"210330","CODÓ","MA","05/2021","3430"
"210330","CODÓ","MA","09/2021","3514"
"210330","CODÓ","MA","07/2022","3840"
"210330","CODÓ","MA","03/2022","3602"
"210330","CODÓ","MA","08/2022","3875"
"210330","CODÓ","MA","11/2022","3942"
"210330","CODÓ","MA","12/2022","3978"
"210330","CODÓ","MA","01/2022","3563"
"210330","CODÓ","MA","02/2022","3567"
"210330","CODÓ","MA","09/2022","3891"
"210330","CODÓ","MA","04/2022","3651"
"210330","CODÓ","MA","10/2022","3914"
"210330","CODÓ","MA","05/2022","3718"
"210330","CODÓ","MA","06/2022","3795"
"210330","CODÓ","MA","07/2023","4192"
"210330","CODÓ","MA","08/2023","4219"
"210330","CODÓ","MA","03/2023","4048"
"210330","CODÓ","MA","09/2023","4296"
"210330","CODÓ","MA","10/2023","4330"
"210330","CODÓ","MA","02/2023","4014"
"210330","CODÓ","MA","11/2023","4391"
"210330","CODÓ","MA","01/2023","3993"
"210330","CODÓ","MA","12/2023","4449"
"210330","CODÓ","MA","04/2023","4033"
"210330","CODÓ","MA","05/2023","4035"
"210330","CODÓ","MA","06/2023","4088"
"210330","CODÓ","MA","02/2024","4292"
"210330","CODÓ","MA","03/2024","4344"
"210330","CODÓ","MA","04/2024","4401"
"210330","CODÓ","MA","07/2024","4278"
"210330","CODÓ","MA","08/2024","4345"
"210330","CODÓ","MA","09/2024","4105"
"210330","CODÓ","MA","01/2024","4264"
"210330","CODÓ","MA","05/2024","4386"
"210330","CODÓ","MA","10/2024","4180"
"210330","CODÓ","MA","11/2024","4265"
"210330","CODÓ","MA","12/2024","4533"
"210330","CODÓ","MA","06/2024","4430"
"210330","CODÓ","MA","09/2025","5045"
"210330","CODÓ","MA","12/2025","5261"
"210330","CODÓ","MA","10/2025","5128"
"210330","CODÓ","MA","11/2025","5189"
"210330","CODÓ","MA","07/2025","4761"
"210330","CODÓ","MA","02/2025","4450"
"210330","CODÓ","MA","01/2025","4540"
"210330","CODÓ","MA","06/2025","4644"
"210330","CODÓ","MA","08/2025","4880"
"210330","CODÓ","MA","10/2012","429"
"210340","COELHO NETO","MA","02/2022","1347"
"210340","COELHO NETO","MA","08/2012","479"
"210340","COELHO NETO","MA","09/2012","487"
"210340","COELHO NETO","MA","10/2012","503"
"210340","COELHO NETO","MA","11/2012","506"
"210340","COELHO NETO","MA","12/2012","512"
"210340","COELHO NETO","MA","11/2013","564"
"210340","COELHO NETO","MA","10/2013","557"
"210340","COELHO NETO","MA","12/2013","570"
"210340","COELHO NETO","MA","08/2013","550"
"210340","COELHO NETO","MA","09/2013","550"
"210340","COELHO NETO","MA","07/2013","548"
"210340","COELHO NETO","MA","06/2013","538"
"210340","COELHO NETO","MA","05/2013","533"
"210340","COELHO NETO","MA","04/2013","530"
"210340","COELHO NETO","MA","03/2013","522"
"210340","COELHO NETO","MA","02/2013","516"
"210340","COELHO NETO","MA","01/2013","515"
"210340","COELHO NETO","MA","11/2014","592"
"210340","COELHO NETO","MA","10/2014","592"
"210340","COELHO NETO","MA","12/2014","595"
"210340","COELHO NETO","MA","09/2014","594"
"210340","COELHO NETO","MA","07/2014","595"
"210340","COELHO NETO","MA","02/2014","576"
"210340","COELHO NETO","MA","03/2014","584"
"210340","COELHO NETO","MA","06/2014","593"
"210340","COELHO NETO","MA","05/2014","592"
"210340","COELHO NETO","MA","04/2014","596"
"210340","COELHO NETO","MA","01/2014","572"
"210340","COELHO NETO","MA","11/2015","629"
"210340","COELHO NETO","MA","08/2015","626"
"210340","COELHO NETO","MA","09/2015","631"
"210340","COELHO NETO","MA","02/2015","602"
"210340","COELHO NETO","MA","03/2015","603"
"210340","COELHO NETO","MA","10/2015","630"
"210340","COELHO NETO","MA","06/2015","616"
"210340","COELHO NETO","MA","01/2015","599"
"210340","COELHO NETO","MA","04/2015","607"
"210340","COELHO NETO","MA","05/2015","610"
"210340","COELHO NETO","MA","07/2015","620"
"210340","COELHO NETO","MA","12/2015","631"
"210340","COELHO NETO","MA","10/2016","630"
"210340","COELHO NETO","MA","07/2016","627"
"210340","COELHO NETO","MA","11/2016","629"
"210340","COELHO NETO","MA","08/2016","631"
"210340","COELHO NETO","MA","03/2016","617"
"210340","COELHO NETO","MA","12/2016","587"
"210340","COELHO NETO","MA","01/2016","612"
"210340","COELHO NETO","MA","09/2016","630"
"210340","COELHO NETO","MA","04/2016","620"
"210340","COELHO NETO","MA","05/2016","622"
"210340","COELHO NETO","MA","06/2016","624"
"210340","COELHO NETO","MA","02/2016","611"
"210340","COELHO NETO","MA","08/2017","724"
"210340","COELHO NETO","MA","03/2017","608"
"210340","COELHO NETO","MA","09/2017","700"
"210340","COELHO NETO","MA","02/2017","598"
"210340","COELHO NETO","MA","01/2017","590"
"210340","COELHO NETO","MA","04/2017","621"
"210340","COELHO NETO","MA","05/2017","634"
"210340","COELHO NETO","MA","06/2017","663"
"210340","COELHO NETO","MA","07/2017","702"
"210340","COELHO NETO","MA","10/2017","747"
"210340","COELHO NETO","MA","11/2017","767"
"210340","COELHO NETO","MA","12/2017","809"
"210340","COELHO NETO","MA","03/2018","849"
"210340","COELHO NETO","MA","11/2018","910"
"210340","COELHO NETO","MA","04/2018","874"
"210340","COELHO NETO","MA","01/2018","831"
"210340","COELHO NETO","MA","08/2018","846"
"210340","COELHO NETO","MA","02/2018","850"
"210340","COELHO NETO","MA","07/2018","920"
"210340","COELHO NETO","MA","12/2018","943"
"210340","COELHO NETO","MA","05/2018","899"
"210340","COELHO NETO","MA","06/2018","915"
"210340","COELHO NETO","MA","09/2018","860"
"210340","COELHO NETO","MA","10/2018","896"
"210340","COELHO NETO","MA","05/2019","989"
"210340","COELHO NETO","MA","01/2019","956"
"210340","COELHO NETO","MA","09/2019","1131"
"210340","COELHO NETO","MA","10/2019","1168"
"210340","COELHO NETO","MA","11/2019","1208"
"210340","COELHO NETO","MA","04/2019","973"
"210340","COELHO NETO","MA","06/2019","1033"
"210340","COELHO NETO","MA","02/2019","962"
"210340","COELHO NETO","MA","03/2019","973"
"210340","COELHO NETO","MA","12/2019","1247"
"210340","COELHO NETO","MA","07/2019","1088"
"210340","COELHO NETO","MA","08/2019","1126"
