"Código","Unidade Territorial","UF","Referência","Total de famílias em situação de rua inscritas no Cadastro Único"
"210270","CANTANHEDE","MA","07/2019","0"
"210270","CANTANHEDE","MA","03/2019","0"
"210270","CANTANHEDE","MA","04/2019","0"
"210270","CANTANHEDE","MA","05/2020","0"
"210270","CANTANHEDE","MA","09/2020","0"
"210270","CANTANHEDE","MA","10/2020","0"
"210270","CANTANHEDE","MA","12/2020","0"
"210270","CANTANHEDE","MA","02/2020","0"
"210270","CANTANHEDE","MA","03/2020","0"
"210270","CANTANHEDE","MA","06/2020","0"
"210270","CANTANHEDE","MA","01/2020","0"
"210270","CANTANHEDE","MA","11/2020","0"
"210270","CANTANHEDE","MA","04/2020","0"
"210270","CANTANHEDE","MA","07/2020","0"
"210270","CANTANHEDE","MA","08/2020","0"
"210270","CANTANHEDE","MA","06/2021","1"
"210270","CANTANHEDE","MA","08/2021","1"
"210270","CANTANHEDE","MA","07/2021","1"
"210270","CANTANHEDE","MA","11/2021","1"
"210270","CANTANHEDE","MA","12/2021","1"
"210270","CANTANHEDE","MA","01/2021","0"
"210270","CANTANHEDE","MA","03/2021","1"
"210270","CANTANHEDE","MA","04/2021","1"
"210270","CANTANHEDE","MA","02/2021","1"
"210270","CANTANHEDE","MA","10/2021","1"
"210270","CANTANHEDE","MA","05/2021","1"
"210270","CANTANHEDE","MA","09/2021","1"
"210270","CANTANHEDE","MA","07/2022","1"
"210270","CANTANHEDE","MA","03/2022","1"
"210270","CANTANHEDE","MA","08/2022","0"
"210270","CANTANHEDE","MA","11/2022","0"
"210270","CANTANHEDE","MA","12/2022","0"
"210270","CANTANHEDE","MA","01/2022","1"
"210270","CANTANHEDE","MA","02/2022","1"
"210270","CANTANHEDE","MA","09/2022","0"
"210270","CANTANHEDE","MA","04/2022","1"
"210270","CANTANHEDE","MA","10/2022","0"
"210270","CANTANHEDE","MA","05/2022","1"
"210270","CANTANHEDE","MA","06/2022","1"
"210270","CANTANHEDE","MA","04/2023","0"
"210270","CANTANHEDE","MA","06/2023","1"
"210270","CANTANHEDE","MA","05/2023","0"
"210270","CANTANHEDE","MA","07/2023","1"
"210270","CANTANHEDE","MA","08/2023","1"
"210270","CANTANHEDE","MA","03/2023","0"
"210270","CANTANHEDE","MA","09/2023","1"
"210270","CANTANHEDE","MA","11/2023","2"
"210270","CANTANHEDE","MA","12/2023","2"
"210270","CANTANHEDE","MA","01/2023","0"
"210270","CANTANHEDE","MA","02/2023","0"
"210270","CANTANHEDE","MA","10/2023","1"
"210270","CANTANHEDE","MA","02/2024","2"
"210270","CANTANHEDE","MA","03/2024","2"
"210270","CANTANHEDE","MA","01/2024","2"
"210270","CANTANHEDE","MA","06/2024","2"
"210270","CANTANHEDE","MA","07/2024","2"
"210270","CANTANHEDE","MA","08/2024","2"
"210270","CANTANHEDE","MA","09/2024","2"
"210270","CANTANHEDE","MA","10/2024","2"
"210270","CANTANHEDE","MA","11/2024","2"
"210270","CANTANHEDE","MA","12/2024","2"
"210270","CANTANHEDE","MA","04/2024","2"
"210270","CANTANHEDE","MA","05/2024","2"
"210270","CANTANHEDE","MA","09/2025","1"
"210270","CANTANHEDE","MA","12/2025","1"
"210270","CANTANHEDE","MA","10/2025","1"
"210270","CANTANHEDE","MA","05/2025","1"
"210270","CANTANHEDE","MA","06/2025","1"
"210270","CANTANHEDE","MA","11/2025","1"
"210270","CANTANHEDE","MA","07/2025","1"
"210270","CANTANHEDE","MA","02/2025","2"
"210270","CANTANHEDE","MA","01/2025","2"
"210270","CANTANHEDE","MA","03/2025","2"
"210275","CAPINZAL DO NORTE","MA","03/2025","0"
"210275","CAPINZAL DO NORTE","MA","08/2012","0"
"210275","CAPINZAL DO NORTE","MA","09/2012","0"
"210275","CAPINZAL DO NORTE","MA","10/2012","0"
"210275","CAPINZAL DO NORTE","MA","11/2012","0"
"210275","CAPINZAL DO NORTE","MA","12/2012","0"
"210275","CAPINZAL DO NORTE","MA","11/2013","0"
"210275","CAPINZAL DO NORTE","MA","10/2013","0"
"210275","CAPINZAL DO NORTE","MA","12/2013","0"
"210275","CAPINZAL DO NORTE","MA","08/2013","0"
"210275","CAPINZAL DO NORTE","MA","09/2013","0"
"210275","CAPINZAL DO NORTE","MA","07/2013","0"
"210275","CAPINZAL DO NORTE","MA","06/2013","0"
"210275","CAPINZAL DO NORTE","MA","05/2013","0"
"210275","CAPINZAL DO NORTE","MA","04/2013","0"
"210275","CAPINZAL DO NORTE","MA","03/2013","0"
"210275","CAPINZAL DO NORTE","MA","02/2013","0"
"210275","CAPINZAL DO NORTE","MA","01/2013","0"
"210275","CAPINZAL DO NORTE","MA","11/2014","0"
"210275","CAPINZAL DO NORTE","MA","10/2014","0"
"210275","CAPINZAL DO NORTE","MA","12/2014","0"
"210275","CAPINZAL DO NORTE","MA","09/2014","0"
"210275","CAPINZAL DO NORTE","MA","08/2014","0"
"210275","CAPINZAL DO NORTE","MA","07/2014","0"
"210275","CAPINZAL DO NORTE","MA","02/2014","0"
"210275","CAPINZAL DO NORTE","MA","03/2014","0"
"210275","CAPINZAL DO NORTE","MA","06/2014","0"
"210275","CAPINZAL DO NORTE","MA","05/2014","0"
"210275","CAPINZAL DO NORTE","MA","04/2014","0"
"210275","CAPINZAL DO NORTE","MA","01/2014","0"
"210275","CAPINZAL DO NORTE","MA","02/2015","0"
"210275","CAPINZAL DO NORTE","MA","07/2015","0"
"210275","CAPINZAL DO NORTE","MA","08/2015","0"
"210275","CAPINZAL DO NORTE","MA","09/2015","0"
"210275","CAPINZAL DO NORTE","MA","11/2015","0"
"210275","CAPINZAL DO NORTE","MA","12/2015","0"
"210275","CAPINZAL DO NORTE","MA","03/2015","0"
"210275","CAPINZAL DO NORTE","MA","10/2015","0"
"210275","CAPINZAL DO NORTE","MA","04/2015","0"
"210275","CAPINZAL DO NORTE","MA","05/2015","0"
"210275","CAPINZAL DO NORTE","MA","06/2015","0"
"210275","CAPINZAL DO NORTE","MA","01/2015","0"
"210275","CAPINZAL DO NORTE","MA","02/2016","0"
"210275","CAPINZAL DO NORTE","MA","08/2016","0"
"210275","CAPINZAL DO NORTE","MA","12/2016","0"
"210275","CAPINZAL DO NORTE","MA","01/2016","0"
"210275","CAPINZAL DO NORTE","MA","04/2016","0"
"210275","CAPINZAL DO NORTE","MA","03/2016","0"
"210275","CAPINZAL DO NORTE","MA","07/2016","0"
"210275","CAPINZAL DO NORTE","MA","05/2016","0"
"210275","CAPINZAL DO NORTE","MA","09/2016","0"
"210275","CAPINZAL DO NORTE","MA","06/2016","0"
"210275","CAPINZAL DO NORTE","MA","11/2016","0"
"210275","CAPINZAL DO NORTE","MA","10/2016","0"
"210275","CAPINZAL DO NORTE","MA","04/2017","0"
"210275","CAPINZAL DO NORTE","MA","09/2017","0"
"210275","CAPINZAL DO NORTE","MA","05/2017","0"
"210275","CAPINZAL DO NORTE","MA","01/2017","0"
"210275","CAPINZAL DO NORTE","MA","02/2017","0"
"210275","CAPINZAL DO NORTE","MA","06/2017","0"
"210275","CAPINZAL DO NORTE","MA","07/2017","0"
"210275","CAPINZAL DO NORTE","MA","10/2017","0"
"210275","CAPINZAL DO NORTE","MA","08/2017","0"
"210275","CAPINZAL DO NORTE","MA","03/2017","0"
"210275","CAPINZAL DO NORTE","MA","11/2017","0"
"210275","CAPINZAL DO NORTE","MA","12/2017","0"
"210275","CAPINZAL DO NORTE","MA","07/2018","0"
"210275","CAPINZAL DO NORTE","MA","11/2018","0"
"210275","CAPINZAL DO NORTE","MA","12/2018","0"
"210275","CAPINZAL DO NORTE","MA","01/2018","0"
"210275","CAPINZAL DO NORTE","MA","04/2018","0"
"210275","CAPINZAL DO NORTE","MA","03/2018","0"
"210275","CAPINZAL DO NORTE","MA","08/2018","0"
"210275","CAPINZAL DO NORTE","MA","06/2018","0"
"210275","CAPINZAL DO NORTE","MA","02/2018","0"
"210275","CAPINZAL DO NORTE","MA","05/2018","0"
"210275","CAPINZAL DO NORTE","MA","09/2018","0"
"210275","CAPINZAL DO NORTE","MA","10/2018","0"
"210275","CAPINZAL DO NORTE","MA","05/2019","0"
"210275","CAPINZAL DO NORTE","MA","01/2019","0"
"210275","CAPINZAL DO NORTE","MA","09/2019","0"
"210275","CAPINZAL DO NORTE","MA","10/2019","0"
"210275","CAPINZAL DO NORTE","MA","11/2019","0"
"210275","CAPINZAL DO NORTE","MA","06/2019","0"
"210275","CAPINZAL DO NORTE","MA","02/2019","0"
"210275","CAPINZAL DO NORTE","MA","12/2019","0"
"210275","CAPINZAL DO NORTE","MA","03/2019","0"
"210275","CAPINZAL DO NORTE","MA","04/2019","0"
"210275","CAPINZAL DO NORTE","MA","08/2019","0"
"210275","CAPINZAL DO NORTE","MA","07/2019","0"
"210275","CAPINZAL DO NORTE","MA","05/2020","0"
"210275","CAPINZAL DO NORTE","MA","09/2020","0"
"210275","CAPINZAL DO NORTE","MA","10/2020","0"
"210275","CAPINZAL DO NORTE","MA","12/2020","0"
"210275","CAPINZAL DO NORTE","MA","02/2020","0"
"210275","CAPINZAL DO NORTE","MA","03/2020","0"
"210275","CAPINZAL DO NORTE","MA","06/2020","0"
"210275","CAPINZAL DO NORTE","MA","01/2020","0"
"210275","CAPINZAL DO NORTE","MA","11/2020","0"
"210275","CAPINZAL DO NORTE","MA","04/2020","0"
"210275","CAPINZAL DO NORTE","MA","07/2020","0"
"210275","CAPINZAL DO NORTE","MA","08/2020","0"
"210275","CAPINZAL DO NORTE","MA","06/2021","0"
"210275","CAPINZAL DO NORTE","MA","08/2021","0"
"210275","CAPINZAL DO NORTE","MA","10/2021","0"
"210275","CAPINZAL DO NORTE","MA","07/2021","0"
"210275","CAPINZAL DO NORTE","MA","11/2021","0"
"210275","CAPINZAL DO NORTE","MA","12/2021","0"
"210275","CAPINZAL DO NORTE","MA","01/2021","0"
"210275","CAPINZAL DO NORTE","MA","03/2021","0"
"210275","CAPINZAL DO NORTE","MA","04/2021","0"
"210275","CAPINZAL DO NORTE","MA","02/2021","0"
"210275","CAPINZAL DO NORTE","MA","05/2021","0"
"210275","CAPINZAL DO NORTE","MA","09/2021","0"
"210275","CAPINZAL DO NORTE","MA","07/2022","0"
"210275","CAPINZAL DO NORTE","MA","03/2022","0"
"210275","CAPINZAL DO NORTE","MA","08/2022","0"
"210275","CAPINZAL DO NORTE","MA","12/2022","0"
"210275","CAPINZAL DO NORTE","MA","11/2022","0"
"210275","CAPINZAL DO NORTE","MA","01/2022","0"
"210275","CAPINZAL DO NORTE","MA","02/2022","0"
"210275","CAPINZAL DO NORTE","MA","09/2022","0"
"210275","CAPINZAL DO NORTE","MA","04/2022","0"
"210275","CAPINZAL DO NORTE","MA","10/2022","0"
"210275","CAPINZAL DO NORTE","MA","05/2022","0"
"210275","CAPINZAL DO NORTE","MA","06/2022","0"
"210275","CAPINZAL DO NORTE","MA","03/2023","0"
"210275","CAPINZAL DO NORTE","MA","01/2023","0"
"210275","CAPINZAL DO NORTE","MA","05/2023","0"
"210275","CAPINZAL DO NORTE","MA","07/2023","0"
"210275","CAPINZAL DO NORTE","MA","08/2023","0"
"210275","CAPINZAL DO NORTE","MA","04/2023","0"
"210275","CAPINZAL DO NORTE","MA","09/2023","0"
"210275","CAPINZAL DO NORTE","MA","11/2023","0"
"210275","CAPINZAL DO NORTE","MA","02/2023","0"
"210275","CAPINZAL DO NORTE","MA","12/2023","0"
"210275","CAPINZAL DO NORTE","MA","06/2023","0"
"210275","CAPINZAL DO NORTE","MA","10/2023","0"
"210275","CAPINZAL DO NORTE","MA","04/2024","0"
"210275","CAPINZAL DO NORTE","MA","07/2024","0"
"210275","CAPINZAL DO NORTE","MA","08/2024","0"
"210275","CAPINZAL DO NORTE","MA","09/2024","0"
"210275","CAPINZAL DO NORTE","MA","01/2024","0"
"210275","CAPINZAL DO NORTE","MA","05/2024","0"
"210275","CAPINZAL DO NORTE","MA","10/2024","0"
"210275","CAPINZAL DO NORTE","MA","11/2024","0"
"210275","CAPINZAL DO NORTE","MA","12/2024","0"
"210275","CAPINZAL DO NORTE","MA","02/2024","0"
"210275","CAPINZAL DO NORTE","MA","03/2024","0"
"210275","CAPINZAL DO NORTE","MA","06/2024","0"
"210275","CAPINZAL DO NORTE","MA","05/2025","0"
"210275","CAPINZAL DO NORTE","MA","09/2025","0"
"210275","CAPINZAL DO NORTE","MA","12/2025","0"
"210275","CAPINZAL DO NORTE","MA","10/2025","0"
"210275","CAPINZAL DO NORTE","MA","06/2025","0"
"210275","CAPINZAL DO NORTE","MA","11/2025","0"
"210275","CAPINZAL DO NORTE","MA","07/2025","0"
"210275","CAPINZAL DO NORTE","MA","02/2025","0"
"210275","CAPINZAL DO NORTE","MA","01/2025","0"
"210275","CAPINZAL DO NORTE","MA","08/2025","0"
"210280","CAROLINA","MA","08/2012","0"
"210280","CAROLINA","MA","03/2025","0"
"210280","CAROLINA","MA","08/2025","0"
"210280","CAROLINA","MA","01/2025","0"
"210280","CAROLINA","MA","02/2025","0"
"210280","CAROLINA","MA","07/2025","0"
"210280","CAROLINA","MA","12/2025","0"
"210280","CAROLINA","MA","06/2025","0"
"210280","CAROLINA","MA","11/2025","0"
"210280","CAROLINA","MA","10/2025","0"
"210280","CAROLINA","MA","09/2025","0"
"210280","CAROLINA","MA","05/2025","0"
"210280","CAROLINA","MA","03/2024","0"
"210280","CAROLINA","MA","12/2024","0"
"210280","CAROLINA","MA","11/2024","0"
"210280","CAROLINA","MA","10/2024","0"
"210280","CAROLINA","MA","05/2024","0"
"210280","CAROLINA","MA","09/2024","0"
"210280","CAROLINA","MA","08/2024","0"
"210280","CAROLINA","MA","07/2024","0"
"210280","CAROLINA","MA","06/2024","0"
"210280","CAROLINA","MA","04/2024","0"
"210280","CAROLINA","MA","01/2024","0"
"210280","CAROLINA","MA","02/2024","0"
"210280","CAROLINA","MA","10/2023","0"
"210280","CAROLINA","MA","12/2023","0"
"210280","CAROLINA","MA","02/2023","0"
"210280","CAROLINA","MA","11/2023","0"
"210280","CAROLINA","MA","09/2023","0"
"210280","CAROLINA","MA","03/2023","0"
"210280","CAROLINA","MA","08/2023","0"
"210280","CAROLINA","MA","07/2023","0"
"210280","CAROLINA","MA","05/2023","0"
"210280","CAROLINA","MA","06/2023","0"
"210280","CAROLINA","MA","04/2023","0"
"210280","CAROLINA","MA","01/2023","0"
"210280","CAROLINA","MA","06/2022","1"
"210280","CAROLINA","MA","05/2022","1"
"210280","CAROLINA","MA","10/2022","0"
"210280","CAROLINA","MA","04/2022","0"
"210280","CAROLINA","MA","09/2022","0"
"210280","CAROLINA","MA","02/2022","0"
"210280","CAROLINA","MA","01/2022","0"
"210280","CAROLINA","MA","12/2022","0"
"210280","CAROLINA","MA","11/2022","0"
"210280","CAROLINA","MA","08/2022","0"
"210280","CAROLINA","MA","03/2022","0"
"210280","CAROLINA","MA","07/2022","0"
"210280","CAROLINA","MA","09/2021","0"
"210280","CAROLINA","MA","05/2021","0"
"210280","CAROLINA","MA","07/2021","0"
"210280","CAROLINA","MA","02/2021","1"
"210280","CAROLINA","MA","04/2021","1"
"210280","CAROLINA","MA","03/2021","1"
"210280","CAROLINA","MA","01/2021","1"
"210280","CAROLINA","MA","12/2021","0"
"210280","CAROLINA","MA","11/2021","0"
"210280","CAROLINA","MA","10/2021","0"
"210280","CAROLINA","MA","08/2021","0"
"210280","CAROLINA","MA","06/2021","0"
"210280","CAROLINA","MA","08/2020","1"
"210280","CAROLINA","MA","07/2020","1"
"210280","CAROLINA","MA","11/2020","1"
"210280","CAROLINA","MA","01/2020","1"
"210280","CAROLINA","MA","04/2020","1"
"210280","CAROLINA","MA","06/2020","1"
"210280","CAROLINA","MA","03/2020","1"
"210280","CAROLINA","MA","02/2020","1"
"210280","CAROLINA","MA","12/2020","1"
"210280","CAROLINA","MA","10/2020","1"
"210280","CAROLINA","MA","09/2020","1"
"210280","CAROLINA","MA","05/2020","1"
"210280","CAROLINA","MA","08/2019","1"
"210280","CAROLINA","MA","03/2019","1"
"210280","CAROLINA","MA","07/2019","1"
"210280","CAROLINA","MA","04/2019","1"
"210280","CAROLINA","MA","12/2019","1"
"210280","CAROLINA","MA","02/2019","1"
"210280","CAROLINA","MA","06/2019","1"
"210280","CAROLINA","MA","11/2019","1"
"210280","CAROLINA","MA","10/2019","1"
"210280","CAROLINA","MA","09/2019","1"
"210280","CAROLINA","MA","01/2019","1"
"210280","CAROLINA","MA","05/2019","1"
"210280","CAROLINA","MA","10/2018","1"
"210280","CAROLINA","MA","09/2018","1"
"210280","CAROLINA","MA","06/2018","1"
"210280","CAROLINA","MA","05/2018","1"
"210280","CAROLINA","MA","02/2018","0"
"210280","CAROLINA","MA","08/2018","1"
"210280","CAROLINA","MA","04/2018","1"
"210280","CAROLINA","MA","01/2018","0"
"210280","CAROLINA","MA","11/2018","1"
"210280","CAROLINA","MA","07/2018","1"
"210280","CAROLINA","MA","03/2018","1"
"210280","CAROLINA","MA","12/2018","1"
"210280","CAROLINA","MA","11/2017","0"
"210280","CAROLINA","MA","02/2017","0"
"210280","CAROLINA","MA","12/2017","0"
"210280","CAROLINA","MA","10/2017","0"
"210280","CAROLINA","MA","07/2017","0"
"210280","CAROLINA","MA","06/2017","0"
"210280","CAROLINA","MA","05/2017","0"
"210280","CAROLINA","MA","01/2017","0"
"210280","CAROLINA","MA","03/2017","0"
"210280","CAROLINA","MA","09/2017","0"
"210280","CAROLINA","MA","08/2017","0"
"210280","CAROLINA","MA","04/2017","0"
"210280","CAROLINA","MA","06/2016","0"
"210280","CAROLINA","MA","10/2016","0"
"210280","CAROLINA","MA","05/2016","0"
"210280","CAROLINA","MA","04/2016","0"
"210280","CAROLINA","MA","09/2016","0"
"210280","CAROLINA","MA","01/2016","0"
"210280","CAROLINA","MA","12/2016","0"
"210280","CAROLINA","MA","03/2016","0"
"210280","CAROLINA","MA","11/2016","0"
"210280","CAROLINA","MA","08/2016","0"
"210280","CAROLINA","MA","02/2016","0"
"210280","CAROLINA","MA","07/2016","0"
"210280","CAROLINA","MA","06/2015","0"
"210280","CAROLINA","MA","04/2015","0"
"210280","CAROLINA","MA","05/2015","0"
"210280","CAROLINA","MA","10/2015","0"
"210280","CAROLINA","MA","01/2015","0"
"210280","CAROLINA","MA","03/2015","0"
"210280","CAROLINA","MA","12/2015","0"
"210280","CAROLINA","MA","09/2015","0"
"210280","CAROLINA","MA","08/2015","0"
"210280","CAROLINA","MA","07/2015","0"
"210280","CAROLINA","MA","02/2015","0"
"210280","CAROLINA","MA","11/2015","0"
"210280","CAROLINA","MA","01/2014","0"
"210280","CAROLINA","MA","04/2014","0"
"210280","CAROLINA","MA","05/2014","0"
"210280","CAROLINA","MA","06/2014","0"
"210280","CAROLINA","MA","03/2014","0"
"210280","CAROLINA","MA","02/2014","0"
"210280","CAROLINA","MA","07/2014","0"
"210280","CAROLINA","MA","08/2014","0"
"210280","CAROLINA","MA","09/2014","0"
"210280","CAROLINA","MA","12/2014","0"
"210280","CAROLINA","MA","10/2014","0"
"210280","CAROLINA","MA","11/2014","0"
"210280","CAROLINA","MA","01/2013","0"
"210280","CAROLINA","MA","02/2013","0"
"210280","CAROLINA","MA","03/2013","0"
"210280","CAROLINA","MA","04/2013","0"
"210280","CAROLINA","MA","05/2013","0"
"210280","CAROLINA","MA","06/2013","0"
"210280","CAROLINA","MA","07/2013","0"
"210280","CAROLINA","MA","09/2013","0"
"210280","CAROLINA","MA","08/2013","0"
"210280","CAROLINA","MA","12/2013","0"
"210280","CAROLINA","MA","10/2013","0"
"210280","CAROLINA","MA","11/2013","0"
"210280","CAROLINA","MA","12/2012","0"
"210280","CAROLINA","MA","11/2012","0"
"210280","CAROLINA","MA","10/2012","0"
"210280","CAROLINA","MA","09/2012","0"
"210290","CARUTAPERA","MA","07/2024","0"
"210290","CARUTAPERA","MA","09/2012","0"
"210290","CARUTAPERA","MA","10/2012","0"
"210290","CARUTAPERA","MA","11/2012","0"
"210290","CARUTAPERA","MA","12/2012","0"
"210290","CARUTAPERA","MA","11/2013","0"
"210290","CARUTAPERA","MA","10/2013","0"
"210290","CARUTAPERA","MA","12/2013","0"
"210290","CARUTAPERA","MA","08/2013","0"
"210290","CARUTAPERA","MA","09/2013","0"
"210290","CARUTAPERA","MA","07/2013","0"
"210290","CARUTAPERA","MA","06/2013","0"
"210290","CARUTAPERA","MA","05/2013","0"
"210290","CARUTAPERA","MA","04/2013","0"
"210290","CARUTAPERA","MA","03/2013","0"
"210290","CARUTAPERA","MA","02/2013","0"
"210290","CARUTAPERA","MA","01/2013","0"
"210290","CARUTAPERA","MA","11/2014","0"
"210290","CARUTAPERA","MA","10/2014","0"
"210290","CARUTAPERA","MA","12/2014","0"
"210290","CARUTAPERA","MA","09/2014","0"
"210290","CARUTAPERA","MA","08/2014","0"
"210290","CARUTAPERA","MA","07/2014","0"
"210290","CARUTAPERA","MA","02/2014","0"
"210290","CARUTAPERA","MA","03/2014","0"
"210290","CARUTAPERA","MA","06/2014","0"
"210290","CARUTAPERA","MA","05/2014","0"
"210290","CARUTAPERA","MA","04/2014","0"
"210290","CARUTAPERA","MA","01/2014","0"
"210290","CARUTAPERA","MA","11/2015","0"
"210290","CARUTAPERA","MA","07/2015","0"
"210290","CARUTAPERA","MA","02/2015","0"
"210290","CARUTAPERA","MA","12/2015","0"
"210290","CARUTAPERA","MA","01/2015","0"
"210290","CARUTAPERA","MA","10/2015","0"
"210290","CARUTAPERA","MA","04/2015","0"
"210290","CARUTAPERA","MA","08/2015","0"
"210290","CARUTAPERA","MA","05/2015","0"
"210290","CARUTAPERA","MA","09/2015","0"
"210290","CARUTAPERA","MA","06/2015","0"
"210290","CARUTAPERA","MA","03/2015","0"
"210290","CARUTAPERA","MA","11/2016","0"
"210290","CARUTAPERA","MA","02/2016","0"
"210290","CARUTAPERA","MA","04/2016","0"
"210290","CARUTAPERA","MA","08/2016","0"
"210290","CARUTAPERA","MA","05/2016","0"
"210290","CARUTAPERA","MA","03/2016","0"
"210290","CARUTAPERA","MA","09/2016","0"
"210290","CARUTAPERA","MA","07/2016","0"
"210290","CARUTAPERA","MA","06/2016","0"
"210290","CARUTAPERA","MA","12/2016","0"
"210290","CARUTAPERA","MA","10/2016","0"
"210290","CARUTAPERA","MA","01/2016","0"
"210290","CARUTAPERA","MA","04/2017","0"
"210290","CARUTAPERA","MA","08/2017","0"
"210290","CARUTAPERA","MA","09/2017","0"
"210290","CARUTAPERA","MA","11/2017","0"
"210290","CARUTAPERA","MA","05/2017","0"
"210290","CARUTAPERA","MA","02/2017","0"
"210290","CARUTAPERA","MA","01/2017","0"
"210290","CARUTAPERA","MA","10/2017","0"
"210290","CARUTAPERA","MA","03/2017","0"
"210290","CARUTAPERA","MA","06/2017","0"
"210290","CARUTAPERA","MA","07/2017","0"
"210290","CARUTAPERA","MA","12/2017","0"
"210290","CARUTAPERA","MA","05/2018","0"
"210290","CARUTAPERA","MA","03/2018","0"
"210290","CARUTAPERA","MA","06/2018","0"
"210290","CARUTAPERA","MA","11/2018","0"
"210290","CARUTAPERA","MA","07/2018","0"
"210290","CARUTAPERA","MA","10/2018","0"
"210290","CARUTAPERA","MA","01/2018","0"
"210290","CARUTAPERA","MA","08/2018","0"
"210290","CARUTAPERA","MA","02/2018","0"
"210290","CARUTAPERA","MA","12/2018","0"
"210290","CARUTAPERA","MA","04/2018","0"
"210290","CARUTAPERA","MA","09/2018","0"
"210290","CARUTAPERA","MA","01/2019","0"
"210290","CARUTAPERA","MA","05/2019","0"
"210290","CARUTAPERA","MA","11/2019","0"
"210290","CARUTAPERA","MA","07/2019","0"
"210290","CARUTAPERA","MA","09/2019","0"
"210290","CARUTAPERA","MA","10/2019","0"
"210290","CARUTAPERA","MA","02/2019","0"
"210290","CARUTAPERA","MA","06/2019","0"
"210290","CARUTAPERA","MA","12/2019","0"
"210290","CARUTAPERA","MA","03/2019","0"
"210290","CARUTAPERA","MA","08/2019","0"
"210290","CARUTAPERA","MA","04/2019","0"
"210290","CARUTAPERA","MA","05/2020","0"
"210290","CARUTAPERA","MA","09/2020","0"
"210290","CARUTAPERA","MA","12/2020","0"
"210290","CARUTAPERA","MA","02/2020","0"
"210290","CARUTAPERA","MA","10/2020","0"
"210290","CARUTAPERA","MA","06/2020","0"
"210290","CARUTAPERA","MA","11/2020","0"
"210290","CARUTAPERA","MA","04/2020","0"
"210290","CARUTAPERA","MA","01/2020","0"
"210290","CARUTAPERA","MA","07/2020","0"
"210290","CARUTAPERA","MA","03/2020","0"
"210290","CARUTAPERA","MA","08/2020","0"
"210290","CARUTAPERA","MA","04/2021","0"
"210290","CARUTAPERA","MA","05/2021","0"
"210290","CARUTAPERA","MA","08/2021","0"
"210290","CARUTAPERA","MA","06/2021","0"
"210290","CARUTAPERA","MA","10/2021","0"
"210290","CARUTAPERA","MA","07/2021","0"
"210290","CARUTAPERA","MA","11/2021","0"
"210290","CARUTAPERA","MA","12/2021","0"
"210290","CARUTAPERA","MA","02/2021","0"
"210290","CARUTAPERA","MA","09/2021","0"
"210290","CARUTAPERA","MA","01/2021","0"
"210290","CARUTAPERA","MA","03/2021","0"
"210290","CARUTAPERA","MA","04/2022","0"
"210290","CARUTAPERA","MA","07/2022","0"
"210290","CARUTAPERA","MA","05/2022","0"
"210290","CARUTAPERA","MA","06/2022","0"
"210290","CARUTAPERA","MA","08/2022","0"
"210290","CARUTAPERA","MA","11/2022","0"
"210290","CARUTAPERA","MA","09/2022","0"
"210290","CARUTAPERA","MA","12/2022","0"
"210290","CARUTAPERA","MA","10/2022","0"
"210290","CARUTAPERA","MA","01/2022","0"
"210290","CARUTAPERA","MA","02/2022","0"
"210290","CARUTAPERA","MA","03/2022","0"
"210290","CARUTAPERA","MA","03/2023","0"
"210290","CARUTAPERA","MA","04/2023","0"
"210290","CARUTAPERA","MA","06/2023","0"
"210290","CARUTAPERA","MA","01/2023","0"
"210290","CARUTAPERA","MA","07/2023","0"
"210290","CARUTAPERA","MA","08/2023","0"
"210290","CARUTAPERA","MA","09/2023","0"
"210290","CARUTAPERA","MA","10/2023","0"
"210290","CARUTAPERA","MA","11/2023","0"
"210290","CARUTAPERA","MA","12/2023","0"
"210290","CARUTAPERA","MA","02/2023","0"
"210290","CARUTAPERA","MA","05/2023","0"
"210290","CARUTAPERA","MA","11/2024","0"
"210290","CARUTAPERA","MA","12/2024","0"
"210290","CARUTAPERA","MA","03/2024","0"
"210290","CARUTAPERA","MA","08/2024","0"
"210290","CARUTAPERA","MA","05/2024","0"
"210290","CARUTAPERA","MA","10/2024","0"
"210290","CARUTAPERA","MA","06/2024","0"
"210290","CARUTAPERA","MA","01/2024","0"
"210290","CARUTAPERA","MA","02/2024","0"
"210290","CARUTAPERA","MA","04/2024","0"
"210290","CARUTAPERA","MA","09/2024","0"
"210290","CARUTAPERA","MA","05/2025","0"
"210290","CARUTAPERA","MA","09/2025","0"
"210290","CARUTAPERA","MA","12/2025","0"
"210290","CARUTAPERA","MA","10/2025","0"
"210290","CARUTAPERA","MA","11/2025","0"
"210290","CARUTAPERA","MA","06/2025","0"
"210290","CARUTAPERA","MA","07/2025","0"
"210290","CARUTAPERA","MA","02/2025","0"
"210290","CARUTAPERA","MA","01/2025","0"
"210290","CARUTAPERA","MA","03/2025","0"
"210290","CARUTAPERA","MA","08/2025","0"
"210290","CARUTAPERA","MA","08/2012","0"
"210300","CAXIAS","MA","12/2012","0"
"210300","CAXIAS","MA","10/2012","0"
"210300","CAXIAS","MA","11/2013","0"
"210300","CAXIAS","MA","10/2013","0"
"210300","CAXIAS","MA","12/2013","0"
"210300","CAXIAS","MA","08/2013","0"
"210300","CAXIAS","MA","09/2013","0"
"210300","CAXIAS","MA","07/2013","0"
"210300","CAXIAS","MA","06/2013","0"
