"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Gás","Valor Total Repassado às famílias beneficiárias do Auxílio Gás","Valor Médio do Benefício Auxílio Gás","Pessoas beneficiárias do Auxílio Gás","Responsáveis Familiares do sexo Feminino beneficiárias do Auxílio Gás","Percentual de Responsáveis Familiares do sexo Feminino"
"210598","LAJEADO NOVO","MA","12/2023","554","57616","104,00","1803","483","87,2"
"210598","LAJEADO NOVO","MA","02/2024","574","58548,00","102,00","1853","504","87,8"
"210598","LAJEADO NOVO","MA","04/2024","585","59670","102,00","1898","515","88,0"
"210598","LAJEADO NOVO","MA","06/2024","572","58344","102,00","1858","504","88,1"
"210598","LAJEADO NOVO","MA","08/2024","547","55794","102,00","1787","480","87,8"
"210598","LAJEADO NOVO","MA","10/2024","532","55328","104,00","1739","467","87,8"
"210598","LAJEADO NOVO","MA","12/2024","520","54080","104,00","1739","467","89,8"
"210598","LAJEADO NOVO","MA","02/2025","520","55120","106,00","1701","456","87,7"
"210598","LAJEADO NOVO","MA","04/2025","518","55944","108,00","1686","454","87,6"
"210598","LAJEADO NOVO","MA","06/2025","518","55944","108,00","1686","454","87,6"
"210598","LAJEADO NOVO","MA","08/2025","495","53460","108,00","1598","431","87,1"
"210598","LAJEADO NOVO","MA","10/2025","483","52164","108,00","1556","420","87,0"
"210600","LIMA CAMPOS","MA","12/2021","269","13988","52,00","854","257","95,5"
"210600","LIMA CAMPOS","MA","02/2022","271","13550","50,00","853","256","94,5"
"210600","LIMA CAMPOS","MA","04/2022","267","13617","51,00","865","254","95,1"
"210600","LIMA CAMPOS","MA","06/2022","269","14257","53,00","882","257","95,5"
"210600","LIMA CAMPOS","MA","08/2022","266","29260","110,00","864","255","95,9"
"210600","LIMA CAMPOS","MA","10/2022","266","29792","112,00","860","255","95,9"
"210600","LIMA CAMPOS","MA","12/2022","265","29680","112,00","866","253","95,5"
"210600","LIMA CAMPOS","MA","02/2023","269","30128","112,00","880","256","95,2"
"210600","LIMA CAMPOS","MA","04/2023","270","29700","110,00","895","256","94,8"
"210600","LIMA CAMPOS","MA","06/2023","271","29539","109,00","899","256","94,5"
"210600","LIMA CAMPOS","MA","08/2023","262","28296,00","108,00","888","249","95,0"
"210600","LIMA CAMPOS","MA","10/2023","260","27560","106,00","883","248","95,4"
"210600","LIMA CAMPOS","MA","12/2023","255","26520","104,00","875","243","95,3"
"210600","LIMA CAMPOS","MA","02/2024","252","25704,00","102,00","872","241","95,6"
"210600","LIMA CAMPOS","MA","04/2024","251","25602","102,00","867","241","96,0"
"210600","LIMA CAMPOS","MA","06/2024","245","24990","102,00","840","235","95,9"
"210600","LIMA CAMPOS","MA","08/2024","238","24276","102,00","830","228","95,8"
"210600","LIMA CAMPOS","MA","10/2024","235","24440","104,00","815","225","95,7"
"210600","LIMA CAMPOS","MA","12/2024","236","24544","104,00","815","225","95,3"
"210600","LIMA CAMPOS","MA","02/2025","233","24698","106,00","800","222","95,3"
"210600","LIMA CAMPOS","MA","04/2025","233","25164","108,00","801","222","95,3"
"210600","LIMA CAMPOS","MA","06/2025","233","25164","108,00","801","222","95,3"
"210600","LIMA CAMPOS","MA","08/2025","228","24624","108,00","775","217","95,2"
"210600","LIMA CAMPOS","MA","10/2025","227","24516","108,00","766","216","95,2"
"210610","LORETO","MA","12/2021","1264","65728","52,00","4243","1135","89,8"
"210610","LORETO","MA","02/2022","1266","63300","50,00","4247","1134","89,6"
"210610","LORETO","MA","04/2022","1243","63393","51,00","4156","1115","89,7"
"210610","LORETO","MA","06/2022","1265","67045","53,00","4160","1135","89,7"
"210610","LORETO","MA","08/2022","1263","138930","110,00","4116","1131","89,5"
"210610","LORETO","MA","10/2022","1279","143248","112,00","4140","1146","89,6"
"210610","LORETO","MA","12/2022","1283","143696","112,00","4114","1150","89,6"
"210610","LORETO","MA","02/2023","1282","143584","112,00","4092","1149","89,6"
"210610","LORETO","MA","04/2023","1249","137390","110,00","3997","1125","90,1"
"210610","LORETO","MA","06/2023","1240","135160","109,00","3961","1116","90,0"
"210610","LORETO","MA","08/2023","1219","131652,00","108,00","3928","1096","89,9"
"210610","LORETO","MA","10/2023","1195","126670","106,00","3850","1077","90,1"
"210610","LORETO","MA","12/2023","1191","123864","104,00","3848","1078","90,5"
"210610","LORETO","MA","02/2024","1192","121584,00","102,00","3848","1081","90,7"
"210610","LORETO","MA","04/2024","1198","122196","102,00","3851","1085","90,6"
"210610","LORETO","MA","06/2024","1190","121380","102,00","3816","1078","90,6"
"210610","LORETO","MA","08/2024","1169","119238","102,00","3735","1060","90,7"
"210610","LORETO","MA","10/2024","1155","120120","104,00","3683","1049","90,8"
"210610","LORETO","MA","12/2024","1133","117832","104,00","3683","1049","92,6"
"210610","LORETO","MA","02/2025","1126","119356","106,00","3605","1019","90,5"
"210610","LORETO","MA","04/2025","1115","120420","108,00","3577","1012","90,8"
"210610","LORETO","MA","06/2025","1115","120420","108,00","3577","1012","90,8"
"210610","LORETO","MA","08/2025","1081","116748","108,00","3481","990","91,6"
"210610","LORETO","MA","10/2025","1071","115668","108,00","3432","980","91,5"
"210620","LUÍS DOMINGUES","MA","12/2021","1133","58916","52,00","4066","917","80,9"
"210620","LUÍS DOMINGUES","MA","02/2022","1130","56500","50,00","4031","918","81,2"
"210620","LUÍS DOMINGUES","MA","04/2022","1105","56355","51,00","3841","899","81,4"
"210620","LUÍS DOMINGUES","MA","06/2022","1099","58247","53,00","3767","889","80,9"
"210620","LUÍS DOMINGUES","MA","08/2022","1095","120450","110,00","3721","885","80,8"
"210620","LUÍS DOMINGUES","MA","10/2022","1094","122528","112,00","3666","885","80,9"
"210620","LUÍS DOMINGUES","MA","12/2022","1084","121408","112,00","3599","879","81,1"
"210620","LUÍS DOMINGUES","MA","02/2023","1073","120176","112,00","3542","871","81,2"
"210620","LUÍS DOMINGUES","MA","04/2023","1039","114290","110,00","3407","848","81,6"
"210620","LUÍS DOMINGUES","MA","06/2023","1037","113033","109,00","3380","847","81,7"
"210620","LUÍS DOMINGUES","MA","08/2023","1018","109944,00","108,00","3328","831","81,6"
"210620","LUÍS DOMINGUES","MA","10/2023","1015","107590","106,00","3311","831","81,9"
"210620","LUÍS DOMINGUES","MA","12/2023","1002","104208","104,00","3274","818","81,6"
"210620","LUÍS DOMINGUES","MA","02/2024","989","100878,00","102,00","3207","806","81,5"
"210620","LUÍS DOMINGUES","MA","04/2024","985","100470","102,00","3207","805","81,7"
"210620","LUÍS DOMINGUES","MA","06/2024","980","99960","102,00","3179","800","81,6"
"210620","LUÍS DOMINGUES","MA","08/2024","963","98226","102,00","3126","789","81,9"
"210620","LUÍS DOMINGUES","MA","10/2024","956","99424","104,00","3090","784","82,0"
"210620","LUÍS DOMINGUES","MA","12/2024","945","98280","104,00","3090","784","83,0"
"210620","LUÍS DOMINGUES","MA","02/2025","950","100700","106,00","3066","782","82,3"
"210620","LUÍS DOMINGUES","MA","04/2025","946","102168","108,00","3038","781","82,6"
"210620","LUÍS DOMINGUES","MA","06/2025","945","102060","108,00","3034","780","82,5"
"210620","LUÍS DOMINGUES","MA","08/2025","932","100656","108,00","2984","777","83,4"
"210620","LUÍS DOMINGUES","MA","10/2025","920","99360","108,00","2934","766","83,3"
"210630","MAGALHÃES DE ALMEIDA","MA","12/2021","975","50700","52,00","3823","915","93,8"
"210630","MAGALHÃES DE ALMEIDA","MA","02/2022","975","48750","50,00","3819","915","93,8"
"210630","MAGALHÃES DE ALMEIDA","MA","04/2022","969","49419","51,00","3787","910","93,9"
"210630","MAGALHÃES DE ALMEIDA","MA","06/2022","968","51304","53,00","3727","908","93,8"
"210630","MAGALHÃES DE ALMEIDA","MA","08/2022","965","106150","110,00","3688","906","93,9"
"210630","MAGALHÃES DE ALMEIDA","MA","10/2022","969","108528","112,00","3668","909","93,8"
"210630","MAGALHÃES DE ALMEIDA","MA","12/2022","959","107408","112,00","3628","899","93,7"
"210630","MAGALHÃES DE ALMEIDA","MA","02/2023","959","107408","112,00","3633","900","93,8"
"210630","MAGALHÃES DE ALMEIDA","MA","04/2023","943","103730","110,00","3545","885","93,8"
"210630","MAGALHÃES DE ALMEIDA","MA","06/2023","932","101588","109,00","3479","875","93,9"
"210630","MAGALHÃES DE ALMEIDA","MA","08/2023","913","98604,00","108,00","3427","861","94,3"
"210630","MAGALHÃES DE ALMEIDA","MA","10/2023","892","94552","106,00","3358","842","94,4"
"210630","MAGALHÃES DE ALMEIDA","MA","12/2023","893","92872","104,00","3365","846","94,7"
"210630","MAGALHÃES DE ALMEIDA","MA","02/2024","879","89658,00","102,00","3312","835","95,0"
"210630","MAGALHÃES DE ALMEIDA","MA","04/2024","866","88332","102,00","3235","825","95,3"
"210630","MAGALHÃES DE ALMEIDA","MA","06/2024","855","87210","102,00","3191","814","95,2"
"210630","MAGALHÃES DE ALMEIDA","MA","08/2024","834","85068","102,00","3112","797","95,6"
"210630","MAGALHÃES DE ALMEIDA","MA","10/2024","833","86632","104,00","3093","796","95,6"
"210630","MAGALHÃES DE ALMEIDA","MA","12/2024","820","85280","104,00","3093","796","97,1"
"210630","MAGALHÃES DE ALMEIDA","MA","02/2025","817","86602","106,00","3042","781","95,6"
"210630","MAGALHÃES DE ALMEIDA","MA","04/2025","814","87912","108,00","3021","778","95,6"
"210630","MAGALHÃES DE ALMEIDA","MA","06/2025","814","87912","108,00","3021","778","95,6"
"210630","MAGALHÃES DE ALMEIDA","MA","08/2025","803","86724","108,00","2934","768","95,6"
"210630","MAGALHÃES DE ALMEIDA","MA","10/2025","801","86508","108,00","2920","765","95,5"
"210632","MARACAÇUMÉ","MA","12/2021","1240","64480","52,00","4618","1168","94,2"
"210632","MARACAÇUMÉ","MA","02/2022","1245","62250","50,00","4620","1167","93,7"
"210632","MARACAÇUMÉ","MA","04/2022","1230","62730","51,00","4527","1156","94,0"
"210632","MARACAÇUMÉ","MA","06/2022","1250","66250","53,00","4515","1173","93,8"
"210632","MARACAÇUMÉ","MA","08/2022","1251","137610","110,00","4469","1173","93,8"
"210632","MARACAÇUMÉ","MA","10/2022","1256","140672","112,00","4416","1179","93,9"
"210632","MARACAÇUMÉ","MA","12/2022","1254","140448","112,00","4406","1174","93,6"
"210632","MARACAÇUMÉ","MA","02/2023","1255","140560","112,00","4365","1173","93,5"
"210632","MARACAÇUMÉ","MA","04/2023","1238","136180","110,00","4307","1158","93,5"
"210632","MARACAÇUMÉ","MA","06/2023","1242","135378","109,00","4327","1158","93,2"
"210632","MARACAÇUMÉ","MA","08/2023","1233","133164,00","108,00","4314","1149","93,2"
"210632","MARACAÇUMÉ","MA","10/2023","1210","128260","106,00","4232","1131","93,5"
"210632","MARACAÇUMÉ","MA","12/2023","1213","126152","104,00","4229","1135","93,6"
"210632","MARACAÇUMÉ","MA","02/2024","1213","123726,00","102,00","4209","1132","93,3"
"210632","MARACAÇUMÉ","MA","04/2024","1213","123726","102,00","4182","1130","93,2"
"210632","MARACAÇUMÉ","MA","06/2024","1203","122706","102,00","4135","1120","93,1"
"210632","MARACAÇUMÉ","MA","08/2024","1183","120666","102,00","4067","1103","93,2"
"210632","MARACAÇUMÉ","MA","10/2024","1155","120120","104,00","3967","1076","93,2"
"210632","MARACAÇUMÉ","MA","12/2024","1123","116792","104,00","3967","1076","95,8"
"210632","MARACAÇUMÉ","MA","02/2025","1123","119038","106,00","3924","1050","93,5"
"210632","MARACAÇUMÉ","MA","04/2025","1116","120528","108,00","3889","1042","93,4"
"210632","MARACAÇUMÉ","MA","06/2025","1119","120852","108,00","3894","1044","93,3"
"210632","MARACAÇUMÉ","MA","08/2025","1090","117720","108,00","3798","1031","94,6"
"210632","MARACAÇUMÉ","MA","10/2025","1077","116316","108,00","3731","1017","94,4"
"210635","MARAJÁ DO SENA","MA","12/2021","51","2652","52,00","171","43","84,3"
"210635","MARAJÁ DO SENA","MA","02/2022","52","2600","50,00","173","43","82,7"
"210635","MARAJÁ DO SENA","MA","04/2022","50","2550","51,00","176","42","84,0"
"210635","MARAJÁ DO SENA","MA","06/2022","50","2650","53,00","174","42","84,0"
"210635","MARAJÁ DO SENA","MA","08/2022","50","5500","110,00","172","42","84,0"
"210635","MARAJÁ DO SENA","MA","10/2022","52","5824","112,00","177","44","84,6"
"210635","MARAJÁ DO SENA","MA","12/2022","53","5936","112,00","180","45","84,9"
"210635","MARAJÁ DO SENA","MA","02/2023","55","6160","112,00","187","47","85,5"
"210635","MARAJÁ DO SENA","MA","04/2023","55","6050","110,00","187","46","83,6"
"210635","MARAJÁ DO SENA","MA","06/2023","56","6104","109,00","192","47","83,9"
"210635","MARAJÁ DO SENA","MA","08/2023","62","6696,00","108,00","217","53","85,5"
"210635","MARAJÁ DO SENA","MA","10/2023","60","6360","106,00","213","51","85,0"
"210635","MARAJÁ DO SENA","MA","12/2023","57","5928","104,00","206","49","86,0"
"210635","MARAJÁ DO SENA","MA","02/2024","56","5712,00","102,00","204","48","85,7"
"210635","MARAJÁ DO SENA","MA","04/2024","54","5508","102,00","190","46","85,2"
"210635","MARAJÁ DO SENA","MA","06/2024","50","5100","102,00","173","42","84,0"
"210635","MARAJÁ DO SENA","MA","08/2024","49","4998","102,00","166","41","83,7"
"210635","MARAJÁ DO SENA","MA","10/2024","46","4784","104,00","159","38","82,6"
"210635","MARAJÁ DO SENA","MA","12/2024","48","4992","104,00","159","38","79,2"
"210635","MARAJÁ DO SENA","MA","02/2025","48","5088","106,00","166","40","83,3"
"210635","MARAJÁ DO SENA","MA","04/2025","49","5292","108,00","168","41","83,7"
"210635","MARAJÁ DO SENA","MA","06/2025","49","5292","108,00","168","41","83,7"
"210635","MARAJÁ DO SENA","MA","08/2025","53","5724","108,00","190","47","88,7"
"210635","MARAJÁ DO SENA","MA","10/2025","51","5508","108,00","188","46","90,2"
"210637","MARANHÃOZINHO","MA","12/2021","1109","57668","52,00","4123","953","85,9"
"210637","MARANHÃOZINHO","MA","02/2022","1108","55400","50,00","4123","954","86,1"
"210637","MARANHÃOZINHO","MA","04/2022","1095","55845","51,00","4075","943","86,1"
"210637","MARANHÃOZINHO","MA","06/2022","1099","58247","53,00","4060","944","85,9"
"210637","MARANHÃOZINHO","MA","08/2022","1087","119570","110,00","3993","932","85,7"
"210637","MARANHÃOZINHO","MA","10/2022","1104","123648","112,00","4008","951","86,1"
"210637","MARANHÃOZINHO","MA","12/2022","1095","122640","112,00","3940","942","86,0"
"210637","MARANHÃOZINHO","MA","02/2023","1090","122080","112,00","3912","939","86,1"
"210637","MARANHÃOZINHO","MA","04/2023","1070","117700","110,00","3852","924","86,4"
"210637","MARANHÃOZINHO","MA","06/2023","1068","116412","109,00","3814","924","86,5"
"210637","MARANHÃOZINHO","MA","08/2023","1065","115020,00","108,00","3818","921","86,5"
"210637","MARANHÃOZINHO","MA","10/2023","1056","111936","106,00","3785","917","86,8"
"210637","MARANHÃOZINHO","MA","12/2023","1045","108680","104,00","3741","906","86,7"
"210637","MARANHÃOZINHO","MA","02/2024","1049","106998,00","102,00","3755","911","86,8"
"210637","MARANHÃOZINHO","MA","04/2024","1052","107304","102,00","3754","912","86,7"
"210637","MARANHÃOZINHO","MA","06/2024","1050","107100","102,00","3727","907","86,4"
"210637","MARANHÃOZINHO","MA","08/2024","1030","105060","102,00","3631","889","86,3"
"210637","MARANHÃOZINHO","MA","10/2024","1021","106184","104,00","3611","881","86,3"
"210637","MARANHÃOZINHO","MA","12/2024","1009","104936","104,00","3611","881","87,3"
"210637","MARANHÃOZINHO","MA","02/2025","1001","106106","106,00","3575","862","86,1"
"210637","MARANHÃOZINHO","MA","04/2025","997","107676","108,00","3553","859","86,2"
"210637","MARANHÃOZINHO","MA","06/2025","997","107676","108,00","3553","859","86,2"
"210637","MARANHÃOZINHO","MA","08/2025","974","105192","108,00","3469","842","86,4"
"210637","MARANHÃOZINHO","MA","10/2025","965","104220","108,00","3425","838","86,8"
"210640","MATA ROMA","MA","12/2021","3170","164840","52,00","12252","2626","82,8"
"210640","MATA ROMA","MA","02/2022","3172","158600","50,00","12254","2626","82,8"
"210640","MATA ROMA","MA","04/2022","3141","160191","51,00","12001","2600","82,8"
"210640","MATA ROMA","MA","06/2022","3145","166685","53,00","11852","2607","82,9"
"210640","MATA ROMA","MA","08/2022","3133","344630","110,00","11685","2598","82,9"
"210640","MATA ROMA","MA","10/2022","3140","351680","112,00","11427","2599","82,8"
"210640","MATA ROMA","MA","12/2022","3102","347424","112,00","11144","2570","82,8"
"210640","MATA ROMA","MA","02/2023","3093","346416","112,00","11049","2562","82,8"
"210640","MATA ROMA","MA","04/2023","3016","331760","110,00","10692","2507","83,1"
"210640","MATA ROMA","MA","06/2023","2992","326128","109,00","10518","2491","83,3"
"210640","MATA ROMA","MA","08/2023","2947","318276,00","108,00","10354","2460","83,5"
"210640","MATA ROMA","MA","10/2023","2841","301146","106,00","9985","2383","83,9"
"210640","MATA ROMA","MA","12/2023","2831","294424","104,00","9958","2379","84,0"
"210640","MATA ROMA","MA","02/2024","2725","277950,00","102,00","9528","2287","83,9"
"210640","MATA ROMA","MA","04/2024","2714","276828","102,00","9390","2273","83,8"
"210640","MATA ROMA","MA","06/2024","2689","274278","102,00","9239","2249","83,6"
"210640","MATA ROMA","MA","08/2024","2610","266220","102,00","8949","2186","83,8"
"210640","MATA ROMA","MA","10/2024","2562","266448","104,00","8756","2147","83,8"
"210640","MATA ROMA","MA","12/2024","2552","265408","104,00","8756","2147","84,1"
"210640","MATA ROMA","MA","02/2025","2540","269240","106,00","8678","2130","83,9"
"210640","MATA ROMA","MA","04/2025","2525","272700","108,00","8609","2119","83,9"
"210640","MATA ROMA","MA","06/2025","2525","272700","108,00","8609","2119","83,9"
"210640","MATA ROMA","MA","08/2025","2433","262764","108,00","8320","2042","83,9"
"210640","MATA ROMA","MA","10/2025","2393","258444","108,00","8182","2005","83,8"
"210650","MATINHA","MA","12/2021","4434","230568","52,00","14447","3339","75,3"
"210650","MATINHA","MA","02/2022","4409","220450","50,00","14375","3329","75,5"
"210650","MATINHA","MA","04/2022","4328","220728","51,00","14020","3260","75,3"
"210650","MATINHA","MA","06/2022","4316","228748","53,00","13780","3258","75,5"
"210650","MATINHA","MA","08/2022","4294","472340","110,00","13591","3245","75,6"
"210650","MATINHA","MA","10/2022","4307","482384","112,00","13421","3253","75,5"
"210650","MATINHA","MA","12/2022","4233","474096","112,00","13091","3210","75,8"
"210650","MATINHA","MA","02/2023","4222","472864","112,00","12933","3206","75,9"
"210650","MATINHA","MA","04/2023","4064","447040","110,00","12512","3111","76,6"
"210650","MATINHA","MA","06/2023","4025","438725","109,00","12325","3086","76,7"
"210650","MATINHA","MA","08/2023","3937","425196,00","108,00","12169","3041","77,2"
"210650","MATINHA","MA","10/2023","3854","408524","106,00","11957","2998","77,8"
"210650","MATINHA","MA","12/2023","3783","393432","104,00","11834","2960","78,2"
"210650","MATINHA","MA","02/2024","3724","379848,00","102,00","11646","2928","78,6"
"210650","MATINHA","MA","04/2024","3714","378828","102,00","11642","2930","78,9"
"210650","MATINHA","MA","06/2024","3688","376176","102,00","11556","2920","79,2"
"210650","MATINHA","MA","08/2024","3603","367506","102,00","11323","2855","79,2"
"210650","MATINHA","MA","10/2024","3532","367328","104,00","11058","2797","79,2"
"210650","MATINHA","MA","12/2024","3472","361088","104,00","11058","2797","80,6"
"210650","MATINHA","MA","02/2025","3463","367078","106,00","10860","2752","79,5"
